title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Satyameva Jayate,2018,https://en.wikipedia.org/wiki/Satyameva_Jayate_(2018_film),Satyameva Jayate,Milap Zaveri,"John Abraham, Manoj Bajpayee, Aisha Sharma, Amruta Khanvilkar",₹ 38 crore,est. ₹ 110 crore ,,,Vigilante Action Thriller
Toba Tek Singh,2018,https://en.wikipedia.org/wiki/Toba_Tek_Singh_(film),Toba Tek Singh,Ketan Mehta,"Pankaj Kapur, Vinay Pathak",,,ZEE5,Maya Movies,Toba Tek Singh Is An Indian
Genius,2018,https://en.wikipedia.org/wiki/Genius_(2018_Hindi_film),Genius,Anil Sharma,"Utkarsh Sharma, Ishita Chauhan",₹15 crore ,est. ₹7.50 crore ,Soham Rockstar Entertainment,,Romantic Psychological Action Thriller
Happy Phirr Bhag Jayegi,2018,https://en.wikipedia.org/wiki/Happy_Phirr_Bhag_Jayegi,Happy Phirr Bhag Jayegi,Mudassar Aziz,"Sonakshi Sinha, Diana Penty, Jimmy Sheirgill, Ali Fazal, Piyush Mishra, Jassi Gill",₹ 30 crore ,est. ₹ 28.06 crore ,,,Is A 2018 Indian Hindi-Language Comedy
Chausar,2018,https://en.wikipedia.org/wiki/Amruta_Subhash,Amruta Subhash,,,,,,,Actress Who Works In Marathi And Hindi
Stree,2018,https://en.wikipedia.org/wiki/Stree_(2018_film),Stree,Amar Kaushik,"Shraddha Kapoor, Rajkummar Rao, Pankaj Tripathi, Aparshakti Khurana, Abhishek Banerjee",₹23–25 crore ,est. ₹180.76 crore ,AA Films,,2018 Indian Hindi-Language Comedy Horror
Yamla Pagla Deewana Phir Se,2018,https://en.wikipedia.org/wiki/Yamla_Pagla_Deewana,Yamla Pagla Deewana,Samir Karnik,"Dharmendra, Sunny Deol, Bobby Deol, Kulraj Randhawa, Anupam Kher",₹13 crore,₹88 crore,NH Studios,,2011 Indian Hindi-Language Action Comedy
Once Again,2018,https://en.wikipedia.org/wiki/Once_Again_(2018_film),Once Again,Kanwal Sethi,"Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli",,,Netflix,,Ce Again Is A 2018 Indian Romantic Drama
Soni,2018,https://en.wikipedia.org/wiki/Soni_(film),Soni,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra",,,Netflix,,A 2018 Indian Hindi-Language Crime Drama
Laila Majnu,2018,https://en.wikipedia.org/wiki/Laila_Majnu_(2018_film),Laila Majnu,Sajid Ali,"Triptii Dimri, Avinash Tiwary",,est. ₹2.18–3.25 crore (Initial run) ,,,018 Indian Hindi-Language Romantic Drama
Paltan,2018,https://en.wikipedia.org/wiki/Paltan_(film),Paltan,J.P. Dutta,"Jackie Shroff, Arjun Rampal, Sonu Sood, Gurmeet Choudhary, Harshvardhan Rane, Siddhanth Kapoor, Luv Sinha, Esha Gupta, Sonal Chauhan, Monica Gill, Dipika Kakar",₹ 35 crore ,est. ₹ 10.22 crore ,Zee Studios,,Is A 2018 Indian Hindi-Language War
Hotel Mumbai,2018,https://en.wikipedia.org/wiki/Hotel_Mumbai,Hotel Mumbai,Anthony Maras,"Dev Patel, Armie Hammer, Nazanin Boniadi, Tilda Cobham-Hervey, Anupam Kher, Jason Isaacs",$17.3 million (A$25 million) ,$21.1 million (A$31.5 million) ,Bleecker Street(United States)Icon Film Distribution(Australia)Zee StudiosPurpose Entertainment (India),,Ai Is A 2018 Independent Action Thriller
Halkaa,2018,https://en.wikipedia.org/wiki/Halkaa,Halkaa,Nila Madhab Panda,"Ranvir Shorey, Paoli Dam",,,,,A Is A 2018 Indian Hindi-Language Family
Silvat,2018,https://en.wikipedia.org/wiki/Silvat,Silvat,Tanuja Chandra,"Kartik Aaryan, Meher Mistry",,,,Zee Entertainment Enterprises,Romantic Drama Short
Mitron,2018,https://en.wikipedia.org/wiki/Mitron,Mitron,Nitin Kakkar,"Jackky Bhagnani, Kritika Kamra, Pratik Gandhi",,₹ 38.5 million ,,Abundantia Entertainment,18 Indian Hindi-Language Romantic Comedy
Bombay Nights,2018,https://en.wikipedia.org/wiki/Preeti_Simoes,Preeti Simoes,,,,,,,Kanpurwale Khuranas And Gangs Of
Batti Gul Meter Chalu,2018,https://en.wikipedia.org/wiki/Batti_Gul_Meter_Chalu,Batti Gul Meter Chalu,Shree Narayan Singh,"Shahid Kapoor, Shraddha Kapoor, Yami Gautam, Divyendu Sharma",,est. ₹56 crore ,Cinestaan AA Distributors(India)Eros International(Overseas),,Is A 2018 Indian Hindi-Language Drama
Dobaara,2018,https://en.wikipedia.org/wiki/Dobaara:_See_Your_Evil,Dobaara: See Your Evil,Prawaal Raman,"Huma Qureshi, Saqib Saleem, Lisa Ray, Adil Hussain, Rhea Chakraborty",₹ 10 cr,₹ 1.36 cr,,,Is A 2017 Indian Supernatural Horror
Game Paisa Ladki,2018,https://en.wikipedia.org/wiki/Game_Paisa_Ladki,Game Paisa Ladki,Sachin Agarwal,"Deepaansh Garg, Sezal Sharma,, Zakhir Hussain",,,Modern Moviee Pvt. Ltd.,Modern Moviee Pvt.Ltd,A Ladki Is A 2018 Indian Erotic Thriller
Pakhi,2018,https://en.wikipedia.org/wiki/Bobby_Darling,Bobby Darling,,,,,,,Actress Known For Her Work In Hindi
Ishqeria,2018,https://en.wikipedia.org/wiki/Ishqeria,Ishqeria,Prerna Wadhawan,"Richa Chadda, Neil Nitin Mukesh",,,Yen Movies,Swarp Films,018 Indian Hindi-Language Romantic Drama
Tumbbad,2018,https://en.wikipedia.org/wiki/Tumbbad,Tumbbad,Rahi Anil Barve,Sohum Shah,₹5 crore ,₹15.46 crore (initial run) ,Eros International,,A 2018 Hindi-Language Period Folk Horror
Sui Dhaaga,2018,https://en.wikipedia.org/wiki/Sui_Dhaaga,Sui Dhaaga: Made In India,Sharat Katariya,"Anushka Sharma, Varun Dhawan",₹ 48 crore ,₹ 125.09 crore ,Yash Raj Films,Yash Raj Films,Is A 2018 Indian Hindi-Language Drama
Pataakha,2018,https://en.wikipedia.org/wiki/Pataakha,Pataakha,Vishal Bhardwaj,"Sanya Malhotra, Radhika Madan",12 crores ,6.95 crores ,B4U Motion PicturesEros International,,Is A 2018 Indian Hindi-Language Drama
Kalichaat,2018,https://en.wikipedia.org/wiki/Kalichaat,Kalichaat,Sudhanshu Sharma,"Prakash Deshmukh, Geetika Shyam, Virendra Kumar Nathenial",,,,,Chaat Is A 70-Minute 2018 Indian Feature
LoveYatri,2018,https://en.wikipedia.org/wiki/Loveyatri,Loveyatri: A Journey of Love,Abhiraj K. Minawala,"Aayush Sharma, Warina Hussain",₹32 crore ,est. ₹18.14 crore ,,Salman Khan Films,18 Indian Hindi-Language Romantic Comedy
Kaamyaab,2018,https://en.wikipedia.org/wiki/Kaamyaab,Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Isha Talwar, Nasirr Khan",,,Zee Studios,,Is A 2018 Indian Hindi-Language Drama
Bhonsle,2018,https://en.wikipedia.org/wiki/Bhonsle_(film),Bhonsle,Devashish Makhija,"Manoj Bajpayee, Santosh Juvekar",,,SonyLIV,,Le Is A 2018 Indian Hindi-Language Drama
Namdev Bhau in Search of Silence,2018,https://en.wikipedia.org/wiki/Namdev_Bhau:_In_Search_of_Silence,Namdev Bhau: In Search of Silence,Dar Gai,Namdev Gurav,,,,,Silence Is A 2018 Indian Adventure Drama
Yours Truly,2018,https://en.wikipedia.org/wiki/Yours_Truly_(2018_film),Yours Truly,Sanjoy Nag,"Soni Razdan, Aahana Kumra, Pankaj Tripathi",,,,,S Truly  Is A 2018 Indian Romantic Drama
Jalebi,2018,https://en.wikipedia.org/wiki/Jalebi_(film),Jalebi: The Everlasting Taste of Love,Pushpdeep Bhardwaj,"Varun Mitra, Rhea Chakraborty, Digangana Suryavanshi",,₹ 24.1 million ,Viacom18 Motion Pictures,Vishesh Films,Musical Romantic Drama
Helicopter Eela,2018,https://en.wikipedia.org/wiki/Helicopter_Eela,Helicopter Eela,Pradeep Sarkar,"Kajol, Riddhi Sen",₹ 20 crores ,₹ 8.24 crores ,Pen Studios (India)Eros International(overseas)[1][2],,2018 Indian Hindi-Language Comedy-Drama
FryDay,2018,https://en.wikipedia.org/wiki/Digangana_Suryavanshi,Digangana Suryavanshi,,,,,,,For Her Appearances In Hindi And Telugu
Rajma Chawal,2018,https://en.wikipedia.org/wiki/Rajma_Chawal,Rajma Chawal,Leena Yadav,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur, Sheeba Chaddha, Aparshakti Khurana, Diksha Juneja",,,Netflix,SaarthiE Entertainment,2018 Hindi-Language Indian Comedy-Drama
Friends In Law,2018,https://en.wikipedia.org/wiki/Gurfateh_Pirzada,Gurfateh Pirzada,,,,,,,Actor Who Works Primarily In Hindi
Badhaai Ho,2018,https://en.wikipedia.org/wiki/Badhaai_Ho,Badhaai Ho,Amit Ravindrenath Sharma,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Surekha Sikri, Sanya Malhotra, Shardhul Rana",₹29 crore ,est. ₹221.44 crore ,AA Films,,2018 Indian Hindi-Language Comedy Drama
Namaste England,2018,https://en.wikipedia.org/wiki/Namaste_England,Namaste England,Vipul Amrutlal Shah,"Arjun Kapoor, Parineeti Chopra, Aditya Seal, Alankrita Sahai, Anil Mange, Satish Kaushik",₹55 crore,₹ 8.02 crore ,Eros International[2][3][4],,018 Indian Hindi-Language Romantic Drama
Mere Pyare Prime Minister,2018,https://en.wikipedia.org/wiki/Mere_Pyare_Prime_Minister,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Atul Kulkarni, Makrand Deshpande",,est. ₹ 03.9 million ,Pen Studios,,Indian Hindi-Language Social-Drama
The Journey of Karma,2018,https://en.wikipedia.org/wiki/The_Journey_of_Karma,The Journey of Karma,Jagbir Dahiya,"Poonam Pandey, Shakti Kapoor",,,,Surya Entertainment,Is A 2018 Hindi
Kaashi in Search of Ganga,2018,https://en.wikipedia.org/wiki/Kaashi_in_Search_of_Ganga,Kaashi in Search of Ganga,Dhiraj Kumar,"Sharman Joshi, Aishwarya Devan, Priyanka Singh, Govind Namdev, Akhilendra Mishra, Manoj Joshi",₹2 Crores,₹93 Lakhs,,Insite India,Indian Hindi-Language Suspense Thriller
Dassehra,2018,https://en.wikipedia.org/wiki/Dassehra,Dassehra,Manish Vatsalya,"Neil Nitin Mukesh, Tina Desai",,,,Rash Production Private Limited,18 Indian Hindi-Language Action Thriller
Lovefucked,2018,https://en.wikipedia.org/wiki/Jaoon_Kahan_Bata_Ae_Dil,Jaoon Kahan Bata Ae Dil / Lovefucked,Aadish Keluskar,"Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir","₹ 1 crore (US$120,000)",,Netflix,Humaramovie,An Indian Hindi-Language Romantic Drama
Lupt,2018,https://en.wikipedia.org/wiki/Lupt,Lupt,Prabhuraj,"Javed Jaffrey, Vijay Raaz, Niki Aneja Walia, Meenakshi Dixit, Karan Anand",₹ 3.50 crore ,₹ 1.57 crore ,,T-Series,Supernatural Horror
Jack & Dil,2018,https://en.wikipedia.org/wiki/Jack_and_Dil,Jack and Dil,Sachin P. Karande,"Amit Sadh, Arbaaz Khan, Sonal Chauhan, Evelyn Sharma, Rajdeep Choudhury",,,Online Marketing Sudhanshu Kumar,,Is A Bollywood Romantic Comedy
Mausam Ikrar Ke Do Pal Pyar Ke,2018,https://en.wikipedia.org/wiki/Mausam_Ikrar_Ke_Do_Pal_Pyar_Ke,Mausam Ikrar Ke Do Pal Pyar Ke,Partho Ghosh,"Mukesh J Bharti, Madalsa Sharma, Manju Bharti, Neelu Kohli, Avinash Wadhawan, Ganesh Acharya, Usha Bachani, Hemant Pandey, Vj Andy, Dipoo Srivatava, Arun Bakshi, Ehsan Khan",,,,Viivek Films Production House,Pyaar Ke Is A 2018 Indian Romantic Drama
Love Trainning,2018,https://en.wikipedia.org/wiki/Jalebi_(film),Jalebi: The Everlasting Taste of Love,Pushpdeep Bhardwaj,"Varun Mitra, Rhea Chakraborty, Digangana Suryavanshi",,₹ 24.1 million ,Viacom18 Motion Pictures,Vishesh Films,Musical Romantic Drama
Thugs of Hindostan,2018,https://en.wikipedia.org/wiki/Thugs_of_Hindostan,Thugs of Hindostan,Vijay Krishna Acharya,"Amitabh Bachchan, Aamir Khan, Katrina Kaif, Fatima Sana Shaikh",₹ 220–300 crore ,est. ₹ 322.07 crore ,Yash Raj Films (India)Phars Film (International),Yash Raj Films,Period Action Adventure
Half Songs,2018,https://en.wikipedia.org/wiki/Baarish_(song),"""Baarish""",,,,,,,Is A Hindi Song From The
Hotel Milan,2018,https://en.wikipedia.org/wiki/Hotel_Milan,Hotel Milan,Vishal Mishra,"Kunaal Roy Kapur, Karishma Sharma, Zeishan Quadri, Jaideep Ahlawat, Rajesh Sharma, Zakir Hussain, Malvi Malhotra",,,,AD Films,Otel Milan Is A 2018 Indian Comedy Drama
Noblemen,2018,https://en.wikipedia.org/wiki/Ali_Haji_(actor),Ali Haji,,,,,,,Entrepreneur Who Rose To Fame In Yoodlee
"Brother, Superhit!",2018,https://en.wikipedia.org/wiki/Bhaiaji_Superhit,Bhaiaji Superhit,Neeraj Pathak,"Sunny Deol, Preity Zinta, Arshad Warsi, Ameesha Patel, Shreyas Talpade, Pankaj Tripathi",,₹6.25 crore ,,Metro Movies,2018 Indian Hindi-Language Action Comedy
The Dark Side of Life: Mumbai City,2018,https://en.wikipedia.org/wiki/The_Dark_Side_of_Life:_Mumbai_City,The Dark Side of Life: Mumbai City,Tariq Khan,,,,Panorama StudiosH.K Tandon CompanyV.K FilmsMitali FilmsSanman ExhibitorsFilmShow Distribution,Lakshya Productions,Mumbai City Is An Indian Drama
Colour Photo,2018,https://en.wikipedia.org/wiki/Colour_Photo,Colour Photo,Sandeep Raj,"Suhas, Chandini Chowdary, Sunil",,,Aha,,Telugu-Language Period Romantic Drama
Kedarnath,2018,https://en.wikipedia.org/wiki/Kedarnath_(film),Kedarnath,Abhishek Kapoor,"Sushant Singh Rajput, Sara Ali Khan",₹ 68 crore ,est. ₹102.77 crore ,RSVP Movies,,Indian Hindi-Language Romantic Disaster
PK Lele a Salesman,2018,https://en.wikipedia.org/wiki/PK_Lele_A_Salesman,PK Lele A Salesman,Manav Sohal,"Manav Sohal, Brijendra Kala, Shravani Goswami, Vaishnavi Dhanraj",,est. ₹ 1.20Lakh,,Mumbai Talkies Company,Is An Indian Adult Black Comedy
Bhaagte Raho,2018,https://en.wikipedia.org/wiki/Riya_Deepsi,Riya Deepsi,,,,,,,Riya Deepsi Is An Indian
Sirf 5 Din,2018,https://en.wikipedia.org/wiki/Boney_Kapoor,Boney Kapoor,,,,,,,Is An Indian
Ascharyachakit!,2018,https://en.wikipedia.org/wiki/Ascharya_Fuck_It,Ascharya Fuck It,Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raaj, Anangsha Biswas, Santosh Juvekar",,,,,K It On The
Zero,2018,https://en.wikipedia.org/wiki/Zero_(2018_film),Zero,Aanand L. Rai,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Abhay Deol",₹200 crore ,₹191.43 crore ,Pen Marudhar EntertainmentandPVR Pictures(India)Eveready Pictures(Pakistan)Zee Studios(Canada)Yash Raj Films(International)[a],,2018 Indian Hindi-Language Comedy Drama
Simmba,2018,https://en.wikipedia.org/wiki/Simmba,Simmba,Rohit Shetty,"Ranveer Singh, Sonu Sood, Sara Ali Khan",₹ 80 crore ,est. ₹ 400.19 crore ,Reliance Entertainment,,2018 Indian Hindi-Language Action Comedy
Ek Aasha,2018,https://en.wikipedia.org/wiki/Aasha_(1957_film),Aasha,M. V. Raman,"Kishore Kumar, Vyjayanthimala, Pran, Om Prakash",,,Raman Productions,Raman Productions,57 Indian Hindi-Language Romantic Comedy
The Indian Post Graduate,2018,https://en.wikipedia.org/wiki/Amit_Sial,Amit Sial,,,,,,,
Wo India Ka Shakespeare,2018,https://en.wikipedia.org/wiki/Hamlet_(1954_film),Hamlet,Kishore Sahu,"Kishore Sahu, Mala Sinha, Venus Bannerjee",,,,Hindustan Chitra,Is A 1954 Hindi Tragedy Drama
Hamari paltan,2018,https://en.wikipedia.org/wiki/Hamari_Paltan,Hamari Paltan,Jainendra Jigyasu,"Tom Alter, Manoj Bakshi",,"est. ₹ 4.15 lakh (US$4,900) ",,Alakh Media,The
The Last Color,2019,https://en.wikipedia.org/wiki/The_Last_Color,The Last Color,Vikas Khanna,"Neena Gupta, Aqsa Siddiqui",,,,House of Omkar,The Last Color Is An Indian Feature
Cabaret,2019,https://en.wikipedia.org/wiki/Cabaret_(2019_film),Cabaret,Kaustav Narayan Niyogi,"Richa Chadda, Gulshan Devaiah, S. Sreesanth",,,ZEE5,,019 Indian Romantic Drama Thriller Dance
Uri: The Surgical Strike,2019,https://en.wikipedia.org/wiki/Uri:_The_Surgical_Strike,Uri: The Surgical Strike,Aditya Dhar,"Vicky Kaushal, Yami Gautam, Paresh Rawal, Kirti Kulhari, Mohit Raina",₹ 44 crore ,₹ 342.06 crore ,RSVP Movies,RSVP Movies,Military War Action
The Accidental Prime Minister,2019,https://en.wikipedia.org/wiki/The_Accidental_Prime_Minister_(film),The Accidental Prime Minister,Vijay Gutte,"Anupam Kher, Akshaye Khanna, Suzanne Bernert",,₹ 22.65 crore ,,,Minister Is A 2019 Indian Hindi-Language
706,2019,https://en.wikipedia.org/wiki/706_(film),706,Shravan Tiwari,"Atul Kulkarni, Divya Dutta, Mohan Agashe",,,Panorama Studio,,706 Is A 2019 Hindi Paranormal Thriller
Battalion 609,2019,https://en.wikipedia.org/wiki/Battalion_609,Battalion 609,Brijesh Batuknath Tripathi,"Shoaib Ibrahim, Elena Kazan, Farnaz Shetty, Sparsh Sharma, Chandraprakash Thakur, Vishwas Kini, Shree Rammy Pandey, Jasbir Thandi as Max (Manmeet Singh)",,₹ 0.01 Crore ,Big Curtains Media Private Limited,N. J. Lalwani Films[3],Is A 2019 Indian Action
Falsafa,2019,https://en.wikipedia.org/wiki/Falsafa:_The_Other_Side,Falsafa: The Other Side,Himanshu Yadav,"Manit Joura, Geetanjali Singh",,,,V K Motion Pictures,Side Is A 2019 Bollywood Action Thriller
Bombairiya,2019,https://en.wikipedia.org/wiki/Bombairiya,Bombairiya,Pia Sukanya,"Radhika Apte, Siddhanth Kapoor, Akshay Oberoi, Adil Hussain, Ravi Kishan",,est. ₹ 1.4 million ,TriStar PicturesSony Pictures ReleasingZee Studios(Overseas),,Black Comedy Crime-Drama
Fraud Saiyaan,2019,https://en.wikipedia.org/wiki/Fraud_Saiyaan,Fraud Saiyaan,Sourabh Shrivastava,"Arshad Warsi, Sara Loren, Flora Saini, Saurabh Shukla, Nivedita Tiwari, Peeyush Suhaney",,₹ 53 lakh ,,,Romantic Dark Comedy Drama
Why Cheat India,2019,https://en.wikipedia.org/wiki/Why_Cheat_India,Why Cheat India?,Soumik Sen,"Emraan Hashmi, Shreya Dhanwanthary",₹ 200 million ,est. ₹ 86.6–105.4 million ,AA Films,,Black Comedy Crime
