title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Milenge Milenge,2010,https://en.wikipedia.org/wiki/Milenge_Milenge,Milenge Milenge,Satish Kaushik,"Shahid Kapoor, Kareena Kapoor",,,Eros InternationalSahara One Motion Pictures,,010 Indian Hindi-Language Romantic Drama
Tere Bin Laden,2010,https://en.wikipedia.org/wiki/Tere_Bin_Laden,Tere Bin Laden,Abhishek Sharma,"Ali Zafar, Sugandha Garg, Pradhuman Singh","₹ 58 million (US$690,000) ",₹ 175 million (US$2.1 million) ,BSK Network and Entertainment[1],Walkwater Media,2010 Indian Hindi-Language Satire Comedy
Lamhaa: The Untold Story of Kashmir,2010,https://en.wikipedia.org/wiki/Ashwath_Bhatt,Ashwath Bhatt,,,,,,,Ashwath Bhatt Is An Indian
Khatta Meetha,2010,https://en.wikipedia.org/wiki/Khatta_Meetha_(2010_film),Khatta Meetha,Priyadarshan,"Akshay Kumar, Trisha, Urvashi Sharma, Rajpal Yadav",₹ 35 crore ,₹ 62.79 crore ,Eros International,,Political Satire Dark Comedy
Once Upon a Time in Mumbaai,2010,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Mumbaai,Once Upon a Time in Mumbai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Prachi Desai, Kangana Ranaut, Randeep Hooda",₹ 38 crore ,₹ 85.2 crore ,,Balaji Motion Pictures,Neo-Noir Crime Thriller
Help,2010,https://en.wikipedia.org/wiki/Help_(2010_film),Help,Rajeev Virani,"Bobby Deol, Mugdha Godse, Shreyas Talpade",,,Rupali Aum Entertainment Pvt. Ltd.,,Supernatural Horror
Lafangey Parindey,2010,https://en.wikipedia.org/wiki/Lafangey_Parindey,Lafangey Parindey,Pradeep Sarkar,"Neil Nitin Mukesh, Deepika Padukone",,₹ 227 million (US$2.7 million) ,Yash Raj Films,Yash Raj Films,010 Indian Hindi-Language Romantic Drama
Aashayein,2010,https://en.wikipedia.org/wiki/Aashayein,Aashayein,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar, Girish Karnad, Farida Jalal, Ashwin Chitale, Anaitha Nair",,"₹ 22.0 million (US$260,000) ",Reliance EntertainmentT-Series,Percept Picture Company,Is A 2010 Indian Hindi-Language Drama
Hello Darling,2010,https://en.wikipedia.org/wiki/Hello_Darling,Hello Darling,Manoj Tiwari,"Gul Panag, Isha Koppikar, Celina Jaitly, Javed Jaffrey, Divya Dutta, Chunky Pandey, Seema Biswas, Asawari Joshi, Mukesh Tiwari, Vrajesh Hirjee",,,,,Hello Darling Is A 2010 Bollywood Comedy
We Are Family,2010,https://en.wikipedia.org/wiki/We_Are_Family_(2010_film),We Are Family,Siddharth P. Malhotra,"Kajol, Kareena Kapoor, Arjun Rampal",,,Sony Pictures Releasing,,2010 Indian Hindi-Language Family Drama
