title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Dear Dia,2022,https://en.wikipedia.org/wiki/Dear_Dia,Dear Dia,K S Ashoka,"Mihika Kushwaha, Pruthvi Ambaar, Aahil khan, Ujjwal Sharma",,,White Lion Entertainment,Netrix Entertainment,022 Indian Hindi-Language Romantic Drama
Nikamma,2022,https://en.wikipedia.org/wiki/Nikamma,Nikamma,Sabbir Khan,"Abhimanyu Dassani, Shirley Setia, Shilpa Shetty",₹22 crore ,est. ₹1.77 crore ,Sony Pictures Releasing,,2022 Indian Hindi-Language Action Comedy
Ittu Si Baat,2022,https://en.wikipedia.org/wiki/Ittu_Si_Baat,Ittu Si Baat,Adnan Ali,"Bhupendra Jadawat, Gayatri Bhardwaj, Dheerendra Gautam, Ravi Chauhan, Farida Jalal",,,NH Studioz,,An Indian Hindi-Language Romantic-Comedy
Dobaaraa,2022,https://en.wikipedia.org/wiki/Dobaaraa,Dobaaraa,Anurag Kashyap,"Taapsee Pannu, Pavail Gulati",₹30 crore ,est. ₹6.77 crore ,Pen Marudhar Entertainment,,Science-Fiction Mystery Thriller
Forensic,2022,https://en.wikipedia.org/wiki/Forensic_(2022_film),Forensic,Vishal Furia,"Vikrant Massey, Radhika Apte, Rohit Roy, Prachi Desai",,,ZEE5,,Psychological Crime Thriller
Sherdil,2022,https://en.wikipedia.org/wiki/Sherdil:_The_Pilibhit_Saga,Sherdil: The Pilibhit Saga,Srijit Mukherji,"Pankaj Tripathi, Sayani Gupta, Neeraj Kabi, Sougata Ghosh",₹10 crore ,₹10 crore ,Reliance Entertainment,T-Series,2  Indian Hindi-Language Adventure Drama
Rashtra Kavach OM,2022,https://en.wikipedia.org/wiki/Rashtra_Kavach_Om,Rashtra Kavach Om,Kapil Verma,"Aditya Roy Kapur, Sanjana Sanghi, Jackie Shroff, Ashutosh Rana, Prakash Raj, Prachee Shah Paandya",,est. ₹9.01 crore ,Zee Studios,,Is A 2022 Indian Action
Salvation at Sunrise,2022,https://en.wikipedia.org/wiki/Adil_Hussain,Adil Hussain,,,,,,,Eral Indian Independent  And Mainstream
Hit: The First Case,2022,https://en.wikipedia.org/wiki/HIT:_The_First_Case_(2022_film),HIT: The First Case,Sailesh Kolanu,"Rajkummar Rao, Sanya Malhotra",₹30 crores ,est. ₹11.78 crores ,PVR Pictures,,Is A 2022 Indian Hindi-Language Thriller
Jaadugar,2022,https://en.wikipedia.org/wiki/Jaadugar_(2022_film),Jaadugar,Sameer Saxena,"Jitendra Kumar, Arushi Sharma, Javed Jaffrey",,,Netflix,Posham Pa Pictures,2022 Indian Hindi-Language Sports Drama
Shabaash Mithu,2022,https://en.wikipedia.org/wiki/Shabaash_Mithu,Shabaash Mithu,Srijit Mukherji,Taapsee Pannu,₹48 crore ,est. ₹2.89 crore ,Viacom18 Studios,,Biographical Sports Drama
Really Main Deewana Ho Gaya,2022,https://en.wikipedia.org/wiki/Nusrat_Fateh_Ali_Khan,UstadNusrat Fateh Ali KhanPP,,,,,,,For The
Tere Liye,2022,https://en.wikipedia.org/wiki/Tere_Liye_(film),Tere Liye,Sanjay Gadhvi,"Arjun Punj, Shilpa Saklani, Bhavna Pani, Hiten Paintal, Sonali Khare, Neelu Kohli, Pankit Thakker, Imran Ahmed Khan",,,,Zee Telefilms,2001 Indian Hindi-Language Coming Of Age
Shamshera,2022,https://en.wikipedia.org/wiki/Shamshera,Shamshera,Karan Malhotra,"Ranbir Kapoor, Sanjay Dutt, Vaani Kapoor",₹150 crore ,₹63.58 crore ,Yash Raj Films,Yash Raj Films,Period Action Drama
Ek Villain Returns,2022,https://en.wikipedia.org/wiki/Ek_Villain_Returns,Ek Villain Returns,Mohit Suri,"John Abraham, Arjun Kapoor, Disha Patani, Tara Sutaria",₹62–₹80 crore ,est. ₹68.64 crore ,AA Films,,Psychological Action Thriller
Good Luck Jerry,2022,https://en.wikipedia.org/wiki/Good_Luck_Jerry,Good Luck Jerry,Siddharth Sen,"Janhvi Kapoor, Jaswant Singh Dalal, Mita Vashisht, Samta Sudiksha, Deepak Dobriyal, Neeraj Sood",,,Disney+ Hotstar,,Black Comedy Crime
Darlings,2022,https://en.wikipedia.org/wiki/Roshan_Mathew,Roshan Mathew,,,,,,,Hindi And Tamil
Haryana,2022,https://en.wikipedia.org/wiki/Haryana_(film),Haryana,Sandeep Baswana,"Yash Tonk, Ashlesha Sawant, Monica Sharma, Aakarshan Singh, Robbie Marih",,,,Raja Baswana Films,22 Indian Hindi Language Romantic Comedy
Masoom Sawaal,2022,https://en.wikipedia.org/wiki/Masoom_Sawaal,Masoom Sawaal,Santosh Upadhyay,"Nitanshi Goel, ,, Ekavali Khanna, ,, Shishir Sharma",,,,,M Sawaal Is A 2022 Indian Hindi-Language
Unfinished Story,2022,https://en.wikipedia.org/wiki/Guru_Dutt:_An_Unfinished_Story,,,,,,,,Life And Career Of The Indian Actor And
Laal Singh Chaddha,2022,https://en.wikipedia.org/wiki/Laal_Singh_Chaddha,Laal Singh Chaddha,Advait Chandan,"Aamir Khan, Kareena Kapoor Khan, Naga Chaitanya, Mona Singh, Manav Vij",₹180 crore ,est. ₹130 crore ,Viacom18 Studios (North India)Red Giant Movies(Tamil Nadu)Geetha Arts(Telangana)Paramount Pictures (International),,2022 Indian Hindi-Language Comedy Drama
Raksha Bandhan,2022,https://en.wikipedia.org/wiki/Raksha_Bandhan_(film),Raksha Bandhan,Aanand L. Rai,"Akshay Kumar, Bhumi Pednekar, Sadia Khateeb, Sahejmeen Kaur, Smrithi Srikanth, Deepika Khanna",₹70 crore ,est. ₹61.61 crore ,Zee Studios,,Family Comedy-Drama
Liger,2022,https://en.wikipedia.org/wiki/Liger_(film),Liger,Puri Jagannadh,"Vijay Deverakonda, Mike Tyson, Ananya Panday, Ramya Krishna, Ronit Roy",₹125 crore ,est. ₹60 crore ,AA Films,,Ossbreed Is A 2022 Indian  Sports Masala
Holy Cow,2022,https://en.wikipedia.org/wiki/Holy_Cow_(2022_film),Holy Cow,Sai Kabir,"Sanjay Mishra, Tigmanshu Dhulia, Mukesh S. Bhatt, Sadiya Siddiqui",,,,,2 Indian Hindi-Language Satirical Comedy
Come on Yaar,2022,https://en.wikipedia.org/wiki/Jasmine_Sandlas,Jasmine Sandlas,,,,,,,For The
Brahmastra Part One: Shiva,2022,https://en.wikipedia.org/wiki/Brahmāstra:_Part_One_–_Shiva,Brahmastra: Part One – Shiva,Ayan Mukerji,"Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Mouni Roy, Nagarjuna",₹ 375–400 crore ,est. ₹ 418.8–431 crore ,Star Studios,,Fantasy Action-Adventure
Monica O My Darling,2022,"https://en.wikipedia.org/wiki/Monica,_O_My_Darling","Monica, O My Darling",Vasan Bala,"Rajkummar Rao, Radhika Apte, Huma Qureshi",,,Netflix,Matchbox Shots,Neo-Noir Dark Comedy Crime Thriller
Kacchey Limbu,2022,https://en.wikipedia.org/wiki/Kacchey_Limbu,Kacchey Limbu,Shubham Yogi,"Radhika Madan, Rajat Barmecha, Ayush Mehra",,,JioCinema,,2022 Indian Hindi-Language Sports Drama
Zwigato,2022,https://en.wikipedia.org/wiki/Zwigato,Zwigato,Nandita Das,"Kapil Sharma, Shahana Goswami",,₹ 2–3.53 crore ,Viacom18 Studios,,To Is A 2022 Indian Hindi-Language Drama
Jogi,2022,https://en.wikipedia.org/wiki/Jogi_(2022_film),Jogi,Ali Abbas Zafar,"Diljit Dosanjh, Amyra Dastur, Hiten Tejwani, Mohammed Zeeshan Ayyub",,,Netflix,AAZ Films,2022 Indian Hindi-Language Period Drama
Middle Class Love,2022,https://en.wikipedia.org/wiki/Middle_Class_Love,Middle Class Love,Ratnaa Sinha,"Eisha Singh, Kavya Thapar, Prit Kamani",,,Zee Studios,Benaras Media Works,An Indian Hindi-Language Romantic Comedy
Jahaan Chaar Yaar,2022,https://en.wikipedia.org/wiki/Jahaan_Chaar_Yaar,Jahaan Chaar Yaar,Kamal Pandey[1],"Swara Bhaskar, Meher Vij, Pooja Chopra, Shikha Talsania",,,Pen Marudhar,Soundrya Productions,Female Buddy Comedy-Drama
Saroj Ka Rishta,2022,https://en.wikipedia.org/wiki/Saroj_Ka_Rishta,Saroj Ka Rishta,Abhishek Saxena,"Sanah Kapur, Kumud Mishra, Kritikka Avasthi, Gaurav Pandey, Randeep Rai",,,,,22 Indian Hindi-Language Romantic Comedy
Dhaage,2022,https://en.wikipedia.org/wiki/Namrata_Shirodkar,Namrata Shirodkar,,,,,,,Is Primarily Known For Her Work In Hindi
Chup - The Revenge of an Artist,2022,https://en.wikipedia.org/wiki/Chup:_Revenge_of_the_Artist,Chup,R. Balki,"Sunny Deol, Dulquer Salmaan, Shreya Dhanwanthary, Pooja Bhatt",₹10 crore ,₹13.24 crore ,Pen Marudhar Cine Entertainment[1],Hope Productions,Psychological Crime Thriller
Dhokha - Round D Corner,2022,https://en.wikipedia.org/wiki/Dhokha:_Round_D_Corner,Dhokha: Round D Corner,Kookie Gulati,"R. Madhavan, Khushalii Kumar, Aparshakti Khurana, Darshan Kumar",₹ 15 crore ,₹ 3.74 crore ,AA Films,T-Series Films,Romantic Psychological Thriller
Atithi Bhooto Bhava,2022,https://en.wikipedia.org/wiki/Atithi_Bhooto_Bhava,Atithi Bhooto Bhava,Hardik Gajjar,"Pratik Gandhi, Jackie Shroff, Sharmin Segal",,,ZEE5,,S An Indian Hindi-Language Horror Comedy
Babli Bouncer,2022,https://en.wikipedia.org/wiki/Babli_Bouncer,Babli Bouncer,Madhur Bhandarkar,"Tamannaah Bhatia, Abhishek Bajaj, Sahil Vaid, Saanand Verma",,,Disney+ Hotstar,,Er Is A 2022 Indian Hindi-Language Drama
Ishq Pashmina,2022,https://en.wikipedia.org/wiki/Ishq_Pashmina,Ishq Pashmina,Arvind Pandey,"Bhavin Bhanushali, Malti Chahar, Zarina Wahab",,,,KRISHNA SHANTI PRODUCTION,022 Indian Hindi-Language Romantic Drama
Vikram Vedha,2022,https://en.wikipedia.org/wiki/Vikram_Vedha_(2022_film),Vikram Vedha,Pushkar–Gayathri,"Saif Ali Khan, Hrithik Roshan, Radhika Apte, Rohit Saraf, Yogita Bihani",est. ₹ 100 crore ,"est. ₹ 135
.03 crore ",PVR PicturesPen MarudharHome Screen Entertainment,,Neo-Noir Action Thriller
Plan A Plan B,2022,https://en.wikipedia.org/wiki/Plan_A_Plan_B,Plan A Plan B,Shashanka Ghosh,"Riteish Deshmukh, Tamannaah Bhatia",,,Netflix,,22 Indian Hindi-Language Romantic Comedy
Woh 3 Din,2022,https://en.wikipedia.org/wiki/Padmini_Kolhapure,Padmini Kolhapure,,,,,,,Who Primarily Works In Hindi And Marathi
Maja Ma,2022,https://en.wikipedia.org/wiki/Maja_Ma,Maja Ma,Anand Tiwari,"Madhuri Dixit, Gajraj Rao, Ritwik Bhowmik, Barkha Singh, Srishti Shrivastava, Simone Singh",,,Amazon Prime Video,Leo Media Collective,Ma Is A 2022 Indian Hindi-Language Drama
Goodbye,2022,https://en.wikipedia.org/wiki/Goodbye_(2022_film),Goodbye,Vikas Bahl,"Amitabh Bachchan, Rashmika Mandanna, Neena Gupta, Sunil Grover",₹30 crore,est. ₹9.66 crore ,Zee Studios,,Family Comedy-Drama
Nazar Andaaz,2022,https://en.wikipedia.org/wiki/Nazar_Andaaz,Nazar Andaaz,Vikrant Deshmukh,"Abhishek Banerjee, Divya Dutta, Kumud Mishra",,,AA Films,,Is A 2022 Indian Hindi-Language Comedy
Raaz Darr Ka,2022,https://en.wikipedia.org/wiki/Ashish_Kaul,Ashish Kaul,,,,,,,He Has Been Associated With The Indian
The Storyteller,2022,https://en.wikipedia.org/wiki/The_Storyteller_(2022_film),The Storyteller,Ananth Mahadevan,"Paresh Rawal, Adil Hussain",,,Disney+ Hotstar,,Er Is A 2022 Indian Hindi-Language Drama
Code Name: Tiranga,2022,https://en.wikipedia.org/wiki/Code_Name:_Tiranga,Code Name: Tiranga,Ribhu Dasgupta,"Parineeti Chopra, Harrdy Sandhu, Sharad Kelkar",,₹1.41 crore ,Reliance Entertainment,,2 Indian Hindi-Language Spy Action Drama
Jaggu Ki Lalten,2022,https://en.wikipedia.org/wiki/Jaggu_Ki_Lalten,Jaggu Ki Lalten,Vipin Kapoor,,,,,,Comedy-Drama Musical
Love You Loktantra,2022,https://en.wikipedia.org/wiki/Sneha_Ullal,Sneha Ullal,,,,,,,Ess Who Has Appeared In Telugu And Hindi
Aye Zindagi,2022,https://en.wikipedia.org/wiki/Aye_Zindagi_(film),Aye Zindagi,Anirban Bose,"Revathy, Satyajeet Dubey, Mrinmayee Godbole, Sawan Tank",,,,Platoon One Films,Is A 2022 Indian Hindi-Language Drama
Kahani Rubberband Ki,2022,https://en.wikipedia.org/wiki/Kahani_Rubberband_Ki,Kahani Rubberband Ki,Sarika Sanjot,"Pratik Gandhi, Avika Gor, Manish Raisinghan, Gaurav Gera",,,,,Ki Is A 2022 Indian Hindi-Language Drama
Faraaz,2022,https://en.wikipedia.org/wiki/Faraaz_(film),Faraaz,Hansal Mehta,"Zahan Kapoor, Juhi Babbar, Aamir Ali, Aditya Rawal, Jatin Sarin, Pallak Lalwani, Reshham Sahaani",,,AA Films(India)Reliance Entertainment[1](Overseas),,Biographical Horror Thriller
Ram Setu,2022,https://en.wikipedia.org/wiki/Ram_Setu_(film),Ram Setu,Abhishek Sharma,"Akshay Kumar, Jacqueline Fernandez, Pravessh Rana, Nushrratt Bharuccha, Satya Dev",₹150 crore ,est. ₹92.94 crore ,Zee Studios,,2 Indian Hindi-Language Action-Adventure
Thank God,2022,https://en.wikipedia.org/wiki/Thank_God_(film),Thank God,Indra Kumar,"Sidharth Malhotra, Ajay Devgn, Rakul Preet Singh",₹ 100 crore ,est. ₹ 48.92 crore ,AA Films,,Fantasy Comedy-Drama
Tara vs Bilal,2022,https://en.wikipedia.org/wiki/Tara_vs_Bilal,Tara Vs Bilal,Samar Iqbal,"Harshvardhan Rane, Sonia Rathee",,,AA Films,,22 Indian Hindi-Language Romantic Comedy
Double XL,2022,https://en.wikipedia.org/wiki/Double_XL,Double XL,Satramm Ramani,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra",,est. ₹1.12 crore ,AA Films,,L Is A 2022 Indian Hindi-Language Comedy
Phone Bhoot,2022,https://en.wikipedia.org/wiki/Phone_Bhoot,Phone Bhoot,Gurmmeet Singh,"Katrina Kaif, Ishaan Khatter, Siddhant Chaturvedi",₹45 crore ,est. ₹18.73 crore ,AA Films,Excel Entertainment,Supernatural Comedy
Mili,2022,https://en.wikipedia.org/wiki/Mili_(2022_film),Mili,Mathukutty Xavier,"Janhvi Kapoor, Sunny Kaushal, Manoj Pahwa",,,Zee Studios[1],,Indian Hindi-Language Survival Thriller
Tadka,2022,https://en.wikipedia.org/wiki/Tadka_(film),Tadka,Prakash Raj,"Nana Patekar, Shriya Saran, Ali Fazal, Taapsee Pannu",,,ZEE5,,Romantic Comedy-Drama
Alpha Beta Gamma,2022,https://en.wikipedia.org/wiki/Alpha_Beta_Gamma_(film),Alpha Beta Gamma,Shankar Srikumar[1],"Nishan, Amit Kumar Vashisth, Reena Aggarwal",,,Agastaya Jain (Creators Retina),,21 Indian Hindi-Language Romantic Comedy
Dhoop chhaon,2022,https://en.wikipedia.org/wiki/Kabhi_Dhoop_Kabhi_Chhaon,Kabhi Dhoop Kabhi Chhaon,Chandrakant Gaur,"Dara Singh, Ameeta",,,,,P Kabhi Chhaon Is A 1971 Bollywood Drama
Ramrajya,2022,https://en.wikipedia.org/wiki/Ramrajya_(2022_film),Ramrajya,Nitesh Rai,"Aman Preet Singh, [, 2, ], Shobita Rana, [, 3, ], Sandeep Bhojak, Govind Namdev, Rajesh Sharma (actor), Salman Shaikh",,,,Li Helios Films,Ramrajya Is A Hindi Political Drama
Dada Lakhmi Chand,2022,https://en.wikipedia.org/wiki/Dada_Lakhmi,Dada Lakhmi,Yashpal Sharma,"Yashpal Sharma, Meghna Malik, Rajendra Gupta",,,,,22 Indian Haryanvi Language Biographical
Thai Massage,2022,https://en.wikipedia.org/wiki/Thai_Massage_(film),Thai Massage,Mangesh Hadawale,"Gajraj Rao, Divyendu Sharma, Alina Zasobina",,,Reliance Entertainment,,2022 Indian Hindi-Language Comedy Drama
Rocket Gang,2022,https://en.wikipedia.org/wiki/Rocket_Gang,Rocket Gang,Bosco Martis,"Aditya Seal, Nikita Dutta, Jason Tham, Mokshda Jaikhani, Sahaj Singh Chahal, Tejas Varma, Aadvik Mongia, Jayshree Gogoi, Dipali Borkar, Siddhant Sharma",,,Zee Studios,Zee Studios,Musical Supernatural Comedy
Uunchai,2022,https://en.wikipedia.org/wiki/Uunchai,Uunchai,Sooraj R. Barjatya,"Amitabh Bachchan, Anupam Kher, Boman Irani, Danny Denzongpa, Parineeti Chopra, Neena Gupta, Sarika",,est. ₹48.99 crore ,,,22 Indian Hindi-Language Adventure Drama
Anth the End,2022,https://en.wikipedia.org/wiki/Anth_The_End,Anth The End,K. S. Malhotra,"Divya Dutta, Mukul Dev, Dev Sharma, Samikssha Batnagar",,,,,Nd Is A 2022 Indian Hindi-Language Drama
Paap,2022,https://en.wikipedia.org/wiki/Paap_Ko_Jalaa_Kar_Raakh_Kar_Doonga,Paap Ko Jalaakar Raakh Kar Doonga,K.R. Reddy,"Dharmendra, Govinda, Anita Raj, Farah",,,,Sri Haripriya Cine Creations,Is A 1988 Hindi Crime
Drishyam 2,2022,https://en.wikipedia.org/wiki/Drishyam_2_(2022_film),Drishyam 2,Abhishek Pathak,"Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran, Ishita Dutta, Mrunal Jadhav, Rajat Kapoor",₹50–70 crore ,est. ₹345 crore ,Panorama Studios,,022 Indian Hindi-Language Crime Thriller
Mister Mummy,2022,https://en.wikipedia.org/wiki/Mister_Mummy,Mister Mummy,Shaad Ali,"Ritesh Deshmukh, Genelia D'Souza",,,,,2022 Indian Hindi-Language Comedy Drama
India Lockdown,2022,https://en.wikipedia.org/wiki/India_Lockdown,India Lockdown,Madhur Bhandarkar,"Shweta Basu Prasad, Aahana Kumra, Prateik Babbar, Sai Tamhankar, Prakash Belawadi",,,ZEE5,,Wn Is A 2022 Indian Hindi-Language Drama
