title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Bandh Darwaza,1990,https://en.wikipedia.org/wiki/Bandh_Darwaza,Bandh Darwaza,Shyam RamsayTulsi Ramsay,"Manjeet Kullar, Kunika, Aruna Irani, Hashmat Khan, Chetana Das",,,,,Is A 1990 Indian Hindi-Language Horror
Hum Se Na Takrana,1990,https://en.wikipedia.org/wiki/Hum_Se_Na_Takrana,Hum Se Na Takrana,Deepak Bahry,"Dharmendra, Shatrughan Sinha, Mithun Chakraborty, Anita Raj, Kimi Katkar",₹ 25 million ,₹ 77 million ,,,A Is A 1990 Indian Hindi-Language Action
Pati Parmeshwar,1990,https://en.wikipedia.org/wiki/Pati_Parmeshwar_(film),Pati Parmeshwar,Madan Joshi,"Dimple Kapadia, Shekhar Suman, Sudha Chandran",,,,,Pati Parmeshwar Is A Hindi
Aandhiyan,1990,https://en.wikipedia.org/wiki/Aandhiyan,Aandhiyan,David Dhawan,"Shatrughan Sinha, Mumtaz, Prosenjit Chatterjee, Madhushree",,,,Vishal Film Combines,Is A 1990 Hindi
Ghayal,1990,https://en.wikipedia.org/wiki/Ghayal_(1990_film),Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Amrish Puri, Raj Babbar, Moushmi Chatterjee",₹ 2.5 crore,₹ 20 crore,Vijayta Films,Vijayta Films,1990 Indian Hindi-Language Action Drama
Dil,1990,https://en.wikipedia.org/wiki/Dil_(1990_film),Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Anupam Kher, Saeed Jaffrey",₹2 crore,est. ₹20 crore ($11.42 million) ,,Maruti International,990 Indian Hindi-Language Romantic Drama
Jurm,1990,https://en.wikipedia.org/wiki/Jurm_(1990_film),Jurm,Mahesh Bhatt,"Vinod Khanna, Meenakshi Sheshadri, Sangeeta Bijlani, Shafi Inamdar, Sharat Saxena",,,,,Is A 1990 Indian Hindi-Language Action
Gunahon Ka Devta,1990,https://en.wikipedia.org/wiki/Gunahon_Ka_Devta_(1990_film),Gunahon Ka Devta,Kawal Sharma,"Mithun Chakraborty, Aditya Pancholi, Sangeeta Bijlani, Sujata Mehta, Ranjeeta",,,,,Is A 1990 Indian Hindi-Language Action
Chor Pe Mor,1990,https://en.wikipedia.org/wiki/Chor_Pe_Mor,Chor Pe Mor,Kapil Kapoor,"Naseeruddin Shah, Neelam, Sonam",,,,,Or Pe Mor  Is A 1990 Indian Crime Comedy
Deewana Mujh Sa Nahin,1990,https://en.wikipedia.org/wiki/Deewana_Mujh_Sa_Nahin,Deewana Mujh Sa Nahin,Y. Nageshwar Rao,"Aamir Khan, Madhuri Dixit, Jainendra",,,,Vandana Productions,Is A 1990 Indian Romantic Drama
Aashiqui,1990,https://en.wikipedia.org/wiki/Aashiqui,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal",est. ₹30 Lakh,est. ₹5 crore,T-Series Films,,Is A 1990 Indian Musical Romantic Drama
Ajooba,1990,https://en.wikipedia.org/wiki/Ajooba,Ajooba,"Shashi KapoorGennady
Vasilyev","Amitabh Bachchan, Rishi Kapoor, Dimple Kapadia, Sonam, Shammi Kapoor, Dara Singh, Saeed Jaffery, Amrish Puri",,,Aasia Films Pvt. Ltd.Gorky Film Studio,,Is A 1990 Superhero
Kafan,1990,https://en.wikipedia.org/wiki/Kafan,Kafan,Dhirendra Bohra,"Raza Murad, Johnny Lever, Rajesh Vivek, Viju Khote",,,Roop Combine,,Kafan Is A  1990 Hindi Horror
Jeevan Ek Sanghursh,1990,https://en.wikipedia.org/wiki/Jeevan_Ek_Sanghursh,Jeevan Ek Sanghursh,Rahul Rawail,"Raakhee, Anil Kapoor, Madhuri Dixit",,,,Suresh Productions,Is A  1990 Bollywood
Karishma Kali Kaa,1990,https://en.wikipedia.org/wiki/Anita_Raj,Anita Raj,,,,,,,Her Notable
Aaj Ke Shahenshah,1990,https://en.wikipedia.org/wiki/Aaj_Ke_Shahenshah,Aaj Ke Shahenshah,Shibu Mitra,"Jeetendra, Chunky Pandey, Raj Babbar, Kimi Katkar, Sonam",,,,D.S. Films[1],Is A 1990 Hindi-Language Action
Mera Pati Sirf Mera Hai,1990,https://en.wikipedia.org/wiki/Mera_Pati_Sirf_Mera_Hai,Mera Pati Sirf Mera Hai,Manobala,"Jeetendra, Rekha, Radhika",,,,JSK Combines,Is A 1990 Indian Hindi-Language Drama
Aaj Ka Arjun,1990,https://en.wikipedia.org/wiki/Aaj_Ka_Arjun,Aaj Ka Arjun,K. C. Bokadia,"Amitabh Bachchan, Jaya Prada",,,,BMB Productions,Is A 1990 Hindi-Language Crime Drama
Amba,1990,https://en.wikipedia.org/wiki/Amba_(film),Amba,Mohan Kumar,"Anil Kapoor, Meenakshi Seshadri, Shabana Azmi",,,,,Amba Is A 1990 Indian Bollywood
Drishti,1990,https://en.wikipedia.org/wiki/Drishti_(film),Drishti,Govind Nihalani,"Dimple Kapadia, Shekhar Kapur, Irrfan Khan, Mita Vasisht",,,,,Is A 1990 Indian Hindi-Language Drama
Sailaab,1990,https://en.wikipedia.org/wiki/Sailaab_(1990_film),Sailaab,Deepak Balraj Vij,"Aditya Pancholi, Madhuri Dixit, Suresh Oberoi",,,,,Indian Hindi-Language Suspense Thriller
Paap Ki Kamaee,1990,https://en.wikipedia.org/wiki/Paap_Ki_Kamaee,Paap Ki Kamaee,Kawal Sharma,"Mithun Chakraborty, Sangeeta Bijlani, Shilpa Shirodkar, Ektaa Bahl, Prem Chopra",,,,,1990 Indian Hindi-Language Action Crime
Zimmedaaar,1990,https://en.wikipedia.org/wiki/Zimmedaaar,Zimmedaaarजिम्मेदार,,"Rajiv Kapoor, Anita Raj, Kimi Katkar",,,,,Ar Is A 1990 Indian Hindi-Language Drama
Pratibandh,1990,https://en.wikipedia.org/wiki/Pratibandh,Pratibandh,Ravi Raja Pinisetty,"Chiranjeevi, Juhi Chawla, Rami Reddy",,,Geetha Arts,,Atibandh Is A 1990 Hindi-Language Action
Nyay Anyay,1990,https://en.wikipedia.org/wiki/Nyay_Anyay,Nyay Anyay,Lawrence D'Souza,"Jeetendra, Jaya Prada, Sumeet Saigal, Shilpa Shirodkar",,,,Divya Films Combines,Is A 1990 Indian Hindi-Language Action
Jamai Raja,1990,https://en.wikipedia.org/wiki/Jamai_Raja_(film),Jamai Raja,A. Kodandarami Reddy,"Hema Malini, Anil Kapoor, Madhuri Dixit",,,,Vijayalakshmi Art Pictures,Is A 1990 Indian Hindi-Language Masala
Agneekaal,1990,https://en.wikipedia.org/wiki/Agneekaal,Agneekaal,Abbas–Mustan,"Jeetendra, Raj Babbar, Madhavi, Aasif Sheikh, Sonu Walia",,,,Siddharth Pictures,S A 1990 Indian Hindi-Language Political
Nazar,1990,https://en.wikipedia.org/wiki/Aashiqui,Aashiqui,Mahesh Bhatt,"Rahul Roy, Anu Aggarwal",est. ₹30 Lakh,est. ₹5 crore,T-Series Films,,Is A 1990 Indian Musical Romantic Drama
Shiva,1990,https://en.wikipedia.org/wiki/Shiva_(1990_film),Shiva,Ram Gopal Varma,"Nagarjuna, Amala, Raghuvaran, J. D. Chakravarthy",,,,,1990 Indian Hindi-Language Action Drama
Tejaa,1990,https://en.wikipedia.org/wiki/Tejaa,Tejaaतेजा,Ramesh Puri,"Sanjay Dutt, Kimi Katkar",,,,,Tejaa Is An Indian Hindi-Language Action
Bahaar Aane Tak,1990,https://en.wikipedia.org/wiki/Bahaar_Aane_Tak,Bahaar Aane Takबहार आने तक,Tariq Shah[1],"Roopa Ganguly, Moon Moon Sen, Sumeet Saigal, Tariq Shah",,,,,The Cinematographer Of This
Thanedaar,1990,https://en.wikipedia.org/wiki/Thanedaar,Thanedaar,Raj N. Sippy,"Jeetendra, Jaya Prada, Sanjay Dutt, Madhuri Dixit",,,,Shiva Arts International,Is A 1990 Indian Hindi-Language Action
Baaghi: A Rebel for Love,1990,https://en.wikipedia.org/wiki/Baaghi_(1990_film),Baaghi,Deepak Shivdasani,"Salman Khan, Nagma",,est. ₹ 55 million (equivalent to ₹ 540 million or US$6.4 million in 2023) ,,Neha Arts,Romantic Action Drama
Apmaan Ki Aag,1990,https://en.wikipedia.org/wiki/Apmaan_Ki_Aag,Apmaan Ki Aagअपमान की आग,Talukdars,"Govinda, Sonam",,,,,1990 Indian Hindi-Language Action Drama
Ek Doctor Ki Maut,1990,https://en.wikipedia.org/wiki/Ek_Doctor_Ki_Maut,Ek Doctor Ki Maut,Tapan Sinha,"Pankaj Kapur, Shabana Azmi, Anil Chatterjee, Irrfan Khan, Deepa Sahi",,,,,Is A 1990 Indian Hindi-Language Drama
Kishen Kanhaiya,1990,https://en.wikipedia.org/wiki/Kishen_Kanhaiya,Kishen Kanhaiya,Rakesh Roshan,"Anil Kapoor, Shilpa Shirodkar, Madhuri Dixit",,,Film Kraft,,Anhaiya Is An Indian Hindi Action Comedy
Awwal Number,1990,https://en.wikipedia.org/wiki/Awwal_Number,Awwal Number,Dev Anand,"Dev Anand, Aamir Khan, Ekta Sohini, Aditya Pancholi, Neeta Puri",,,,,1990 Indian Hindi-Language Sports Action
Ghar Ho To Aisa,1990,https://en.wikipedia.org/wiki/Ghar_Ho_To_Aisa,Ghar Ho To Aisa,Kalpataru,"Anil Kapoor, Meenakshi Seshadri, Raj Kiran, Deepti Naval",,,,Base Industries Group,Is A 1990 Indian Hindi-Language Drama
Sheshnaag,1990,https://en.wikipedia.org/wiki/Sheshnaag_(film),Sheshnaag,K.R. Reddy,"Jeetendra, Rishi Kapoor, Rekha, Madhavi, Mandakini",,,,AA Films,Is A 1990 Indian Hindi-Language Fantasy
Muqaddar Ka Badshaah,1990,https://en.wikipedia.org/wiki/Muqaddar_Ka_Badshaah,Muqaddar Ka Badshah,T. Rama Rao,"Vinod Khanna, Shabana Azmi, Vijayshanti, Anupam Kher, Kader Khan",,,,Lakshmi Productions,Is A 1990 Hindi-Language
Jawani Zindabad,1990,https://en.wikipedia.org/wiki/Jawani_Zindabad,Jawani Zindabad,Arun Bhatt,"Aamir Khan, Farha Naaz",,,,Prathima Films,Is An Indian Romance
Pyar Ka Devta,1990,https://en.wikipedia.org/wiki/Gunahon_Ka_Devta_(1990_film),Gunahon Ka Devta,Kawal Sharma,"Mithun Chakraborty, Aditya Pancholi, Sangeeta Bijlani, Sujata Mehta, Ranjeeta",,,,,Is A 1990 Indian Hindi-Language Action
Khatarnaak,1990,https://en.wikipedia.org/wiki/Khatarnaak,Khatarnaak,Bharat Rangachary,"Sanjay Dutt, Farah, Anita Raj, Anupam Kher, Kiran Kumar",,,,,Atarnaak Is A 1990 Indian Hindi-Language
Kasam Dhande Ki,1990,https://en.wikipedia.org/wiki/Tun_Tun,Tun Tun,,,,,,,She Had Been Interviewed By
Roti Kee Keemat,1990,https://en.wikipedia.org/wiki/Roti_Ki_Keemat,Roti Kee Keemat,Ramesh Ahuja,"Mithun Chakraborty, Kimi Katkar","₹ 18 million (US$210,000)",,,Rohitasha movies,T Is A 1990 Indian Hindi-Language Action
Veeru Dada,1990,https://en.wikipedia.org/wiki/Veeru_Dada,Veeru Dada,K.R. Reddy,"Dharmendra, Amrita Singh, Aditya Pancholi, Farha Naaz",,,,,Veeru Dada  Is A 1990 Bollywood
Din Dahade,1990,https://en.wikipedia.org/wiki/Din_Dahade,Din Dahade,Yash Chouhan,"Sunil Puri, Kamran Rizvi",,,,,Din Dahade  Is A 1990 Bollywood
Kali Ganga,1990,https://en.wikipedia.org/wiki/Kali_Ganga,Kali Ganga,Raj N. Sippy,"Dimple Kapadia, Govinda, Anuradha Patel, Suresh Oberoi",,,,Ramsay Motion Pictures,Kali Ganga Is A Bollywood Action
Laal Paree,1991,https://en.wikipedia.org/wiki/Laal_Paree,Laal Paree,Hannif Chippa,"Aditya Pancholi, Jahnvi, Javed Jaffrey, Gulshan Grover",,,,Radium Films,Aree Is A 1991 Bollywood Romance Fantasy
Lahu Luhan,1991,https://en.wikipedia.org/wiki/Love_(1991_Indian_film),Love,Suresh Krissna,"Salman Khan, Revathi",,,,,Is A 1991 Indian Hindi-Language Romance
Ghar Parivaar,1991,https://en.wikipedia.org/wiki/Ghar_Parivar,Ghar Parivar,Mohanji Prasad,"Rajesh Khanna, Rishi Kapoor, Moushumi Chatterjee, Meenakshi Seshadri",,,,,Parivar Is A 1991 Indian Hindi-Language
Jigarwala,1991,https://en.wikipedia.org/wiki/Jigarwala,Jigarwala,Swaroop Kumar,"Anil Kapoor, Tina Munim",,,,,Jigarwala Is A 1991 Indian Bollywood
Begunaah,1991,https://en.wikipedia.org/wiki/Begunaah,Begunaah,Anil Suri,"Rajesh Khanna, Farah",,,,A. R. Productions,A 1991 Indian Hindi-Language Crime Drama
Sanam Bewafa,1991,https://en.wikipedia.org/wiki/Sanam_Bewafa,Sanam Bewafa,Saawan Kumar Tak,"Salman Khan, Chandni, Pran, Danny Denzongpa",₹ 90 Lakh,est. ₹ 10.25 crore (equivalent to ₹ 88 crore or US$10 million in 2023) ,Disney IndiaShemaroo EntertainmentTips Industries Limited,Saawan Kumar Tak Productions Pvt Ltd,Is A 1991 Indian Hindi-Language
Khilaaf,1991,https://en.wikipedia.org/wiki/Khilaaf,Khilaafखिलाफ,Rajeev Nagpal,"Chunky Pandey, Madhuri Dixit",,,Raj mediaflix,,Khilaaf Is A 1991 Indian Bollywood
Saugandh,1991,https://en.wikipedia.org/wiki/Saugandh_(1991_film),Saugandh,Raj Sippy,"Akshay Kumar, Shantipriya, Mukesh Khanna",,₹2 crore ,,Tridev Films,Is A 1991 Indian Hindi-Language Action
Mast Kalandar,1991,https://en.wikipedia.org/wiki/Mast_Kalandar,Mast Kalandar,Rahul Rawail,"Shammi Kapoor, Dharmendra, Dimple Kapadia",,,,,Ast Kalandar  Is A 1991 Bollywood Action
Hum,1991,https://en.wikipedia.org/wiki/Hum_(film),Hum,Mukul S. Anand,"Amitabh Bachchan, Rajinikanth, Govinda, Kimi Katkar, Deepa Sahi, Shilpa Shirodkar, Danny Denzongpa, Anupam Kher, Kader Khan",,,,,Action Crime Drama
Vishnu-Devaa,1991,https://en.wikipedia.org/wiki/Vishnu-Devaa,Vishnu-Devaa,K. Pappu,"Sunny Deol, Aditya Pancholi, Neelam, Sangeeta Bijlani",,,,Noorani Films Corporation,S A 1991 Indian Bollywood Romance Action
Yodha,1991,https://en.wikipedia.org/wiki/Yodha_(1991_film),Yodha,Rahul Rawail,"Sunny Deol, Sanjay Dutt, Sangeeta Bijlani, Paresh Rawal, Danny Denzongpa",,,,Cineyug Films,1991 Indian Hindi-Language Action Drama
Patthar Ke Phool,1991,https://en.wikipedia.org/wiki/Patthar_Ke_Phool,Patthar Ke Phool,Anant Balani,"Salman Khan, Raveena Tandon",,,Sippy Films Pvt. Ltd.,,Is A 1991 Indian Hindi-Language Action
Farishtay,1991,https://en.wikipedia.org/wiki/Farishtay,Farishtay,Anil Sharma,"Dharmendra, Vinod Khanna, Rajnikanth, Jaya Prada, Sridevi, Swapna, Sadashiv Amrapurkar, Kulbhushan Kharbanda",₹ 32.7 million ,₹ 48 million (India Nett) ,S. G. S. Films,,1991 Indian Hindi-Language Action Drama
Jaan Ki Kasam,1991,https://en.wikipedia.org/wiki/Jaan_Ki_Kasam,Jaan Ki Kasam,Sushil Malik,"Suresh Oberoi, Archana Puran Singh",,,,,I Kasam Is A 1991 Indian Bollywood Drama
Numbri Aadmi,1991,https://en.wikipedia.org/wiki/Numbri_Aadmi,Numbri Aadmi,Swaroop Kumar,"Mithun Chakraborty, Sangeeta Bijlani, Kimi Katkar, Sonu Walia, Amrish Puri",,,,Mukul International,Is A 1991 Indian Hindi-Language Action
Khoon Ka Karz,1991,https://en.wikipedia.org/wiki/Khoon_Ka_Karz,Khoon Ka Karz,Mukul S. Anand,"Vinod Khanna, Rajinikanth, Sanjay Dutt, Dimple Kapadia, Kimi Katkar, Sangeeta Bijlani",,,,Bhappie Sonie Productions,1991 Indian Hindi-Language Action Crime
Kasba,1991,https://en.wikipedia.org/wiki/Kasba_(film),Kasba,Kumar Shahani,"Navjot Hansra, M. K. Raina, Manohar Singh, Shatrughan Sinha, Mita Vashisht, Raghubir Yadav",,,National Film Development Corporation(NFDC),,Is A 1991 Indian Drama
Fateh,1991,https://en.wikipedia.org/wiki/Fateh_(1991_film),Fateh,Talat Jani,"Sanjay Dutt, Sonam",,,,Prince & Prince International,Is A 1991 Hindi Action Drama
