title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Bheja Fry 2,2011,https://en.wikipedia.org/wiki/Bheja_Fry_2,Bheja Fry 2,Sagar Ballary,"Vinay Pathak, Kay Kay Menon, Rukhsaar Rehman, Minisha Lamba, Suresh Menon, Amol Gupte, Kishwer Merchant",,,Watchtower Pictures,Reliance MediaWorks Ltd,Is An Indian Comedy
Always Kabhi Kabhi,2011,https://en.wikipedia.org/wiki/Always_Kabhi_Kabhi,Always Kabhi Kabhi,Roshan Abbas,"Ali Fazal, Giselli Monteiro, Zoa Morani, Harsh Nagar, Satyajeet Dubey",,,Eros Entertainment,Red Chillies Entertainment,Is A 2011 Indian Romantic Comedy
Bin Bulaye Baraati,2011,https://en.wikipedia.org/wiki/Bin_Bulaye_Baraati,Bin Bulaye Baraati,Chandrakant Singh,"Aftab Shivdasani, Priyanka Kothari, Rajpal Yadav, Sanjay Mishra, Om Puri, Vijay Raaz",,,Dhanraj Films,,E Baraati Is A 2011 Indian Action Comedy
Cycle Kick,2011,https://en.wikipedia.org/wiki/Cycle_Kick,Cycle Kick,Shashi Sudigala,"Tom Alter, Nishan, Sunny Hinduja",,,,Mukta Searchlight Films,2011 Indian Hindi-Language Sports Drama
Double Dhamaal,2011,https://en.wikipedia.org/wiki/Double_Dhamaal,Double Dhamaal,Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Mallika Sherawat, Kangana Ranaut",,₹ 70.54 crore ,Reliance Entertainment,Maruti Pictures,Is A 2011 Indian Hindi-Language Comedy
Bbuddah... Hoga Terra Baap,2011,https://en.wikipedia.org/wiki/Bbuddah..._Hoga_Terra_Baap,Bbuddah... Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Sonu Sood, Prakash Raj, Sonal Chauhan, Charmy Kaur, Rajeev Verma, Subbaraju, Makrand Deshpande",,,Viacom 18 Motion Pictures,,2011 Indian Hindi-Language Action Comedy
Murder 2,2011,https://en.wikipedia.org/wiki/Murder_2,Murder 2,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez",₹ 13 crore (equivalent to ₹ 27 crore or US$3.2 million in 2023) ,₹ 67.84 crore (equivalent to ₹ 140 crore or US$17 million in 2023) ,Wave Cinemas (India)Eros International(overseas),Vishesh Films,Is A 2011 Indian Hindi-Language Thriller
Chillar Party,2011,https://en.wikipedia.org/wiki/Chillar_Party,Chillar Party,Vikas BahlNitesh Tiwari,"Shriya Sharma, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Shashank Shende",,,UTV Motion Pictures,,2011 Indian Hindi-Language Family Comedy
Zindagi Na Milegi Dobara,2011,https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, Kalki Koechlin",₹ 45 crore ,₹ 153 crore ,Eros International,Excel Entertainment,Indian Hindi-Language Road Comedy Drama
5ters: Castle of Dark Master,2011,https://en.wikipedia.org/wiki/Avinash_Yelandur,Avinash Yelandur,,,,,,,Pears Predominantly In Kannada And Tamil
Singham,2011,https://en.wikipedia.org/wiki/Singham,Singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj",₹40 crore ,est. ₹ 157.89 crore ,Reliance Entertainment,,M Is A 2011 Indian Hindi-Language Action
