title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Chakkar Pe Chakkar,1977,https://en.wikipedia.org/wiki/Chakkar_Pe_Chakkar,Chakkar Pe Chakkar,Ashok Roy,"Shashi Kapoor, Rekha, Pran, Amjad Khan",,,,,Kkar Is A 1977 Bollywood Romantic Comedy
Jeevan Mukt,1977,https://en.wikipedia.org/wiki/Jeevan_Mukt,Jeevan Mukt,Sudhendu Roy,"Girish Karnad, Laxmi, Parikshat Sahni, Vidya Sinha, Suresh Oberoi",,,,,Is A 1977 Bollywood Drama
Agar... If,1977,https://en.wikipedia.org/wiki/Agar..._If,Agar ... If,Esmayeel Shroff,"Amol Palekar, Zarina Wahab, Kader Khan",,,Soham Rockstar Entertainment,Shreekala Arts,If Is A 1977 Bollywood Crime Thriller
Aakhri Sajda,1977,https://en.wikipedia.org/wiki/Aakhri_Sajda,Aakhri Sajda,Sageer Mukhtar,,,,Bombay Talkies,,Is A 1977 Bollywood Drama
Mandir Masjid,1977,https://en.wikipedia.org/wiki/Narendra_Chanchal,Narendra Chanchal,,,,,,,Chanchal Had Also Sung Songs In Hindi
Prayashchit,1977,https://en.wikipedia.org/wiki/Ramesh_Deo,Ramesh Deo,,,,,,,Was An Indian
Daku Aur Mahatma,1977,https://en.wikipedia.org/wiki/Daku_Aur_Mahatma,Daku Aur Mahatma,Ravikant Nagaich,,,,,,U Aur Mahatma Is A 1977 Bollywood Action
Ladki Jawan Ho Gayi,1977,https://en.wikipedia.org/wiki/Ladki_Jawan_Ho_Gayi,Ladki Jawan Ho Gayi,Anand Dasani,,,,,,Ladki Jawan Ho Gayi Is A 1977 Bollywood
Rahu Ketu,1978,https://en.wikipedia.org/wiki/Rahu_Ketu,Rahu Ketu,B. R. Ishara,"Shashi Kapoor, Rekha, Premnath, Pran, Bindu, Aruna Irani",,,,,Rahu Ketu Is A 1978 Bollywood Action
Tyaag Patra,1978,https://en.wikipedia.org/wiki/Partap_Sharma,Partap Sharma,,,,,,,Actor And Documentary
Nazrana,1978,https://en.wikipedia.org/wiki/Des_Pardes_(1978_film),Des Pardes,Dev Anand,"Dev Anand, Tina Munim, Mehmood, Pran, Ajit Khan, Amjad Khan, Prem Chopra",,,,,Is A 1978 Hindi Drama
Vishwanath,1978,https://en.wikipedia.org/wiki/Vishwanath_(1978_film),Vishwanath,Subhash Ghai,"Shatrughan Sinha, Reena Roy",,,,Ramayana Chitra[1],H Is A 1978 Indian Hindi-Language Action
Darwaza,1978,https://en.wikipedia.org/wiki/Darwaza,Darwaza,Shyam RamsayTulsi Ramsay,"Anil Dhawan, Satyendra Kapoor, Rakesh Pandey, Anju Mahendru, Shakti Kapoor, Trilok Kapoor",,,,,Is A 1978 Bollywood Horror
Nasbandi,1978,https://en.wikipedia.org/wiki/Nasbandi,Nasbandi,I. S. Johar,"Anitav Bachan (Fokrul), Kanauj Kuma, Shahi Kapoor, Rakesh Khanna",,,,,Nasbandi Is A 1978 Bollywood Satirical
Hungama Bombay Ishtyle,1978,https://en.wikipedia.org/wiki/Hungama_Bombay_Ishtyle,Hungama Bombay Ishtyle,Siraj Ayesha Sayani,"Amrish Puri, Naseeruddin Shah, Mohan Agashe, Pearl Padamsee",,,,,78 Indian Hindi-Language Black And White
Ghar,1978,https://en.wikipedia.org/wiki/Ghar_(1978_film),Ghar (1978),Manik Chatterjee,"Vinod Mehra, Rekha",,,N. N. Sippy ProductionsEros Entertainment,,Is An Indian Hindi-Language
Ganga Ki Saugand,1978,https://en.wikipedia.org/wiki/Ganga_Ki_Saugandh,Ganga Ki Saugandh,Sultan Ahmed,"Amitabh Bachchan, Rekha, Amjad Khan, Bindu",,₹5.5 crores (equivalent to ₹128 crores or US$16.5 million in 2021) ,Sultan ProductionsPolydor,,Dh Is A 1978 Hindi-Language Action Drama
Mera Rakshak,1978,https://en.wikipedia.org/wiki/Mera_Rakshak,Mera Rakshak,R. Thyagarajan,"Mithun Chakraborty, Rameshwari, Rakesh Pandey, Abhi Bhattacharya, Gayathri, Jayamalini, Shriram Lagoo, Ram Govind",,,Devar Films,Devar Films,Is A 1978 Indian Hindi-Language
Naya Daur,1978,https://en.wikipedia.org/wiki/Naya_Daur_(1978_film),Naya Daur,Mahesh Bhatt,"Rishi Kapoor, Bhavana Bhatt, Danny Denzongpa, Farida Jalal",,,,,Naya Daur Is A 1978 Bollywood Drama
Aakhri Daku,1978,https://en.wikipedia.org/wiki/Aakhri_Daku,Aakhri Daku,Prakash Mehra,"Randhir Kapoor, Vinod Khanna, Rekha, Reena Roy",,,,,The
Tumhari Kassam,1978,https://en.wikipedia.org/wiki/Tumhari_Kasam,Tumhari Kasam,Ravi Chopra,"Jeetendra, Moushmi Chatterjee",,,,Associated Films & Finance Corporation,Is A 1978 Indian Hindi-Language Drama
Phaansi,1978,https://en.wikipedia.org/wiki/Phaansi,Phaansi,Harmesh Malhotra,"Shashi Kapoor, Sulakshana Pandit, Pran, Ranjeet, Jeevan",,,,,The
Badaltey Rishtey,1978,https://en.wikipedia.org/wiki/Badalte_Rishtey,Badalte Rishtey,R. Jhalani,"Jeetendra, Rishi Kapoor, Reena Roy",,,"Ultra Distributors(2006, India, Video)",Vijayashree Pictures,Is A 1978  Bollywood Drama
Satyam Shivam Sundaram: Love Sublime,1978,https://en.wikipedia.org/wiki/Satyam_Shivam_Sundaram,Satyam Shivam Sundaram,Raj Kapoor,"Shashi Kapoor, Zeenat Aman",,,Shemaroo Video Pvt. Ltd.,R. K. Studio,978 Indian Hindi-Language Romantic Drama
Ankhiyon Ke Jharokhon Se,1978,https://en.wikipedia.org/wiki/Ankhiyon_Ke_Jharokhon_Se,Ankhiyon Ke Jharokhon Se,Hiren Nag,"Ranjeeta Kaur, Sachin, Madan Puri, Iftekhar, Urmila Bhatt, Harindranath Chattopadhyay",,,Rajshri Productions,Rajshri Productions,Se Is A 1978 Indian Hindi-Language Drama
Besharam,1978,https://en.wikipedia.org/wiki/Besharam_(1978_film),Besharam,Deven Verma,"Amitabh Bachchan, Sharmila Tagore, Amjad Khan, Deven Verma",,,,,Is A 1978 Hindi Drama/Thriller
Kasme Vaade,1978,https://en.wikipedia.org/wiki/Kasme_Vaade,Kasme Vaade,Ramesh Behl,"Amitabh Bachchan, Raakhee, Randhir Kapoor, Neetu Singh, Amjad Khan",,₹4.7 crores (equivalent to ₹97 crores or US$13.6 million in 2019) ,,,Is A 1978 Hindi-Language Action Drama
Bhola Bhala,1978,https://en.wikipedia.org/wiki/Bhola_Bhala,Bhola Bhala,Satpal,"Moushumi Chatterjee, Rekha, Rajesh Khanna",,,,,Is A 1978 Bollywood Action
Trishul,1978,https://en.wikipedia.org/wiki/Trishul_(film),Trishul,Yash Chopra,"Shashi Kapoor, Sanjeev Kumar, Amitabh Bachchan, Hema Malini, Raakhee, Poonam Dhillon, Sachin",est. ₹ 8.8 million ,est. ₹ 110 million ,Yash Raj FilmsTrimurti Films,Trimurti Films,1978 Indian Hindi-Language Action Drama
Arvind Desai Ki Ajeeb Dastaan,1978,https://en.wikipedia.org/wiki/Arvind_Desai_Ki_Ajeeb_Dastaan,Arvind Desai Ki Ajeeb Dastaan,Saeed Akhtar Mirza,"Dilip Dhawan, Anjali Paigankar, Shriram Lagoo, Om Puri, Sulabha Deshpande, Rohini Hattangadi",,,,,I Ajeeb Dastaan Is A 1978 Hindi Language
Don,1978,https://en.wikipedia.org/wiki/Don_(1978_film),Don,Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran",est. ₹7 million ,est. ₹70 million ,,Nariman Films,78 Indian Hindi-Language Action Thriller
Anjane Mein,1978,https://en.wikipedia.org/wiki/Anjane_Mein,Anjane Mein,Samir Ganguly,"Rishi Kapoor, Neetu Singh",,,,,Mein Is A 1978 Bollywood Romantic Drama
Naukri,1978,https://en.wikipedia.org/wiki/Naukri,Naukri,Hrishikesh Mukherjee,"Raj Kapoor, Rajesh Khanna",,,,,Is A 1978 Bollywood
Damaad,1978,https://en.wikipedia.org/wiki/Damaad,Damaad,Rajat Rakshit,"Amol Palekar, Ranjeeta",,,,,Damaad Is A 1978 Bollywood Comedy
Do Musafir,1978,https://en.wikipedia.org/wiki/Do_Musafir,Do Musafir,Devendra Goel,"Ashok Kumar, Shashi Kapoor, Rekha, Prem Chopra, Pran",,,,,Do Musafir Is A 1978 Bollywood
Azaad,1978,https://en.wikipedia.org/wiki/Azaad_(1978_film),Azaad,Pramod Chakravorty,"Dharmendra, Hema Malini, Ajit, Prem Chopra, Keshto Mukherjee",,,Pramod Films,,Zaad Is A 1978 Bollywood Action Thriller
Des Pardes,1978,https://en.wikipedia.org/wiki/Des_Pardes_(1978_film),Des Pardes,Dev Anand,"Dev Anand, Tina Munim, Mehmood, Pran, Ajit Khan, Amjad Khan, Prem Chopra",,,,,Is A 1978 Hindi Drama
Pati Patni Aur Woh,1978,https://en.wikipedia.org/wiki/Pati_Patni_Aur_Woh_(1978_film),Pati Patni Aur Woh,B. R. Chopra,"Sanjeev Kumar, Vidya Sinha, Ranjeeta",,,,,Is A 1978 Hindi Romantic Comedy
Phandebaaz,1978,https://en.wikipedia.org/wiki/Phandebaaz,Phandebaaz,Samir Ganguly,"Dharmendra, Moushumi Chatterjee, Prem Chopra",,,,,A 1978 Bollywood Action Comedy Romantic
Trishna,1978,https://en.wikipedia.org/wiki/Trishna_(1978_film),Trishna,Anil Ganguly,"Shashi Kapoor, Sanjeev Kumar, Raakhee",,,Sippy Films,,Trishna Is A 1978 Indian Hindi
Main Tulsi Tere Aangan Ki,1978,https://en.wikipedia.org/wiki/Main_Tulsi_Tere_Aangan_Ki,Main Tulsi Tere Aangan Ki,Raj Khosla,"Nutan, Vinod Khanna, Asha Parekh, Vijay Anand, Deb Mukherjee",,,Raj Khosla Films,,Si Tere Aangan Ki Is A 1978 Indian Drama
Apna Khoon,1978,https://en.wikipedia.org/wiki/Apna_Khoon,Apna Khoon,Babbar Subhash,"Ashok Kumar, Shashi Kapoor, Hema Malini, Pran",,,Kapoor Films International,,1978 Indian Hindi-Language Action Comedy
College Girl,1978,https://en.wikipedia.org/wiki/College_Girl_(1978_film),College Girl,S. D. Narang,"Sachin, Bindiya Goswami, Bhagwan",,,,,The
Dil Aur Deewaar,1978,https://en.wikipedia.org/wiki/Dil_Aur_Deewaar,Dil Aur Deewaar,K. Bapaiah,"Jeetendra, Moushumi Chatterjee",,,,Vijaya &Suresh ProductionsCombines,Is A 1978 Indian Hindi-Language Drama
Priyatama,1978,https://en.wikipedia.org/wiki/Mahasweta_Ray,Mahashweta Ray,,,,,,,Nality Who Is Known For Her Work In Odia
Muqaddar Ka Sikandar,1978,https://en.wikipedia.org/wiki/Muqaddar_Ka_Sikandar,Muqaddar Ka Sikandar,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Raakhee, Rekha, Ranjeet, Amjad Khan",₹ est. 10 million ,₹ est. 26.9 Crore ,Prakash Mehra Productions,,Is A 1978 Indian  Action Crime Drama
Devata,1978,https://en.wikipedia.org/wiki/Devata_(1978_film),Devata,S. Ramanathan,"Sanjeev Kumar, Shabana Azmi, Rakesh Roshan, Danny Denzongpa",,,Prithiva Pictures,,Devata Is A 1978 Indian Hindi-Language
Chor Ke Ghar Chor,1978,https://en.wikipedia.org/wiki/Chor_Ke_Ghar_Chor,Chor Ke Ghar Chor,Vijay Sadanah,"Ashok Kumar, Randhir Kapoor, Zeenat Aman, Pran",,,,,Har Chor Is A 1978 Indian Hindi-Language
Bhookh,1978,https://en.wikipedia.org/wiki/Bhookh_(1978_film),Bhookh,"H. Dinesh, Ramesh Puri","Shatrughan Sinha, Reena Roy",,,,,Bollywood Action
Safed Jhoot,1978,https://en.wikipedia.org/wiki/Mithu_Mukherjee_(actress),Mithu Mukherjee,,,,,,,She Made Her Debut In A 1971 Bengali
Swarg Narak,1978,https://en.wikipedia.org/wiki/Swarg_Narak,Swarg Narak,Dasari Narayana Rao,"Sanjeev Kumar, Jeetendra, Vinod Mehra, Moushumi Chatterjee, Shabana Azmi",,,,Vijaya Productions,Is A 1978 Indian Hindi-Language Drama
Gaman,1978,https://en.wikipedia.org/wiki/Gaman,Gaman,Muzaffar Ali,"Farooq Shaikh, Smita Patil, Gita Siddharth",,,Integrated Films,,Is A Hindi
