title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Anand,1971,https://en.wikipedia.org/wiki/Anand_(1971_film),Anand,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Sumita Sanyal, Ramesh Deo",,₹ 1.7 crore (equivalent to ₹ 81 crore or US$9.6 million in 2023) ,Digital EntertainmentShemaroo Video Pvt. Ltd.,,Is A 1971 Indian Hindi-Language Drama
Upaasna,1971,https://en.wikipedia.org/wiki/Upaasna,Upaasna,Mohan,"Sanjay Khan, Mumtaz, Feroz Khan",,,Mohan Films Pvt.Ltd,,Is A 1971 Bollywood Drama
Lakhon Me Ek,1971,https://en.wikipedia.org/wiki/Lakhon_Me_Ek,Lakhon Me Ek,S. S. Balan,"Mehmood, Radha Saluja, Pran, Aruna Irani",,,,Gemini Studios,The
Main Sunder Hoon,1971,https://en.wikipedia.org/wiki/Main_Sundar_Hoon,Main Sundar Hoon,Krishnan–Panju,"Mehmood, Biswajeet, Leena Chandavarkar",,,AVM Productions,,Is A 1971 Indian Hindi-Language Drama
Adhikar,1971,https://en.wikipedia.org/wiki/Adhikar_(1971_film),Adhikar,S. M. Sagar,"Ashok Kumar, Nanda, Deb Mukherjee, Nazima, Pran",,,,,Ar Is A 1971 Indian Hindi-Language Drama
Andaz,1971,https://en.wikipedia.org/wiki/Andaz_(1971_film),Andaz,Ramesh Sippy,"Shammi Kapoor, Hema Malini, Rajesh Khanna, Simi Garewal",,4 crore,"Sippy Films,Rajshri Productions",,S A 1971 Indian Bollywood Romantic Drama
Haathi Mere Saathi,1971,https://en.wikipedia.org/wiki/Haathi_Mere_Saathi_(1971_film),Haathi Mere Saathi,M. A. Thirumugam,"Rajesh Khanna, Tanuja, Madan Puri, Sujit Kumar, K. N. Singh",,,Devar Films,Devar Films,Is A 1971 Indian Hindi-Language Drama
Tere Mere Sapne,1971,https://en.wikipedia.org/wiki/The_Citadel_(novel),,,,,,,,The Novel Was Made Into A 1938
Pyar Ki Kahani,1971,https://en.wikipedia.org/wiki/Pyar_Ki_Kahani,Pyar Ki Kahani,Ravikant Nagaich,"Amitabh Bachchan, Tanuja",,,,,971 Indian Hindi-Language Romantic Drama
Jaane-Anjaane,1971,https://en.wikipedia.org/wiki/Jaane-Anjaane,Jaane-Anjaane (1971 Film),Shakti Samanta,"Shammi Kapoor, Vinod Khanna, Leena Chandavarkar, Sandhya Roy, Sulochana Latkar",,,,,Is A 1971 Bollywood Drama
Elaan,1971,https://en.wikipedia.org/wiki/Elaan_(1971_film),Elaan,K. Ramanlal,"Vinod Khanna, Rekha, Vinod Mehra, Madan Puri",,,,,Laan Is A 1971 Bollywood Sci-Fi Thriller
Chhoti Bahu,1971,https://en.wikipedia.org/wiki/Chhoti_Bahu,Chotti Bahu,K. B. Tilak,"Sharmila Tagore, Rajesh Khanna, Nirupa Roy",,,,,Chhoti Bahu Is A 1971 Hindi Drama
Mela,1971,https://en.wikipedia.org/wiki/Feroz_Khan_(actor),Feroz Khan,,,,,,,He Appeared In Over 60
Kal Aaj Aur Kal,1971,https://en.wikipedia.org/wiki/Kal_Aaj_Aur_Kal,Kal Aaj Aur Kal,Randhir Kapoor,"Prithviraj Kapoor, Raj Kapoor, Randhir Kapoor, Babita",,,Shemaroo (DVD),,Is A 1971 Indian Hindi-Language
Aap Aye Bahaar Ayee,1971,https://en.wikipedia.org/wiki/Aap_Aye_Bahaar_Ayee,Aap Aye Bahar Ayee,Mohan Kumar,"Rajendra Kumar, Sadhana, Prem Chopra",,,,,Is A 1971 Bollywood
Parwana,1971,https://en.wikipedia.org/wiki/Parwana_(1971_film),Parwana,Jyoti Swaroop,"Amitabh Bachchan, Navin Nischol, Yogeeta Bali, Om Prakash",,,,,Psychological Thriller
Reshma Aur Shera,1971,https://en.wikipedia.org/wiki/Reshma_Aur_Shera,Reshma Aur Shera,Sunil Dutt,"Waheeda Rehman, Sunil Dutt, Amitabh Bachchan, Raakhee, Vinod Khanna",,,,Ajanta Arts,Is A 1971 Hindi Crime Drama
Preetam,1971,https://en.wikipedia.org/wiki/Preetam,Preetam,Bhappi Sonie,"Shammi Kapoor, Leena Chandavarkar",,,,,Preetam  Is A 1971 Bollywood Romance
Rakhwala,1971,https://en.wikipedia.org/wiki/Rakhwala_(1971_film),Rakhwala,Adurthi Subba Rao,"Dharmendra, Leena Chandavarkar, Vinod Khanna",,,,,71 Indian Hindi-Language Action Thriller
Nadaan,1971,https://en.wikipedia.org/wiki/Nadaan_(1971_film),Nadaan,Deven Verma,"Asha Parekh, Madan Puri, Navin Nischal",,,,,Is A 1971 Bollywood Drama
Do Boond Pani,1971,https://en.wikipedia.org/wiki/Do_Boond_Pani,Do Poond Pani,Khwaja Ahmad Abbas,"Simi Garewal, ,, Jalal Agha, ,, Kiran Kumar, ,, Madhu Chanda",,,,Naya Sansar,Is A 1971 Hindi Social Drama
Kathputli,1971,https://en.wikipedia.org/wiki/Kathputli_(1971_film),Kathputli,Brij,"Jeetendra, Mumtaz",,,,Dynamo International[1],Is A 1971 Hindi-Language Romance
Mere Apne,1971,https://en.wikipedia.org/wiki/Mere_Apne,Mere Apne,Gulzar,"Meena Kumari, Vinod Khanna, Shatrughan Sinha",,₹ 1.7 crore ,,,Is A 1971 Indian Hindi-Language
Hungama,1971,https://en.wikipedia.org/wiki/Hungama_(1971_film),Hungama,S. M. Abbas,"Kishore Kumar, Vinod Khanna, Zeenat Aman",,,,,Hungama Is A 1971 Bollywood Comedy
Anubhav,1971,https://en.wikipedia.org/wiki/Anubhav_(1971_film),Anubhav,Basu Bhattacharya,"Sanjeev Kumar, Tanuja, Dinesh Thakur, A. K. Hangal",,,,,Is A 1971 Hindi-Language
Badnam Farishte,1971,https://en.wikipedia.org/wiki/Badnam_Farishte,Badnam Farishte,Qamar Narvi,"Rajesh Khanna, Sharmila Tagore, Yash Tandon, B. N. Sharma, Sona, Bharat Kapoor, Pinchoo Kapoor",,,,,Is A 1971 Bollywood Court Drama
Do Raha,1971,https://en.wikipedia.org/wiki/Do_Raha,Do Raha,Firoze Chinoy,"Anil Dhawan, Radha Saluja, Shatrughan Sinha",,,,,Is A 1971 Hindi-Language Erotic Drama
Haré Rama Haré Krishna,1971,https://en.wikipedia.org/wiki/Haré_Rama_Haré_Krishna,Haré Rama Haré Krishna,Dev Anand,"Dev Anand, Zeenat Aman, Mumtaz",,,,,É Krishna Is A 1971 Indian Musical Drama
Mera Gaon Mera Desh,1971,https://en.wikipedia.org/wiki/Mera_Gaon_Mera_Desh,Mera Gaon Mera Desh,Raj Khosla,"Dharmendra, Asha Parekh, Vinod Khanna",,6 crore,Khosla Enterprises,Khosla Enterprises,Is A 1971 Indian Action Drama
Dushmun,1971,https://en.wikipedia.org/wiki/Dushmun,Dushmun,Dulal Guha,"Rajesh Khanna, Meena Kumari, Mumtaz",,5.5 crore,,Suchitra Productions,Is A 1972 Indian Hindi-Language
Caravan,1971,https://en.wikipedia.org/wiki/Caravan_(1971_film),Caravan,Nasir Hussain,"Jeetendra, Asha Parekh",,"3.6 crore, re-release collection est. ₹ 353 million ( $ 44 million )",Sky Entertainment (DVD since 2002),,971 Indian Hindi-Language Crime Thriller
Uphaar,1971,https://en.wikipedia.org/wiki/Uphaar,Uphaar,Sudhendu Roy,"Jaya Bhaduri, Kamini Kaushal",,,,,Uphaar Is A 1971 Hindi
Lal Patthar,1971,https://en.wikipedia.org/wiki/Lal_Patthar,Lal Patthar,Sushil Majumdar,"Raaj Kumar, Hema Malini, Raakhee, Vinod Mehra",,,,,Ar Is A 1971 Indian Hindi-Language Drama
Naya Zamana,1971,https://en.wikipedia.org/wiki/Naya_Zamana,Naya Zamana,Pramod Chakravorty,"Dharmendra, Hema Malini, Ashok Kumar",,,,,Is A 1971 Indian Hindi-Language
Paraya Dhan,1971,https://en.wikipedia.org/wiki/Paraya_Dhan,Paraya Dhan,Rajendra Bhatia,"Balraj Sahni, Rakesh Roshan, Hema Malini",,,,,Is A 1971 Indian Hindi-Language Drama
Sharmeelee,1971,https://en.wikipedia.org/wiki/Sharmeelee,Sharmeelee,Samir Ganguly,"Shashi Kapoor, Raakhee",,₹ 2.6 crore (equivalent to ₹ 124 crore or US$15 million in 2023) (Nett.) ,,,Is A 1971 Indian Hindi-Language Romantic
Gambler,1971,https://en.wikipedia.org/wiki/Gambler_(film),Gambler,Amarjeet,"Dev Anand, Shatrughan Sinha, Zaheeda, Zaheera",,,,,971 Indian Hindi-Language Crime Thriller
Balidaan,1971,https://en.wikipedia.org/wiki/Balidaan_(1971_film),Balidaan (1971 film),Ravi Tandon,"Manoj Kumar, Saira Banu, Dev Kumar",,,Varma Films Enterprises,Varma Films Enterprises,Balidaan  Is A 1971 Bollywood Drama
Hulchul,1971,https://en.wikipedia.org/wiki/Hulchul_(1971_film),Hulchul,O. P. Ralhan,"O. P. Ralhan,, Prem Chopra, ,, Helen, and, Madan Puri",,,,,71 Indian Hindi-Language Comedy Thriller
Maryada,1971,https://en.wikipedia.org/wiki/Maryada_(1971_film),Maryada,Arabind Sen,"Mala Sinha, Raaj Kumar, Rajesh Khanna, Pran",,4.5 crore,Lalit Kala Mandir,Lalit Kala Mandir,Is A 1971 Indian Hindi-Language Tragedy
Badnam Basti,1971,https://en.wikipedia.org/wiki/Badnam_Basti,Badnam Basti,Prem Kapoor,"Nitin Sethi, Amar Kakkad and Nandita Thakur","₹ 250,000",,,,Is A 1971 Bollywood Drama
Shri Krishna Leela,1971,https://en.wikipedia.org/wiki/Shri_Krishna_Leela,Shri Krishna Leela,Homi Wadia,"Sachin, Hina, Jayshree Gadkar, Sapru",,,,Basant Pictures,Krishna Leela Is A 1971 Hindi Religious
Jawan Muhabat,1971,https://en.wikipedia.org/wiki/Jawan_Mohabbat,Jawan Muhabat,Bhappi Sonie,"Shammi Kapoor, Asha Parekh",,,,,Awan Muhabat Is A 1971 Bollywood Romance
Door Ka Raahi,1971,https://en.wikipedia.org/wiki/Door_Ka_Raahi,Door Ka Raahi,Kishore Kumar,"Tanuja, Kishore Kumar, Ashok Kumar",,,,,Hi Is A 1971 Indian Hindi-Language Drama
Tulsi Vivah,1971,https://en.wikipedia.org/wiki/Tulsi_Vivah_(film),Tulsi Vivah,Chandrakant,"Jayshree Gadkar, Anita Guha",,,,,Is A 1971 Bollywood Fantasy Drama
Ek Nari Ek Brahmachari,1971,https://en.wikipedia.org/wiki/Ek_Nari_Ek_Brahmachari,Ek Nari Ek Brahmachari,K. Pratyagatma,"Jeetendra, Mumtaz",,,,Jothee Navshakthee Combines,Is A 1971 Indian Hindi-Language Comedy
Banphool,1971,https://en.wikipedia.org/wiki/Banphool,Banphool,Vijay Bhatt,"Jeetendra, Babita, Shatrughan Sinha",,,,Filmlands,Is A 1971 Indian Hindi-Language Romance
Hum Tum Aur Woh,1971,https://en.wikipedia.org/wiki/Hum_Tum_Aur_Woh_(1971_film),Hum Tum Aur Woh,Shiv Kumar,"Vinod Khanna, Bharathi",,,,,Um Tum Aur Woh Is A 1971 Bollywood Drama
Man Mandir,1971,https://en.wikipedia.org/wiki/Man_Mandir,Man Mandir,Tapi Chanakya,"Sanjeev Kumar, ,, Waheeda Rehman",,,,,Man Mandir Is A 1971 Bollywood Drama
Buddha Mil Gaya,1971,https://en.wikipedia.org/wiki/Buddha_Mil_Gaya,Buddha Mil Gaya,Hrishikesh Mukherjee,"Om Prakash, Navin Nischol, Deven Verma, Archana",,,,,The
Paras,1971,https://en.wikipedia.org/wiki/Paras_(1971_film),Paras,C.P Dixit,"Sanjeev Kumar, Raakhee, Mehmood, Farida Jalal, Shatrughan Sinha",,,,,As Is A 1971 Indian Hindi-Language Drama
Bikhare Moti,1971,https://en.wikipedia.org/wiki/Bikhre_Moti,Bikhre Moti,Tapi Chanakya,"Jeetendra, Babita",,,,Gita Shree Films,Is A 1971 Indian Hindi-Language Drama
Memsaab,1971,https://en.wikipedia.org/wiki/Memsaab_(film),Memsaab,Atma Ram,"Vinod Khanna, ,, Yogeeta Bali",,,,,Is A 1971 Bollywood Drama
Preet Ki Dori,1971,https://en.wikipedia.org/wiki/Preet_Ki_Dori,Preet Ki Dori,Satish Kumar,"Parikshit Sahni, Tanuja",,,,,Preet Ki Dori Is A 1971 Bollywood Drama
Patanga,1971,https://en.wikipedia.org/wiki/Patanga_(1971_film),Patanga,Kedar Kapoor,"Shashi Kapoor, Vimi",,,,,Is A 1971 Indian Hindi-Language Drama
Ganga Tera Pani Amrit,1971,https://en.wikipedia.org/wiki/Ganga_Tera_Pani_Amrit,Ganga Tera Pani Amrit,,"Navin Nischol, Yogeeta Bali, Rehman, Pran, Nirupa Roy, Ashok Kumar",,,,,Is A 1971 Bollywood Drama
Johar Mehmood in Hong Kong,1971,https://en.wikipedia.org/wiki/Johar_Mehmood_in_Hong_Kong,Johar Mehmood in Hong Kong,S.A. Akbar,"Mehmood, Sonia Sahni, I. S. Johar, Aruna Irani",,,,,In Hong Kong Is A 1971 Bollywood Comedy
Dost Aur Dushman,1971,https://en.wikipedia.org/wiki/Dost_Aur_Dushman,Dost Aur Dushman,Chand,"Vinod Khanna, Tabassum, Rekha, Jayshree T.",,,Shiv Paras Production,,Is A 1971 Bollywood Action
Saaz Aur Sanam,1971,https://en.wikipedia.org/wiki/Saaz_Aur_Sanam,Saaz Aur Sanam,J.B.H. Wadia,"Rekha, and, Premendra",,,,,Z Aur Sanam  Is A 1971 Bollywood Romance
Parde Ke Peechey,1971,https://en.wikipedia.org/wiki/Parde_Ke_Peechey,Parde Ke Peechey,K. Shankar,"Yogeeta Bali, Vinod Mehra, Bindu",,,,,Is A 1971 Bollywood Drama
Kahani Har Zamane Ki,1971,https://en.wikipedia.org/wiki/Sukhwinder_Singh,Sukhwinder Singh,,,,,,,In The
Albela,1971,https://en.wikipedia.org/wiki/Albela_(1971_film),Albela,A. Shamsher,"Mehmood, Aruna Irani",,,Everest Entertainment Pvt. Ltd.,,Albela   Is A Bollywood
Kabhi Dhoop Kabhi Chhaon,1971,https://en.wikipedia.org/wiki/Kabhi_Dhoop_Kabhi_Chhaon,Kabhi Dhoop Kabhi Chhaon,Chandrakant Gaur,"Dara Singh, Ameeta",,,,,P Kabhi Chhaon Is A 1971 Bollywood Drama
Chori Chori,1972,https://en.wikipedia.org/wiki/Sulochana_Chavan,Sulochana Chavan,,,,,,,Both From
Rivaaj,1972,https://en.wikipedia.org/wiki/Rivaaj,Rivaaj,T. Prakash Rao,"Sanjeev Kumar, Farida Jalal, Mala Sinha",,,,,Is A 1972 Hindi-Language Drama
Amar Prem,1972,https://en.wikipedia.org/wiki/Amar_Prem,Amar Prem,Shakti Samanta,"Sharmila Tagore, Rajesh Khanna",,,,Shakti Films,Is A 1972 Indian Hindi Romantic Drama
Ek Hasina Do Diwane,1972,https://en.wikipedia.org/wiki/Ek_Hasina_Do_Diwane,Ek Hasina Do Diwane,S. M. Abbas,"Jeetendra, Babita, Vinod Khanna",,,,R. G. Films,Is A 1972 Hindi-Language Romance
