title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
ABCD (Any Body Can Dance),2013,https://en.wikipedia.org/wiki/ABCD:_Any_Body_Can_Dance,ABCD: Any Body Can Dance,Remo D'Souza,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Punit Pathak, Dharmesh Yelande, Salman Yusuff Khan",₹ 12–42 crore ,,UTV Motion Pictures,UTV Spotboy,A 2013 Indian Hindi-Language Dance Drama
Kai po che!,2013,https://en.wikipedia.org/wiki/Kai_Po_Che!,Kai Po Che!,Abhishek Kapoor,"Rajkummar Rao, Sushant Singh Rajput, Amit Sadh, Amrita Puri, Asif Basra",₹ 30 crores ,est. ₹ 83 crores ,UTV Motion Pictures,UTV Motion Pictures,2013 Indian Hindi-Language Sports Drama
Murder 3,2013,https://en.wikipedia.org/wiki/Murder_3,Murder 3,Vishesh Bhatt,"Randeep Hooda, Aditi Rao Hydari, Sara Loren",₹ 15 crore ,est. ₹ 27.75 crore ,Fox Star Studios,Vishesh Films,Is A 2013 Indian Hindi-Language Thriller
Jayantabhai Ki Luv Story,2013,https://en.wikipedia.org/wiki/Jayantabhai_Ki_Luv_Story,Jayanta Bhai Ki Luv Story,Vinnil Markan,"Vivek Oberoi, Neha Sharma",,,Tips Industries,Tips Industries,Is A 2013 Indian Hindi Romantic Comedy
Zila Ghaziabad,2013,https://en.wikipedia.org/wiki/Zila_Ghaziabad,Zila Ghaziabad,Anand Kumar,"Sanjay Dutt, Arshad Warsi, Vivek Oberoi, Charmy Kaur, Minissha Lamba, Ravi Kishan, Paresh Rawal, Sunil Grover",,,Showman International,Soundrya Production,Political Action Thriller
The Attacks of 26/11,2013,https://en.wikipedia.org/wiki/The_Attacks_of_26/11,The Attacks of 26/11,Ram Gopal Varma[1],"Nana Patekar, [, 4, ], Sanjeev Jaiswal",₹ 22 crore (US$2.6 million) ,₹ 30.9 crore (US$3.7 million) (7.9 cr India 23 cr worldwide),Eros International,Alumbra Entertainment,13 Indian Hindi-Language Action Thriller
"I, Me Aur Main",2013,"https://en.wikipedia.org/wiki/I,_Me_Aur_Main","I, Me Aur Main",Kapil Sharma,"John Abraham, Prachi Desai, Chitrangada Singh",est. ₹ 200 million ,est. ₹ 138.2 million ,Reliance Entertainment,Rose Films,13 Indian Hindi-Language Romantic Comedy
Bloody Isshq,2013,https://en.wikipedia.org/wiki/Bloody_Isshq,Bloody Isshq,Arup Dutta,"Akash Singh, Shilpa Anand, Tripta Parashar",,,,Ashavari Media Pvt Ltd,A 2013 Bollywood Romantic Suspense Drama
Saheb Biwi Aur Gangster Returns,2013,https://en.wikipedia.org/wiki/Pravessh_Rana,Pravessh Rana,,,,,,,He Made His
Saare Jahaan Se Mehnga...,2013,https://en.wikipedia.org/wiki/Saare_Jahaan_Se_Mehnga,Saare Jahaan Se Mehnga,Anshul Sharma,"Sanjay Mishra, Pragati Pandey, Zakir Hussain, Vishwa Mohan Badola",₹ 5 crore,₹ 84 lakh,DAR Motion Pictures,Revel Films,Is A 2013 Bollywood Satire
Jolly LLB,2013,https://en.wikipedia.org/wiki/Jolly_LLB,Jolly LLB,Subhash Kapoor,"Arshad Warsi, Boman Irani, Amrita Rao, Saurabh Shukla",₹ 10 crore ,est. ₹ 48.7 crore ,Fox Star Studios,,Black Comedy Legal Drama
Mere Dad Ki Maruti,2013,https://en.wikipedia.org/wiki/Mere_Dad_Ki_Maruti,Mere Dad Ki Maruti,Ashima Chibber,"Saqib Saleem, Rhea Chakraborty, Ram Kapoor, Prabal Panjabi, Ravi Kishan",,₹ 12.54 crore ,Yash Raj Films,Y-Films,Is A 2013 Indian Comedy
Aatma,2013,https://en.wikipedia.org/wiki/Aatma_(2013_film),Aatma,Suparn Verma,"Bipasha Basu, Nawazuddin Siddiqui","₹ 80 million (US$950,000)",₹ 87.8 million (US$1.0 million) ,Wide Frame Pictures,Wide Frame Pictures,Psychological Horror
Rangrezz,2013,https://en.wikipedia.org/wiki/Rangrezz,Rangrezz,Priyadarshan,"Jackky Bhagnani, Priya Anand, Raaghav Chanana, Vijay Varma",,₹ 6.37 crore ,UTV Motion Pictures,Pooja Entertainment,2013 Indian Hindi-Language Action Drama
The Adventures of Sinbad,2013,https://en.wikipedia.org/wiki/Sinbad:_Beyond_the_Veil_of_Mists,Sinbad: Beyond the Veil of Mists,Alan JacobsEvan Ricks,"Brendan Fraser, Leonard Nimoy, Jennifer Hale, John Rhys-Davies, Mark Hamill",$30 million,"$29,245 ",Phaedra Cinema,,Mists Is A 2000 Indian-American Animated
Sona Spa,2013,https://en.wikipedia.org/wiki/Sona_Spa,Sona Spa,Makarand Deshpande,"Naseeruddin Shah, Aahana Kumra, Shruti Vyas, Pooja Pradhan, Nivedita Bhattacharya, Vineet Sharma, Romi Jaispal, Devyani",₹ 100 million (US$1.2 million) ,"₹ 2.4 million (US$28,000) ",Miraj Entertainment Ltd,Miraj Cinemas,Is A 2013 Hindi Drama
Himmatwala,2013,https://en.wikipedia.org/wiki/Himmatwala_(2013_film),Himmatwala,Sajid Khan,"Ajay Devgn, Tamannaah Bhatia, Paresh Rawal, Mahesh Manjrekar, Leena Jumani, Adhyayan Suman, Zarina Wahab, Anil Dhawan",₹68 crore ,₹68.87 crore ,UTV Motion Pictures,,2013 Indian Hindi-Language Action Comedy
Chashme Baddoor,2013,https://en.wikipedia.org/wiki/Chashme_Baddoor_(2013_film),Chashme Baddoor,David Dhawan,"Ali Zafar, Taapsee Pannu, Divyendu Sharma, Siddharth",₹ 20 crore ,₹ 50 crore,Wave CinemasPonty Chadha[1],Viacom18 Motion Pictures,3 Indian Hindi-Language Slapstick Comedy
Rise of the Zombie,2013,https://en.wikipedia.org/wiki/Rise_of_the_Zombie,Rise of the Zombie,Devaki SinghLuke Kenny,"Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",,,Reliance Entertainment,,Is A 2013 Indian Horror
Commando,2013,https://en.wikipedia.org/wiki/Commando:_A_One_Man_Army,Commando: A One Man Army,Dilip Ghosh,"Vidyut Jammwal, Pooja Chopra, Jaideep Ahlawat",₹ 17 crore ,₹ 27 crore (India) ,Reliance Entertainment,,13 Indian Hindi-Language Action Thriller
Nautanki Saala,2013,https://en.wikipedia.org/wiki/Nautanki_Saala!,Nautanki Saala!,Rohan Sippy,"Ayushmann Khurrana, Pooja Salvi, Kunaal Roy Kapur, Evelyn Sharma, Gaelyn Mendonca",,₹ 223 million (US$2.6 million) ,,,Romantic Comedy-Drama
Ek Thi Daayan,2013,https://en.wikipedia.org/wiki/Ek_Thi_Daayan,Ek Thi Daayan,Kannan Iyer,"Emraan Hashmi, Huma Qureshi, Konkona Sen Sharma, Kalki Koechlin",₹ 24–26 crore ,₹ 40.25 crore ,Balaji Motion Pictures,,Supernatural Horror Thriller
Aashiqui 2,2013,https://en.wikipedia.org/wiki/Aashiqui_2,Aashiqui 2,Mohit Suri,"Aditya Roy Kapur, Shraddha Kapoor, Mahesh Thakur, Shaad Randhawa",₹ 15 crore (US$1.8 million) ,₹ 250 crore (US$30 million) ,AA Films,,Musical Romantic Drama
Shree,2013,https://en.wikipedia.org/wiki/Shree_(film),Shree,Rajesh Bachchani,"Hussain Kuwajerwala, Paresh Ganatra, Anjali Patil, Shivani Tanskale",,,,,Science Fiction Thriller
Shootout at Wadala,2013,https://en.wikipedia.org/wiki/Shootout_at_Wadala,Shootout at Wadala,Sanjay Gupta,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor, Kangana Ranaut, Sonu Sood, Ronit Roy, Mahesh Manjrekar",₹65 crore ,₹82 crore ,Balaji Motion PicturesWhite Feather Films,,At Wadala Is A 2013 Indian Action-Crime
Bombay Talkies,2013,https://en.wikipedia.org/wiki/Bombay_Talkies_(film),Bombay Talkies,Karan JoharDibakar BanerjeeZoya AkhtarAnurag Kashyap,"Rani Mukerji, Randeep Hooda, Saqib Saleem, Vineet Kumar Singh, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Naman Jain, Swati Das, Katrina Kaif, Amitabh Bachchan",₹30 crore ,est. ₹10 crore ,Viacom 18 Motion Pictures,,S A 2013 Indian Hindi-Language Anthology
Chhota Bheem and the Throne of Bali,2013,https://en.wikipedia.org/wiki/Chhota_Bheem_and_the_Throne_of_Bali,Chhota Bheem and the Throne of Bali,Rajiv Chilaka,,"₹ 5 crore (US$590,000) ","₹ 5.38 crore (US$640,000) ",Yash Raj Films,Green Gold Animation[1],Animated Fantasy Action-Adventure
Oonga,2013,https://en.wikipedia.org/wiki/Oonga_(film),Oonga,Devashish Makhija,"Nandita Das, Seema Biswas, Salim Kumar",,,,,Oonga Is A Hindi And Oriya
Go Goa Gone,2013,https://en.wikipedia.org/wiki/Go_Goa_Gone,Go Goa Gone,Raj and D.K.,"Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari, Puja Gupta",₹ 19 crore (US$2.2 million) ,₹ 38.4 crore (US$4.5 million) ,Eros International,Illuminati Films,Zombie Action Comedy
Gippi,2013,https://en.wikipedia.org/wiki/Gippi,Gippi,Sonam Nair,"Riya Vij, Taaha Shah, Divya Dutta",,,UTV Motion Pictures,Dharma Productions,I Is An Indian Hindi-Language Teen Drama
Aurangzeb,2013,https://en.wikipedia.org/wiki/Aurangzeb_(film),Aurangzeb,Atul Sabharwal,"Prithviraj Sukumaran, Arjun Kapoor, Rishi Kapoor, Jackie Shroff",est. ₹36 crore,est. ₹36.5 crore,Yash Raj Films,Yash Raj Films,13 Indian Hindi-Language Action Thriller
Rangeelay,2013,https://en.wikipedia.org/wiki/Dheeraj_Rattan,Dheeraj Rattan,,,,,,,A Screenplay And Story Writer Known For
Ugly,2013,https://en.wikipedia.org/wiki/Ugly_(film),Ugly,Anurag Kashyap,"Rahul Bhat, Ronit Roy, Girish Kulkarni, Siddhanth Kapoor, Tejaswini Kolhapure, Vineet Kumar Singh, Surveen Chawla",₹4.5 crore ,₹6.24 crore ,DAR Motion PicturesMagic Cloud Media & Entertainment(International),Phantom Films,Is A 2013 Indian Hindi-Language Thriller
I Don't Luv U,2013,https://en.wikipedia.org/wiki/I_Don't_Luv_U,I Don't Luv U,Amit Kasaria,"Ruslaan Mumtaz, Chetna Pande, Murali Sharma, Jass Bhatia, Ragesh Asthana",,,,Amrapali Media Vision,013 Indian Hindi-Language Romantic Drama
Monsoon Shootout,2013,https://en.wikipedia.org/wiki/Monsoon_Shootout,Monsoon Shootout,Amit Kumar,"Nawazuddin Siddiqui, Vijay Varma, Tannishtha Chatterjee, Neeraj Kabi, Geetanjali Thapa",,,Fortissimo Films,,Neo-Noir Action Thriller
Zindagi 50 50,2013,https://en.wikipedia.org/wiki/Zindagi_50-50,Zindagi 50–50,Rajiv S Ruia,"Veena Malik, Riya Sen, Rajan Verma, Arya Babbar, Supriya Kumari, Rajpal Yadav, Swati Aggarwal, Murli Sharma, Atul Parchure, ABC","₹ 45 million (US$530,000) ",₹ 110 million (US$1.3 million),,,Is A 2013 Indian Hindi Erotic
Paisa Potti Problem,2013,https://en.wikipedia.org/wiki/Vierendrra_Lalit,Vierendrra Lalit,,,,,,,Is An Indian-Born Cinematographer And
Yeh Jawaani Hai Deewani,2013,https://en.wikipedia.org/wiki/Yeh_Jawaani_Hai_Deewani,Yeh Jawaani Hai Deewani,Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapur, Kalki Koechlin",₹ 75 crore ,₹ 319.6 crore (initial run) ,UTV Motion Pictures,Dharma Productions,Coming-Of-Age Romantic Comedy
Dreamz: The Movie,2013,https://en.wikipedia.org/wiki/Chalte_Chalte_(2003_film),Chalte Chalte,Aziz Mirza,"Shah Rukh Khan, Rani Mukerji",₹ 11 crore (equivalent to ₹ 40 crore or US$4.8 million in 2023) ,₹ 43.28 crore (equivalent to ₹ 159 crore or US$19 million in 2023) ,UTV Motion Pictures,Dreamz Unlimited,003 Indian Hindi-Language Romantic Drama
Yamla Pagla Deewana 2,2013,https://en.wikipedia.org/wiki/Yamla_Pagla_Deewana,Yamla Pagla Deewana,Samir Karnik,"Dharmendra, Sunny Deol, Bobby Deol, Kulraj Randhawa, Anupam Kher",₹13 crore,₹88 crore,NH Studios,,2011 Indian Hindi-Language Action Comedy
Fukrey,2013,https://en.wikipedia.org/wiki/Fukrey,Fukrey,Mrighdeep Singh Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Priya Anand, Vishakha Singh, Pankaj Tripathi, Richa Chadda",₹ 8 crore ,₹ 53 crore ,AA Films,Excel Entertainment,13 Indian Hindi-Language Comedy Thriller
Ankur Arora Murder Case,2013,https://en.wikipedia.org/wiki/Ankur_Arora_Murder_Case,Ankur Arora Murder Case,Suhail Tatari,"Arjun Mathur, Kay Kay Menon, Vishakha Singh, Tisca Chopra, Paoli Dam",₹7.5 crore ,₹10 crore ,ASA Productions and EnterprisesBVG Films,,Is A 2013 Indian Hindi Medical Thriller
Lakeer Ka Fakeer,2013,https://en.wikipedia.org/wiki/Ajaz_Khan,Ajaz Khan,,,,,,,His Other
Raanjhanaa,2013,https://en.wikipedia.org/wiki/Raanjhanaa,Raanjhanaa,Aanand L. Rai,"Dhanush, Sonam Kapoor, Abhay Deol, Swara Bhaskar",₹ 36 crore ,est. ₹ 105 crore ,Eros International,Colour Yellow Productions,013 Indian Hindi-Language Romantic Drama
Shortcut Romeo,2013,https://en.wikipedia.org/wiki/Shortcut_Romeo,Shortcut Romeo,Susi Ganesh,"Neil Nitin Mukesh, Ameesha Patel, Puja Gupta",₹ 15 crore (US$1.8 million) ,,Mirchi MoviesSusi Ganesh Productions,Susi Ganesh Productions,Action Crime Thriller
Enemmy,2013,https://en.wikipedia.org/wiki/Enemmy,Enemmy: Law And Disorder,Ashu Trikha,"Mithun Chakraborty, Sunil Shetty, Mahakshay Chakraborty, Kay Kay Menon, Johnny Lever, Deepraj Rana, Zakir Hussain",,,,,13 Indian Hindi-Language Action Thriller
Ghanchakkar,2013,https://en.wikipedia.org/wiki/Ghanchakkar_(film),Ghanchakkar,Raj Kumar Gupta,"Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das",₹ 290 million (US$3.4 million),₹ 380 million (US$4.5 million),UTV Motion Pictures,UTV Motion Pictures,S A 2013 Indian Heist Black Comedy-Drama
Lootera,2013,https://en.wikipedia.org/wiki/Lootera,Lootera,Vikramaditya Motwane,"Sonakshi Sinha, Ranveer Singh, Vikrant Massey",est. ₹32 crore ,est. ₹46.14 crore ,Eros International,,Period Romantic Drama
Policegiri,2013,https://en.wikipedia.org/wiki/Policegiri,Policegiri,K.S. Ravikumar,"Sanjay Dutt, Prakash Raj, Prachi Desai",,,STAR Entertainment,STAR Entertainment,Is A 2013 Indian Hindi-Language Action
Bhaag Milkha Bhaag,2013,https://en.wikipedia.org/wiki/Bhaag_Milkha_Bhaag,Bhaag Milkha Bhaag,Rakeysh Omprakash Mehra,Farhan Akhtar,₹ 410 million ,est. ₹ 2.1 billion ,Viacom 18 Motion Pictures,ROMP Pictures,Biographical Sports Drama
Boyss Toh Boyss Hain,2013,https://en.wikipedia.org/wiki/Boyss_Toh_Boyss_Hain,Boyss Toh Boyss Hain,Amit Vats,"Rajkummar Rao, Anshuman Jha, Dhruv Ganesh, Anuj Kumar",,,Khushii Entertainment Productions,,Is A 2013 Indian Hindi Comedy
Ramaiya Vastavaiya,2013,https://en.wikipedia.org/wiki/Ramaiya_Vastavaiya,Ramaiya Vastavaiya,Prabhu Deva,"Girish Kumar, Shruti Haasan, Sonu Sood",₹38 crore,₹50 crore ,Tips Industries,Tips Industries,013 Indian Hindi-Language Romantic Drama
D-Day,2013,https://en.wikipedia.org/wiki/D-Day_(2013_film),D-Day,Nikkhil Advani,"Rishi Kapoor, Irrfan Khan, Arjun Rampal, Shruti Haasan, Huma Qureshi, Imran Hasnee",₹ 36 crore (US$4.3 million),₹ 28 crore (US$3.3 million),Wave Cinemas(India)Yash Raj Films(International)[1],,13 Indian Hindi-Language Action Thriller
Nasha,2013,https://en.wikipedia.org/wiki/Nasha_(film),Nasha,Amit Saxena,"Shivam Patil, Poonam Pandey, Sheetal Singh, Ranbir Chakma, [, 1, ], Nation Chakma, [, 2, ]",,"₹ 80 million (US$950,000) ",Eagle Home EntertainmentOnline Cinema,,Is A 2013 Indian Teen Erotic
Bajatey Raho,2013,https://en.wikipedia.org/wiki/Bajatey_Raho,Bajatey Raho,Shashant Shah,"Tusshar Kapoor, Dolly Ahluwalia, Ranvir Shorey, Ravi Kishan, Vinay Pathak, Vishakha Singh",,,Eros International,,Is A 2013 Indian Hindi-Language Comedy
Issaq,2013,https://en.wikipedia.org/wiki/Issaq,Issaq,Manish Tiwary,"Prateik Babbar, Amyra Dastur, Ravi Kishan, Makarand Deshpande, Neena Gupta, Prashant Narayanan, Sudhir Pandey, Prashant Kumar, Amit Sial, Vineet Kumar, Yuri Suri, Malini Awasthi",₹ 250 million ,₹ 53.7 million ,,Pen Studios,Is A 2013 Indian Hindi-Language Romantic
A Journey of Samyak Buddha,2013,https://en.wikipedia.org/wiki/A_Journey_of_Samyak_Buddha,A Journey of Samyak Buddha,Praveen Damle,"Gita Agrawal, Jyoti Bhagat, Ravi Patil, Gautam Degre, Abhishek Urade, Mrilan Sharma, Abhay Sathe",₹80 lakh ,,Manoj Nandwana & Jai Viratra Entertainment Limited,,Is A 2013 Indian
Chor Chor Super Chor,2013,https://en.wikipedia.org/wiki/Chor_Chor_Super_Chor,Chor Chor Super Chor,K. Rajesh,"Deepak Dobriyal, Anshul Kataria, Priya Bathija, Paru Uma, Alok Chaturvedi, Bramha Mishra, Jagat Rawat, Chandrahas Tiwari, Shrikant Verma, Anurag Arora, Avtar Sahni, Kafil Ahmad",,,Multimedia Combines,,Is A 2013 Indian Hindi-Language Comedy
Rabba Main Kya Karoon,2013,https://en.wikipedia.org/wiki/Rabba_Main_Kya_Karoon,Rabba Main Kya Karoon,Amrit Sagar Chopra,"Akash Sagar Chopra, Arshad Warsi, Paresh Rawal, Raj Babbar, Shakti Kapoor, Riya Sen, Himani Shivpuri, Tinu Anand",,,R.R.Films,Sagar Pictures Entertainment,13 Indian Hindi-Language Romantic Comedy
Chennai Express,2013,https://en.wikipedia.org/wiki/Chennai_Express,Chennai Express,Rohit Shetty,"Deepika Padukone, [, 1, ], Shah Rukh Khan",₹ 70 crore ,₹ 423 crore ,UTV Motion Pictures[2],,2013 Indian Hindi-Language Action Comedy
Once Upon a Time in Mumbai Dobaara!,2013,https://en.wikipedia.org/wiki/Organised_crime_in_India,,,,,,,,Onic Goods And Expanded His Clout In The
Madras Cafe,2013,https://en.wikipedia.org/wiki/Madras_Cafe,Madras Cafe,Shoojit Sircar,"John Abraham, Nargis Fakhri, Raashii Khanna, Siddharth Basu, Prakash Belawadi",₹ 35 crore ,₹ 67 crore ,Viacom 18 Motion Pictures,,Political Action Thriller
Satyagraha,2013,https://en.wikipedia.org/wiki/Satyagraha_(film),Satyagraha,Prakash Jha[1],"Amitabh Bachchan, Ajay Devgn, Kareena Kapoor Khan, Arjun Rampal, Amrita Rao, Manoj Bajpayee",₹ 120 million (US$1.4 million) ,"₹ 5,000 million (US$59 million) ",UTV Motion Pictures,,13 Indian Hindi-Language Political Drama
Shuddh Desi Romance,2013,https://en.wikipedia.org/wiki/Shuddh_Desi_Romance,Shuddh Desi Romance,Maneesh Sharma,"Sushant Singh Rajput, Parineeti Chopra, Vaani Kapoor",est. ₹22 crore ,est. ₹76 crore ,Yash Raj Films,Yash Raj Films,Romantic Comedy-Drama
Zanjeer,2013,https://en.wikipedia.org/wiki/Zanjeer_(2013_film),Zanjeer,Apoorva Lakhia,"Ram Charan, Priyanka Chopra, Sanjay Dutt, Prakash Raj, Atul Kulkarni, Mahie Gill",,,Reliance Entertainment,,Is A 2013 Indian Action
Siddharth,2013,https://en.wikipedia.org/wiki/Siddharth_(2013_film),Siddharth,Richie Mehta,"Rajesh Tailang, Tannishtha Chatterjee",,,Zeitgeist FilmsPinnacle Films,,Iddharth Is A 2013 Indian-Canadian Drama
Zindagi Jalebi,2013,https://en.wikipedia.org/wiki/Zindagi_Jalebi,Zindagi Jalebi,Karan Kashyyap,"Avinash Bhargava, Leena, Samarth Chaturvedi",,,,Moksh Film Production,Is A 2013 Bollywood Comedy
John Day,2013,https://en.wikipedia.org/wiki/John_Day_(film),John Day,Ahishor Solomon,"Naseeruddin Shah, Randeep Hooda, Vipin Sharma, Shernaz Patel, Sharat Saxena, Elena Kazan",,,,,13 Indian Hindi-Language Action Thriller
Horror Story,2013,https://en.wikipedia.org/wiki/Horror_Story_(film),Horror Story,Ayush Raina,"Karan Kundra, Radhika Menon, Nishant Singh Malkani, Ravish Desai, Hasan Zaidi, Aparna Bajpai, Nandini Vaid, Sheetal Singh",₹6 crore ,est. ₹7 crore ,ASA Productions and Enterprises Pvt. Ltd.,,Y Is A 2013 Indian Hindi-Language Horror
Grand Masti,2013,https://en.wikipedia.org/wiki/Grand_Masti,Grand Masti,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Sonalee Kulkarni, Karishma Tanna, Manjari Fadnis",₹34 crore (US$4.2 million),₹151.24 crore (US$21 million),,Maruti International,A 2013 Indian Hindi-Language Sex Comedy
Phata Poster Nikla Hero,2013,https://en.wikipedia.org/wiki/Phata_Poster_Nikhla_Hero,Phata Poster Nikhla Hero,Rajkumar Santoshi,"Shahid Kapoor, Ileana D'Cruz",₹54 crore ,est. ₹72 crore ,Tips IndustriesEros International,Tips Industries,2013 Indian Hindi-Language Action Comedy
Warning,2013,https://en.wikipedia.org/wiki/Warning_(2013_film),Warning,Gurmmeet Singh,"Santosh Barmola, Madhurima Tuli, Manjari Fadnis, Varun Sharma, Jitin Gulati, Sumit suri",,,Eros InternationalAlumbra EntertainmentBenaras Media Works,,Ng Is A 2013 Hindi Adventure Thriller 3D
Maazii,2013,https://en.wikipedia.org/wiki/Maazii,Maazii,Jaideep Chopra,"Sumeet Nijhawan, Mona Wasu",,,,Jaideep Chopra Productions,Is A 2013 Indian
Raqt,2013,https://en.wikipedia.org/wiki/Raqt,Raqt,Adi IraniShiva Rindan,"Shweta Bhardwaj, Sheena Shahabadi, Farida Jalal, Gulshan Grover",,,Multimedia Combines,,2013 Indian Hindi Psychological Thriller
A New Love Ishtory,2013,https://en.wikipedia.org/wiki/A_New_Love_Ishtory,A New Love Ishtory,John Matthew Matthan,"Himesh Reshammiya, Niharika Singh, Satish Shah, Rakesh Bapat, Rajkumar Rao",,,T-Series,,Is An Unreleased Bollywood Comedy Drama
Queen,2013,https://en.wikipedia.org/wiki/Queen_(2013_film),Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon",₹20 crore ,₹ 95.04 crore ,Viacom18 Motion Pictures,Phantom Films,2014 Indian Hindi-Language Comedy-Drama
Besharam,2013,https://en.wikipedia.org/wiki/Besharam_(2013_film),Besharam,Abhinav Kashyap,"Ranbir Kapoor, Pallavi Sharda",₹ 83 crore ,₹ 102.85 crore ,Reliance Entertainment,Movie Temple Productions,Is A 2013 Indian Action Comedy
Lagna Pahave Karun,2013,https://en.wikipedia.org/wiki/Lagna_Pahave_Karun,Lagna Pahave Karun,Ajay Naik,"Mukta Barve, Umesh Kamat",,,Sprint Art Creations,Solariz International,Indian Marathi-Language Romantic Comedy
