title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Kashmakash,1973,https://en.wikipedia.org/wiki/Kashmakash_(1973_film),Kashmakash,Feroze Chinoy,"Feroz Khan, Rekha, Shatrughan Sinha, Asha Sachdev",est. ₹ 70 lakh ( est. ₹ 17.92 crore as of 2019),,,,Shmakash Is A 1973 Indian Hindi-Language
Dharma,1973,https://en.wikipedia.org/wiki/Dharma_(1973_film),Dharma,Chand,"Pran, Navin Nischol, Rekha, Ajit, Madan Puri, Bindu",,,Kapur Films,Kapur Films,Dharma Is A 1973 Bollywood Action
Duvidha,1973,https://en.wikipedia.org/wiki/Paheli_(2005_film),Paheli,Amol Palekar,"Shah Rukh Khan, Rani Mukerji",₹ 140 million ,₹320 million ,Shree Ashtavinayak Cine Vision(India)Eros International(Worldwide),Red Chillies Entertainment,Is A 2005 Indian Hindi-Language Fantasy
Heera Panna,1973,https://en.wikipedia.org/wiki/Heera_Panna,Heera Panna,Dev Anand,"Dev Anand, Zeenat Aman, Raakhee, Rehman, Jeevan",,,Navketan International FilmsEros Entertainment,,Heera Panna Is A 1973 Hindi Romance
Keemat,1973,https://en.wikipedia.org/wiki/Keemat_(1973_film),Keemat,Ravikant Nagaich,"Dharmendra, Rekha",,,,,1973 Indian Hindi-Language Spy Thriller
Blackmail,1973,https://en.wikipedia.org/wiki/Blackmail_(1973_film),Blackmail,Vijay Anand,"Dharmendra, Raakhee, Shatrughan Sinha",,,V. R. PicturesVinod Doshi ProductionsDigital EntertainmentPolydor,R. K. Studios,Blackmail Is A 1973 Bollywood Thriller
Prem Parvat,1973,https://en.wikipedia.org/wiki/Prem_Parbat,Prem Parbat,Ved Rahi,Rehana Sultan,,,,,Is A 1973 Hindi-Language
Achanak,1973,https://en.wikipedia.org/wiki/Achanak_(1973_film),Achanak,Gulzar,"Vinod Khanna, Lily Chakravarty, Asrani",,,,,Is A 1973 Indian Hindi-Language
Kahani Kismat Ki,1973,https://en.wikipedia.org/wiki/Kahani_Kismat_Ki,Kahani Kismat Ki,Arjun Hingorani,"Dharmendra, Rekha, Ajit",,,,,Is A 1973 Hindi
Pyaar Ka Rishta,1973,https://en.wikipedia.org/wiki/Pyaar_Ka_Rishta,Pyaar Ka Rishta,Sultan Ahmed,"Vinod Khanna, Shatrughan Sinha, Mumtaz",,,,,Aar Ka Rishta Is A 1973 Indian Bollywood
Hanste Zakhm,1973,https://en.wikipedia.org/wiki/Hanste_Zakhm,Hanste Zakhm,Chetan Anand,"Navin Nischol, Priya Rajvansh, Balraj Sahni, Jeevan",,,,,Is A 1973 Indian Hindi
