title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
72 Hours: Martyr Who Never Died,2019,https://en.wikipedia.org/wiki/72_Hours:_Martyr_Who_Never_Died,72 Hours: Martyr Who Never Died,Avinash Dhyani,"Avinash Dhyani, Mukesh Tiwari, Virendra Saxena, Alka Amin, Shishir Sharma, Gireesh Sahdev, Prashil Rawat",,,,JSR Production House,Died Is A 2019 Indian Biographical Drama
Rangeela Raja,2019,https://en.wikipedia.org/wiki/Rangeela_Raja,Rangeela Raja,Sikander Bharti,"Govinda, Mishika Chourasia, Anupama Agnihotri, Digangana Suryavanshi",₹ 19 crore ($2.4 million) ,"₹ 18 lakh ($23,000) ",Chiragdeep International,Chiragdeep International,Is A 2019 Indian Hindi-Language Comedy
Kasaai,2019,https://en.wikipedia.org/wiki/Kasaai,Kasaai,Gajendra S. Shrotriya,"Mita Vashisht, Mayur More, Amit Bimrot, Ravi Jhankal, Ashok Banthia, V K Sharma, Richa Meena",,,ShemarooMe Box Office,ShemarooMe,Is A 2019 Indian Hindi-Language Drama
Rakkhosh,2019,https://en.wikipedia.org/wiki/Rakkhosh,Rakkhosh,"Abhijit Kokate,Srivinay Salian","Sanjay Mishra, Tannishtha Chatterjee, Priyanka Bose, Barun Chanda",,,Netflix,SD Motion Pictures Pvt Ltd,Psychological Thriller Drama
Life's Good,2022,https://en.wikipedia.org/wiki/Life's_Good_(film),Life's Good,Anant Mahadevan,"Jackie Shroff, Rajit Kapur, Saniya Anklesaria, Ankita Shrivastav",,,,,Od Is A 2022 Indian Hindi-Language Drama
Jacqueline I Am Coming,2019,https://en.wikipedia.org/wiki/Jacqueline_I_Am_Coming,Jacqueline I Am Coming,Banty Dubey,"Raghubir Yadav, Diiva Dhanoya, Shakti Kumar, Kiran Patil",,,Platoon One Films,MD Production,Ng Is A 2019 Indian Hindi-Language Drama
Manikarnika: The Queen of Jhansi,2019,https://en.wikipedia.org/wiki/Manikarnika:_The_Queen_of_Jhansi,Manikarnika: The Queen of Jhansi,Krish JagarlamudiKangana Ranaut[1],"Kangana Ranaut, Jisshu Sengupta, Mohammed Zeeshan Ayyub, Ankita Lokhande",₹ 99–125 crore ,est. ₹ 132.95 crore ,Zee Studios,,Pic Historical Biographical Action Drama
Thackeray,2019,https://en.wikipedia.org/wiki/Thackeray_(film),Thackeray,Abhijit Panse,"Nawazuddin Siddiqui, Amrita Rao",₹ 30 crore ,est. ₹ 31.6 crore ,Viacom18 Motion Pictures,,Thackeray Is A 2019 Indian Biographical
Mansukh Chaturvedi Ki Atmakatha,2019,https://en.wikipedia.org/wiki/Mansukh_Chaturvedi_ki_Atmakatha,Mansukh Chaturvedi ki Atmakatha,Sachin Gupta,"Sikander Khan, Sandeep Singh, Monika",,,,Chilsag Entertainment Network,Is A 2019 Indian Comedy
Photograph,2019,https://en.wikipedia.org/wiki/Photograph_(film),Photograph,Ritesh Batra,"Nawazuddin Siddiqui, Sanya Malhotra",,est. ₹ 1.29 crore (India) ,"AA Films(India)Amazon Studios(United States, India and Japan)NFP Marketing and Distribution[1](Germany)",,Otograph Is A 2019 Indian Romantic Drama
Ghode ko jalebi khilane le ja riya hoon,2019,https://en.wikipedia.org/wiki/Ghode_Ko_Jalebi_Khilane_Le_Ja_Riya_Hoon,Ghode Ko Jalebi Khilane Le Ja Riya Hoon,Anamika Haksar,"Ravindra Sahu, K. Gopalan, Raghubir Yadav, Lokesh Jain",,,Platoon Distribution,Gutterati Productions,Is A 2018 Indian
Aaina,2019,https://en.wikipedia.org/wiki/Kabir_Singh,Kabir Singh,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani",₹ 60 crore ,₹ 379 crore ,AA Films,,019 Indian Hindi-Language Romantic Drama
Ek Ladki Ko Dekha Toh Aisa Laga,2019,https://en.wikipedia.org/wiki/Ek_Ladki_Ko_Dekha_Toh_Aisa_Laga,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Regina Cassandra, Akshay Oberoi",₹ 300 million ,est. ₹ 398.6 million ,Fox Star Studios,Vinod Chopra Films,Coming-Of-Age Romantic Comedy-Drama
Amavas,2019,https://en.wikipedia.org/wiki/Luka_Chuppi,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon",₹25 crore ,est. ₹128.6 crore ,AA Films,,19 Indian Hindi-Language Romantic Comedy
