title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Vadh,2022,https://en.wikipedia.org/wiki/Vadh_(2022_film),Vadh,Jaspal Singh SandhuRajiv Barnwal,"Sanjay Mishra, Neena Gupta, Manav Vij, Saurabh Sachdeva",,est. ₹60 lakh (lifetime) ,Yash Raj Films,,Is A 2022 Indian Hindi-Language Thriller
Blurr,2022,https://en.wikipedia.org/wiki/Blurr,Blurr,Ajay Bahl,"Taapsee Pannu, Gulshan Devaiah",,,ZEE5,,22 Indian Hindi-Language Horror Thriller
Maarrich,2022,https://en.wikipedia.org/wiki/Maarrich,Maarrich,Dhruv Lather,"Tusshar Kapoor, Anita Hassanandani, Naseeruddin Shah, Rahul Dev, Seerat Kapoor",,,,,022 Indian Hindi-Language Crime-Thriller
Shadow Assassins,2022,https://en.wikipedia.org/wiki/Shadow_Assassins,Shadow Assassins,Nilaanjan Reeta Datta,"Anurag Sinha, Mishti Chakraborty, Saharsh Kumar Shukla, Hemant Kher, Rakesh Chaturvedi",,₹1.5 crore ,Finchbill Motion Pictures,,Is A 2022 Indian
Mystery A Truth,2022,https://en.wikipedia.org/wiki/Kathal_(film),Kathal,Yashowardhan Mishra,"Sanya Malhotra, Anant V Joshi, Vijay Raaz, Rajpal Yadav, Brijendra Kala, Neha Saraf",,,Netflix,,Satirical Comedy Drama
Govinda Naam Mera,2022,https://en.wikipedia.org/wiki/Govinda_Naam_Mera,Govinda Naam Mera,Shashank Khaitan,"Vicky Kaushal, Bhumi Pednekar, Kiara Advani",,,Disney+ Hotstar,,22 Indian Hindi-Language Comedy Thriller
Trahimam,2022,https://en.wikipedia.org/wiki/Trahimam,Trahimam,Dushyant Pratap Singh,"Arshi Khan, Pankaj Berry, Mushtaq Khan",,,Dushyant Pratap Singh,,An Upcoming Indian Hindi-Language Drama
Ajay Wardhan,2022,https://en.wikipedia.org/wiki/Ajay_Wardhan,Ajay Wardhan,Pragati Agarwal & Amit Aseem,"Romil Choudhary, Ruslaan Mumtaz, Arjumman Mughal",,,Dushyant Pratap Singh,Prasidh Eklavaya Entertainment,Biographical Drama
Cirkus,2022,https://en.wikipedia.org/wiki/Cirkus_(film),Cirkus,Rohit Shetty,"Ranveer Singh, Pooja Hegde, Jacqueline Fernandez, Varun Sharma",₹150 crore ,est. ₹61.47 crore ,Reliance Entertainment,,Period Comedy-Drama
Haunted Evil Dead,2022,https://en.wikipedia.org/wiki/Dobaara:_See_Your_Evil,Dobaara: See Your Evil,Prawaal Raman,"Huma Qureshi, Saqib Saleem, Lisa Ray, Adil Hussain, Rhea Chakraborty",₹ 10 cr,₹ 1.36 cr,,,Is A 2017 Indian Supernatural Horror
Dedh Lakh Ka Dulha,2022,https://en.wikipedia.org/wiki/Dedh_Lakh_Ka_Dulha,Dedh Lakh Ka Dulha,Abhay Pratap Singh,"Akhilendra Mishra, Abhay Pratap Singh, Ishtiyak Khan",,,KK Music World,APS Pictures,Is An Indian Hindi-Language Comedy Drama
Chaalbaaz in London,2022,https://en.wikipedia.org/wiki/ChaalBaaz,ChaalBaaz,Pankaj Parashar,"Sridevi, Sunny Deol, Rajinikanth",,est. ₹ 15 crore (equivalent to ₹ 160 crore or US$19 million in 2023) ,Lakshmi Productions,,S A 1989 Indian Hindi-Language Slapstick
Sirf Ek,2022,https://en.wikipedia.org/wiki/Sirf_Ek_Bandaa_Kaafi_Hai,Sirf Ek Bandaa Kaafi Hai,Apoorv Singh Karki,Manoj Bajpayee,,,ZEE5,,A 2023 Indian Hindi-Language Legal Drama
Who Killed Gaurav?,2022,https://en.wikipedia.org/wiki/Satyadeep_Mishra,Satyadeep Misra,,,,,,,E Made His Bollywood Debut With The 2011
Joothan,2022,https://en.wikipedia.org/wiki/Sohan_Seenulal,Sohan Seenulal,,,,,,,Is An Indian
Second Mother,2022,https://en.wikipedia.org/wiki/HIT:_The_Second_Case,HIT: The Second Case,Sailesh Kolanu,"Adivi Sesh, Meenakshi Chaudhary",₹ 15 crore ,₹ 42.5 crore ,,Wall Poster Cinema,22 Indian Telugu-Language Crime Thriller
Love Jaisa Pyaar,2022,https://en.wikipedia.org/wiki/Rahul_Bose,Rahul Bose,,,,,,,Actor And Athlete Who Works In Hindi
Kanwar,2023,https://en.wikipedia.org/wiki/Deewana_(1992_film),Deewana,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",,₹ 180 million (equivalent to ₹ 1.4 billion or US$16 million in 2023) ,Mayank Arts,Bhagwan Chitra Mandir,Romantic Action Drama
Kuttey,2023,https://en.wikipedia.org/wiki/Kuttey,Kuttey,Aasmaan Bhardwaj,"Tabu, Arjun Kapoor, Naseeruddin Shah, Radhika Madan, Konkona Sen Sharma, Kumud Mishra",est. ₹80 crore ,est. ₹4.65 crore ,Yash Raj Films,,23 Indian Hindi-Language Action Thriller
Lakadbaggha,2023,https://en.wikipedia.org/wiki/Lakadbaggha,Lakadbaggha,Victor Mukherjee,"Anshuman Jha, Riddhi Dogra, Paresh Pahuja, Milind Soman",,,,First Ray Films,23 Indian Hindi-Language Action Thriller
Sachin: The Ultimate Winner,2023,https://en.wikipedia.org/wiki/Sachin:_The_Ultimate_Winner,Sachin: The Ultimate Winner,Dweep Raj Kochhar,,,,,Ganpati Productions (co-producer),Is A  Hindi
Elham,2023,https://en.wikipedia.org/wiki/Elham_(film),Elham,Dhruva Harsh,"Taiyo Chan, Tot Chan, Mahmood Hashmi, Gunnit Kaur",,,,,Is A 2023 Indian Hindi-Language
Mission Majnu,2023,https://en.wikipedia.org/wiki/Mission_Majnu,Mission Majnu,Shantanu Bagchi,"Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Sharib Hashmi, Kumud Mishra, Rajit Kapur",,,Netflix,,23 Indian Hindi-Language Action Thriller
Chhatriwali,2023,https://en.wikipedia.org/wiki/Chhatriwali_(film),Chhatriwali,Tejas Prabha Vijay Deoskar,"Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Rajesh Tailang, Dolly Ahluwalia",,,ZEE5,RSVP Movies,2023 Indian Hindi-Language Social Comedy
Junglemahal: The Awakening,2023,https://en.wikipedia.org/wiki/Junglemahal:_The_Awakening,Junglemahal: The Awakening,Arunava Chowdhury,"Aditya Baliyan, Farhad Khairy, Amit Raina, Suraiya Parveen, Masoomeh Ab, Prashant Shinde",,,,,The Awakening Is A Hindi
Shatranj,2023,https://en.wikipedia.org/wiki/Zindagi_Shatranj_Hai,Zindagi Shatranj Hai,Dushyant Pratap Singh,"Hiten Tejwani, Shawar Ali, Pankaj Berry, Hemant Pandey",,,Jai Viratra Entertainment limited,Anand Motion Pictures,Is A Hindi
Ho Ja Mukt,2023,https://en.wikipedia.org/wiki/Darsheel_Safary,Darsheel Safary,,,,,,,Gujarati
HAIWAAN,2023,https://en.wikipedia.org/wiki/Haiwaan:_The_Monster,Haiwaan: The Monster,Ranjan Kumar Singh,"Ridhima Pandit, Param Singh, Ankit Mohan, Gayathiri Iyer",,,,Balaji Telefilms,
Rudra the Power,2023,https://en.wikipedia.org/wiki/Farzi,Farzi,Raj & DK,"Shahid Kapoor, Vijay Sethupathi, Kay Kay Menon, Raashii Khanna, Bhuvan Arora",,,,d2r Films,Initially Conceived As A
Pathaan,2023,https://en.wikipedia.org/wiki/Pathaan_(film),Pathaan,Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia, Ashutosh Rana",₹250 crore ,"est. ₹1,050.50 crore ",Yash Raj Films,Yash Raj Films,23 Indian Hindi-Language Action Thriller
Gandhi Godse Ek Yudh,2023,https://en.wikipedia.org/wiki/Gandhi_Godse_–_Ek_Yudh,Gandhi Godse – Ek Yudh,Rajkumar Santoshi,"Deepak Antani, Chinmay Mandlekar, Tanisha Santoshi, Ghanshyam Srivastav, Anuj Saini",,,PVR Pictures,Santoshi Productions LLP,Historical Fiction
Operation Fryday,2023,https://en.wikipedia.org/wiki/Operation_Fryday,Operation Fryday,Vishram Sawant,"Randeep Hooda, Suniel Shetty, Nitu Chandra",,,ZEE5,Tutri Ventures,N Fryday Is A 2023 Indian Hindi-Language
Joram,2023,https://en.wikipedia.org/wiki/Joram_(film),Joram,Devashish Makhija,"Manoj Bajpayee, Mohammed Zeeshan Ayyub",,₹0.40 crore ,,,Is A 2023 Indian Hindi-Language Thriller
The Check Post,2023,https://en.wikipedia.org/wiki/Check_(film),Check,Chandra Sekhar Yeleti,"Nithiin, Rakul Preet Singh, Priya Prakash Varrier, Simran Choudhary",,est. ₹ 14 crore (3 days) ,,Bhavya Creations,021 Indian  Telugu-Language Prison Drama
Who Am I,2023,https://en.wikipedia.org/wiki/Who_Am_I_(2023_film),Who Am I,Shireesh Khemariya,"Chetan Sharma, Surendra Rajan, Rishika Chandani, Shashie Verma, Jay Tiwari, Vivek Sthapak",,,,Write Click Production,Who Am I Is An Indian Hindi
All India Rank,2023,https://en.wikipedia.org/wiki/All_India_Rank,All India Rank,Varun Grover,"Bodhisattva Sharma, Shashi Bhushan, Samta Sudiksha, Geeta Agarwal, Sheeba Chaddha",,₹0.35 crores ,Kaarmic Films,Matchbox Shots,Coming Of Age Comedy Drama
Shehzada,2023,https://en.wikipedia.org/wiki/Shehzada_(2023_film),Shehzada,Rohit Dhawan,"Kartik Aaryan, Kriti Sanon, Paresh Rawal, Manisha Koirala, Ronit Roy",₹65 crore ,est. ₹47.43 crore ,AA Films,,Is A 2023 Indian Hindi-Language Action
Main Raj Kapoor Ho Gaya,2023,https://en.wikipedia.org/wiki/Boney_Kapoor,Boney Kapoor,,,,,,,Is An Indian
Selfiee,2023,https://en.wikipedia.org/wiki/Selfiee,Selfiee,Raj Mehta,"Akshay Kumar, Emraan Hashmi",est. ₹100 crore ,₹23.63 crore ,Star Studios,,2023 Indian Hindi-Language Comedy-Drama
Khela Hobe,2023,https://en.wikipedia.org/wiki/Khela_Hobe_(film),Khela Hobe,Sunil C Sinha,"Om Puri, Mugdha Godse, Manoj Joshi, Rati Agnihotri",,,United Media Works,,Ela Hobe Is A 2023 Indian Hindi-Language
Hide & Seek,2023,https://en.wikipedia.org/wiki/Hide_and_Seek_(2024_film),Hide and Seek,Punith Nagaraj,"Anup Revanna, Dhanya Ramkumar",,,,Suneri Art Creations,4 Indian Kannada-Language Crime Thriller
Gulmohar,2023,https://en.wikipedia.org/wiki/Gulmohar_(2023_film),Gulmohar,Rahul V. Chittella,"Sharmila Tagore, Manoj Bajpayee, Simran, Suraj Sharma, Amol Palekar, Kaveri Seth",,,Disney+ Hotstar,,2023 Indian Hindi-Language Family Drama
Ek Tha Hero,2023,https://en.wikipedia.org/wiki/Ek_Tha_Hero,Ek Tha Hero,Yogesh Pagare,"Ayush Mahesh Khedekar, Amita Pathak, Ashwini Kalsekar, Asrani, Darshan Jariwala",,,Panorama Studios,Soni films & Entertainment,Ro Is A 2023 Indian Hindi-Language Drama
Sir Madam Sarpanch,2023,https://en.wikipedia.org/wiki/Sir_Madam_Sarpanch,Hasmukh Saab ki Wasihat,Praveen Morchhale,"Seema Biswas, Ajay Chourey, Jyoti Dubey, Ariana Sajnani, Bhagwan Tiwari",,,Sanman Group,Suncal Productions International,Madam Sarpanch Is A 2023 Hindi Language
Tu Jhoothi Main Makkaar,2023,https://en.wikipedia.org/wiki/Tu_Jhoothi_Main_Makkaar,Tu Jhoothi Main Makkaar,Luv Ranjan,"Ranbir Kapoor, Shraddha Kapoor",est. ₹200 crore ,₹220.10 crore ,Yash Raj Films,,23 Indian Hindi-Language Romantic Comedy
Mrs. Chatterjee vs. Norway,2023,https://en.wikipedia.org/wiki/Mrs._Chatterjee_vs_Norway,Mrs. Chatterjee vs Norway,Ashima Chibber,"Rani Mukerji, Anirban Bhattacharya, Neena Gupta, Jim Sarbh",₹ 29 crore ,₹ 36.53 crore ,Zee Studios,,A 2023 Indian Hindi-Language Legal Drama
Am I Next,2023,https://en.wikipedia.org/wiki/Am_I_Next,Am I Next,Rahat Kazmi[1],"Anushka Sen, Neelu Dogra, Pooja Dargan, Tariq Khan, Ahmer Haider",,,ZEE5[2],,Xt Is A 2023 Indian Hindi-Language Crime
Shubh Nikah,2023,https://en.wikipedia.org/wiki/Shubh_Nikah,Shubh Nikah,Arshad Siddiqui,"Aksha Pardasany, Rohit Vikkram, Arsh Sandhu",,,Brandex Entertainment,Arsh Sandhu Production,Indian 2023 Hindi Language Family Drama
Chor Nikal Ke Bhaga,2023,https://en.wikipedia.org/wiki/Chor_Nikal_Ke_Bhaga,Chor Nikal Ke Bhaga,Ajay Singh,"Yami Gautam, Sunny Kaushal",,,Netflix,Maddock Films,Is A 2023 Indian Hindi Heist Thriller
Bheed,2023,https://en.wikipedia.org/wiki/Bheed,Bheed,Anubhav Sinha,"Rajkummar Rao, Bhumi Pednekar, Dia Mirza, Ashutosh Rana, Pankaj Kapur, Kritika Kamra",,₹3.33 crore ,AA Films(India)Reliance Entertainment[1](Overseas),Benaras Media Works,2023 Indian Hindi-Language Social Drama
Operation Mayfair,2023,https://en.wikipedia.org/wiki/Yahhve_Sharma,Yahhve Sharma,,,,,,,Best Known For Her Role In The
Kanjoos Makhichoos,2023,https://en.wikipedia.org/wiki/Kanjoos_Makhichoos,Kanjoos Makhichoos,Vipul Mehta,"Kunal Khemu, Shweta Tripathi, Piyush Mishra, Alka Amin, Rajiv Gupta, Raju Srivastava",,,ZEE5,,Choos Is An Indian Hindi-Language Comedy
Bholaa,2023,https://en.wikipedia.org/wiki/Bholaa,Bholaa,Ajay Devgn,"Ajay Devgn, Tabu, Sanjay Mishra, Deepak Dobriyal, Gajraj Rao, Vineet Kumar",₹100 crore ,est. ₹111.64 crore ,Panorama StudiosPVR Pictures(Worldwide),,23 Indian Hindi-Language Action Thriller
Gaslight,2023,https://en.wikipedia.org/wiki/Gaslight_(2023_film),Gaslight,Pavan Kirpalani,"Vikrant Massey, Sara Ali Khan, Chitrangada Singh",,,Disney+ Hotstar,,3 Indian Hindi-Language Mystery-Thriller
Timir,2023,https://en.wikipedia.org/wiki/Shohorer_Ushnotomo_Din_E,Shohorer Ushnotomo Din E,Aritra Sen,"Vikram Chatterjee, Solanki Roy, Anamika Chakraborty, Anindya Chatterjee, Rahul Dev Bose, Debopriyo Mukherjee",,,,,23 Indian Bengali-Language Romance Drama
Gumraah,2023,https://en.wikipedia.org/wiki/Gumraah_(2023_film),Gumraah,Vardhan Ketkar,"Aditya Roy Kapur, Mrunal Thakur, Ronit Roy",est. ₹25 crore ,est. ₹10.68 crores ,Pen Marudhar Entertainment,T-Series Films,23 Indian Hindi-Language Action Thriller
Walk,2023,https://en.wikipedia.org/wiki/Walk_(2023_film),Walk,Nitin Kumar Gupta,"Rahul Roy, Archana Puran Singh",,,,,2023 Indian Hindi-Language Social Drama
Mrs Undercover,2023,https://en.wikipedia.org/wiki/Mrs_Undercover,Mrs Undercover,Anushree Mehta,"Radhika Apte, Rajesh Sharma, Sumeet Vyas, Angana Roy, Laboni Sarkar, Amrita Chattopadhyay, Akshay Kapoor, Indrasish Roy, Biswajit Chakraborty",,,ZEE5,,A 2023 Indian Hindi-Language Spy Comedy
Bicycle Days,2023,https://en.wikipedia.org/wiki/Bicycle_Days_(film),Bicycle Days,Devyani Anant,"Darshit Khanwe, Soham Shah, Rishabh Sah",,,,Katharsis Films,Is A 2023 Hindi Language Drama
Kisi Ka Bhai Kisi Ki Jaan,2023,https://en.wikipedia.org/wiki/Kisi_Ka_Bhai_Kisi_Ki_Jaan_(soundtrack),Kisi Ka Bhai Kisi Ki Jaan,,,,,,,2023 Indian Hindi-Language Action Comedy
U Turn,2023,https://en.wikipedia.org/wiki/U-Turn_(2023_film),U-Turn,Arif Khan,"Alaya F, Priyanshu Painyuli, Aashim Gulati, Manu Rishi, Shreedhar Dubey, Apoorva Suman, Tariq Mir, Priyanka Arya",,,ZEE5,Balaji Telefilms,Supernatural Thriller
Bad Boy,2023,https://en.wikipedia.org/wiki/Bad_Boy_(2023_film),Bad Boy,Rajkumar Santoshi,"Namashi Chakraborty, Amrin Qureshi, Darshan Jariwala, Johny Lever",,,,Inbox Pictures,23 Indian Hindi-Language Romantic Comedy
The Kerala Story,2023,https://en.wikipedia.org/wiki/The_Kerala_Story,The Kerala Story,Sudipto Sen,"Adah Sharma, Yogita Bihani, Sonia Balani, Siddhi Idnani",₹ 15–20 crore ,est. ₹303.97 crore ,,Sunshine Pictures[1],Ry Is A 2023 Indian Hindi-Language Drama
Afwaah,2023,https://en.wikipedia.org/wiki/Afwaah,Afwaah,Sudhir Mishra,"Nawazuddin Siddiqui, Bhumi Pednekar, Sumeet Vyas, Sharib Hashmi",,,AA Films(India)Reliance Entertainment(International)[1],Benaras Media Works,3 Indian Hindi-Language Mystery Thriller
Titu Ambani,2023,https://en.wikipedia.org/wiki/Titu_Ambani,Titu Ambani,Rohit Raj Goyal,"Tushar Pandey, Deepika Singh, Raghubir Yadav",,,,Sabal Productions,2022 Indian Hindi Language Social Drama
Chatrapathi,2023,https://en.wikipedia.org/wiki/Chatrapathi_(2023_film),Chatrapathi,V. V. Vinayak,"Bellamkonda Sai Sreenivas, Nushrat Bharucha, Sharad Kelkar",,,,Pen Studios,I Is A 2023 Indian Hindi-Language Action
A Winter Tale at Shimla,2023,https://en.wikipedia.org/wiki/A_Winter_Tale_at_Shimla,A Winter Tale at Shimla,Yogesh Verma,"Gauri Pradhan Tejwani, Indraneil Sengupta",,,JioCinema,Agastaya Cine Dreams LLP,2023 Indian Hindi-Language Romance Drama
Ab Dilli Dur Nahin,2023,https://en.wikipedia.org/wiki/Ab_Dilli_Dur_Nahin_(2023_film),Ab Dilli Dur Nahin,Kamal Chandra,"Mahesh Bhatt, Imran Zahid, Shruti Sodhi, Satyakam Anand",,,,,Is A 2023 Indian Hindi-Language Drama
Sirf Ek Bandaa Kaafi Hai,2023,https://en.wikipedia.org/wiki/Sirf_Ek_Bandaa_Kaafi_Hai,Sirf Ek Bandaa Kaafi Hai,Apoorv Singh Karki,Manoj Bajpayee,,,ZEE5,,A 2023 Indian Hindi-Language Legal Drama
Bhagwan Bharose,2023,https://en.wikipedia.org/wiki/Bhagwan_Bharose,Bhagwan Bharose,Shiladitya Bora,"Satendra Soni, Sparsh Suman, Vinay Pathak, Masumeh Makhija, Manurishi Chaddha, Shrikant Verma",,,PVR Inox Pictures,Platoon One Films,Is An Indian 2023 Hindi Language
8 A.M. Metro,2023,https://en.wikipedia.org/wiki/8_A.M._Metro,8 A.M. Metro,Raj Rachakonda,"Gulshan Devaiah, Saiyami Kher",est. ₹4 crore ,,Platoon Distribution,Studio 99,Ro Is A 2023 Indian Hindi-Language Drama
Kathal: A Jackfruit Mystery,2023,https://en.wikipedia.org/wiki/Kathal_(film),Kathal,Yashowardhan Mishra,"Sanya Malhotra, Anant V Joshi, Vijay Raaz, Rajpal Yadav, Brijendra Kala, Neha Saraf",,,Netflix,,Satirical Comedy Drama
Agra,2023,https://en.wikipedia.org/wiki/Agra_(2023_film),Agra,Kanu Behl,"Mohit Agarwal, Priyanka Bose, Rahul Roy, Vibha Chibber",,,Les Films de l'Atalante,,Is A 2023 Hindi-Language Indian Drama
Kennedy,2023,https://en.wikipedia.org/wiki/Kennedy_(film),Kennedy,Anurag Kashyap,"Rahul Bhat, Sunny Leone, Mohit Takalkar",,,,,Indian Hindi-Language Neo-Noir Thriller
T,2023,https://en.wikipedia.org/wiki/T_(2023_film),T,Jitesh Kumar Parida,"Debasish Sahu, Prasanjeet Mohapatra, Usasi Misra, Ranbeeir Kalsi, Hara Rath",,,,Jitesh Kumar Films,Is A 2023 Indian Odia-Language Biography
Aazam,2023,https://en.wikipedia.org/wiki/Aazam,Aazam,Shravan Tiwari,"Jimmy Sheirgill, Abhimanyu Singh, Indraneil Sengupta, Govind Namdev, Raza Murad",,,,BMX Motion Pictures,Aazam Is A 2023 Indian Hindi Language
Jogira Sara Ra Ra,2023,https://en.wikipedia.org/wiki/Jogira_Sara_Ra_Ra,Jogira Sara Ra Ra,Kushan Nandy,"Nawazuddin Siddiqui, Neha Sharma, Zarina Wahab",est. ₹ 25 crore,est. ₹ 1.75 crore,AA Films,Touchwood Multimedia Creations,23 Indian Hindi-Language Romantic Comedy
Welcome to Kashmir,2023,https://en.wikipedia.org/wiki/Welcome_to_Kashmir,Welcome to Kashmir,Tariq Bhat,"Mateena Rajput, Ahmad Shahab",,,Filmstock Creations,Filmstock Creations,Mir Is An Indian Hindi-Language Thriller
Chhipkali,2023,https://en.wikipedia.org/wiki/Krishnendu_Adhikari,Krishnendu Adhikari,,,,,,,Works In Bengali Theatre And The Bengali
Fouja,2023,https://en.wikipedia.org/wiki/Fouja,Fouja,Pramod Kumar Punhana,"Karthik Dammu, Pavan Malhotra, Aishwarya Sanjay Singh",,,,,2023 Indian Hindi-Language Action Drama
Zara Hatke Zara Bachke,2023,https://en.wikipedia.org/wiki/Zara_Hatke_Zara_Bachke,Zara Hatke Zara Bachke,Laxman Utekar,"Vicky Kaushal, Sara Ali Khan",₹40 crore ,est. ₹115.89 crore ,Pen Marudhar Cine Entertainment[1],,Is A 2023 Hindi-Language Romantic Comedy
Mumbaikar,2023,https://en.wikipedia.org/wiki/Mumbaikar_(film),Mumbaikar,Santosh Sivan,"Vikrant Massey, Vijay Sethupathi, Tanya Maniktala, Hridhu Haroon",,,JioCinema,,23 Indian Hindi-Language Action Thriller
Chidiakhana,2023,https://en.wikipedia.org/wiki/Chidiakhana,Chidiakhana,Manish Tiwary,"Ritvik Sahore, Avneet Kaur, Prashant Narayanan, Ravi Kishan",,,Platoon One,,Coming-Of-Age Sports Drama
Bloody Daddy,2023,https://en.wikipedia.org/wiki/Bloody_Daddy,Bloody Daddy,Ali Abbas Zafar,"Shahid Kapoor, Ronit Roy, Rajeev Khandelwal, Sanjay Kapoor, Diana Penty",₹ 200 crore ,,JioCinema,,23 Indian Hindi-Language Action Thriller
