title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Chhappad Phaad Ke,2019,https://en.wikipedia.org/wiki/Chappad_Phaad_Ke,Chhappad Phaad Ke,Sameer Hemant Joshi,"Vinay Pathak, Siddharth Menon, Ayesha Raza Mishra, Sheetal Thakur",,,Hotstar[1],Yoodlee films,E Is A 2019 Indian Hindi-Language Comedy
Cargo,2019,https://en.wikipedia.org/wiki/Cargo_(2019_film),Cargo,Arati Kadav,"Vikrant Massey, Shweta Tripathi",,,Netflix,,Science Fiction Dark Comedy
Upstarts,2019,https://en.wikipedia.org/wiki/Upstarts_(film),Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Sheetal Thakur",,,Netflix,Bandra West Pictures,2019 Indian Hindi-Language Comedy-Drama
Officer Arjun Singh IPS,2019,https://en.wikipedia.org/wiki/Officer_Arjun_Singh_IPS_Batch_2000,Officer Arjun Singh IPS Batch 2000,Arshad Siddqui,"Priyanshu Chatterjee, Raai Laxmi, Govind Namdev, Vijay Raaz",,,,,Jun Singh Ips Batch 2000 Is A 2019 Hindi
P Se Pyaar F Se Faraar,2019,https://en.wikipedia.org/wiki/P_Se_Pyaar_F_Se_Faraar,P Se Pyaar F Se Faraar,Manoj Tiwari,"Bhavesh Kumar, Jimmy Sheirgill, Kumud Mishra, Sanjay Mishra, Girish Kulkarni, Zakir Hussain, Akhilendra Mishra",,,PVR Pictures,OK Movies,Is A 2019 Indian Hindi-Language Drama
Life Mein Time Nahi Hai Kisi Ko,2019,https://en.wikipedia.org/wiki/Time_Nahi_Hai,Time Nahi Hai,Manoj Sharma,,,,,,Is A Hindi
#Yaaram,2019,https://en.wikipedia.org/wiki/Yaaram,#Yaaram,Ovais Khan,"Prateik Babbar, Siddhanth Kapoor, Ishita Raj Sharma",,,,Yashavvi Films,Yaaram Is A 2019 Indian Romantic Comedy
Kirket,2019,https://en.wikipedia.org/wiki/Kirket,Kirket,Yogendra Singh,"Kirti Azad, Vishal Tiwari, Sonam Chhabra",,,,,T Is A 2019 Indian Hindi-Language Indian
Eeb Allay Ooo!,2019,https://en.wikipedia.org/wiki/Eeb_Allay_Ooo!,Eeb Allay Ooo!,Prateek Vats,"Shardul Bharadwaj, Mahender Nath, Nutan Sinha, Shashi Bhushan, Naina Sareen",,,"Outsider Pictures, US",NAMA Productions,Is A 2019 Indian Hindi-Language
The Wayfarers,2019,https://en.wikipedia.org/wiki/Raahgir_–_The_Wayfarers,Raahgir - The Wayfarers,Goutam Ghose,"Adil Hussain, Tillotama Shome, Neeraj Kabi, Omkardas Manikpuri",,,,,The Wayfarers Is A Hindi
The Last Koan,2019,https://en.wikipedia.org/wiki/Bhakti_Rathod,Bhakti Rathod,,,,,,,Bhakti Made Her Debut In Dhollywood With
Aani Maani,2019,https://en.wikipedia.org/wiki/Aani_Maani,Aani Maani,Fahim Irshad,,,,,,Ni Is A 2019 Indian Hindi-Language Drama
Housefull 4,2019,https://en.wikipedia.org/wiki/Housefull_4,Housefull 4,Farhad Samji,"Akshay Kumar, Riteish Deshmukh, Bobby Deol, Kriti Sanon, Pooja Hegde, Kriti Kharbanda",₹ 150 crore ,est. ₹ 280.27–296 crore ,Fox Star Studios,,Fantasy Action Comedy
Made in China,2019,https://en.wikipedia.org/wiki/Made_in_China_(2019_film),Made in China,Mikhil Musale,"Rajkummar Rao, Mouni Roy, Boman Irani",,est. ₹ 12.81 crore ,AA Films,,A Is A 2019 Indian Hindi-Language Comedy
Kanpuriye,2019,https://en.wikipedia.org/wiki/Kanpuriye,Kanpuriye,Ashish Aryan,"Aparshakti Khurana, Divyenndu, Harsh Mayar, Vijay Raaz, Rajshri Deshpande, Harshita Gaur",,,Hotstar[1],Yoodlee films,S A 2019 Indian Hindi-Language Anthology
Drive,2019,https://en.wikipedia.org/wiki/Drive_(2019_film),Drive,Tarun Mansukhani,"Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi, Pankaj Tripathi, Boman Irani",,,Netflix,Dharma Productions,2019 Indian Hindi-Language Action-Heist
Ujda Chaman,2019,https://en.wikipedia.org/wiki/Ujda_Chaman,Ujda Chaman,Abhishek Pathak,"Sunny Singh, Maanvi Gagroo, Saurabh Shukla, Karishma Sharma",₹ 12 crore ,est. ₹ 12.61 crore ,Panorama StudiosPVR PicturesGlamour Eyes FilmsAnand Pandit Motion Pictures,Panorama Studios,Icial Remake Of The 2017 Kannada Dramedy
Bala,2019,https://en.wikipedia.org/wiki/Bala_(2019_film),Bala,Amar Kaushik,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam",₹25 crore ,₹172 crore ,AA Films,,S A 2019 Hindi-Language Satirical Comedy
Satellite Shankar,2019,https://en.wikipedia.org/wiki/Satellite_Shankar,Satellite Shankar,Irfan Kamal,"Sooraj Pancholi, Megha Akash",est. ₹ 20 crore ,est. ₹ 54 lakh ,Pen Marudhar Cine Entertainment,,2019 Indian Hindi-Language Action Drama
Bypass Road,2019,https://en.wikipedia.org/wiki/Bypass_Road_(film),Bypass Road,Naman Nitin Mukesh,"Neil Nitin Mukesh, Adah Sharma, Shama Sikander",25 CARORE,est. ₹ 1.16 crore ,PVR Pictures[1],,019 Indian Hindi-Language Thriller-Drama
Ekta,2019,https://en.wikipedia.org/wiki/Ekta_Kapoor,Ekta Kapoor,,,,,,,Is An Indian Television And
Marjaavaan,2019,https://en.wikipedia.org/wiki/Marjaavaan,Marjaavaan,Milap Zaveri,"Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria, Rakul Preet Singh",₹38 crore ,₹ 65.34 crore ,PEN Marudhar Cine Entertainment(India)Eros International(Overseas),,Is A 2019 Hindi-Language Romantic Action
House Arrest,2019,https://en.wikipedia.org/wiki/House_Arrest_(2019_film),House Arrest,Samit BasuShashanka Ghosh,"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh",,,Netflix,India Stories,House Arrest Is A 2019 Indian Comedy
Motichoor Chaknachoor,2019,https://en.wikipedia.org/wiki/Motichoor_Chaknachoor,Motichoor Chaknachoor,Debamitra Biswal,"Nawazuddin Siddiqui, Athiya Shetty",,,Viacom18 Studios,,Haknachoor Is A 2019 Indian Comedy Drama
Line of Descent,2019,https://en.wikipedia.org/wiki/Line_of_Descent,Line of Descent,Rohit Karn Batra,See Cast,$5 million ,"$3,599 ",ZEE5(India)Gravitas Ventures(United States),,Of Descent Is A 2019 Indian Crime Drama
Keep Safe Distance,2019,https://en.wikipedia.org/wiki/Keep_Safe_Distance,Keep Safe Distance,Raama Mehra,"Kiran Kumar, Shahbaz Khan, Mushtaq Khan",,,,,Is A 2019 Indian Drama
Bagpat Ka Dulha,2019,https://en.wikipedia.org/wiki/Bagpat_Ka_Dulha,Bagpat Ka Dulha,Karan Kashyap,"Raza Murad, Ravi Jhankal, Jae Sing, Shubham Teotia",,,,,19 Indian Hindi-Language Romantic Comedy
Depth of Pyaar,2019,https://en.wikipedia.org/wiki/Thoda_Pyaar_Thoda_Magic,Thoda Pyaar Thoda Magic,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Akshat Chopra, Rishi Kapoor, Ameesha Patel",₹ 230 million (US$2.7 million) ,₹ 372.53 million (US$4.4 million) ,Yash Raj Films,,Fantasy Comedy-Drama
Pagalpanti,2019,https://en.wikipedia.org/wiki/Pagalpanti_(2019_film),Pagalpanti,Anees Bazmee,"Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi, Urvashi Rautela, Pulkit Samrat, Kriti Kharbanda, Saurabh Shukla, Inaamulhaq",₹72 crore ,est. ₹ 49.17 crore ,Panorama Studios Distribution LLPAnand Pandit Motion Pictures[1]Eros International,,2019 Indian Hindi-Language Action Comedy
Kadakh,2019,https://en.wikipedia.org/wiki/Kadakh,Kadakh,Rajat Kapoor,"Ranvir Shorey, Kalki Koechlin, Cyrus Sahukar, Tara Sharma",,,Sony Liv,,Black Comedy Drama
Yeh Saali Aashiqui,2019,https://en.wikipedia.org/wiki/Yeh_Saali_Aashiqui,Yeh Saali Aashiqui,Cherag Ruparel,"Vardhan Puri, Shivaleeka Oberoi",,,Pen Marudhar Entertainment,,Indian Hindi-Language Romantic Thriller
Commando 3,2019,https://en.wikipedia.org/wiki/Commando_3_(film),Commando 3,Aditya Datt,"Gulshan Devaiah, Vidyut Jammwal, Adah Sharma, Angira Dhar",₹ 30 crore,₹40.15 crore ,Reliance Entertainment,,19 Indian Hindi-Language Action Thriller
A Gift of Love: Sifar,2019,https://en.wikipedia.org/wiki/A_Gift_of_Love:_Sifar,A Gift of Love: Sifar,Dhruv Sachdev,"Sudha Chandran, Mushtaq Khan, Anang Desai, Kanikka Kapur, Varun Narula",,,,,Sifar Is A Hindi
X Ray: The Inner Image,2019,https://en.wikipedia.org/wiki/X_Ray:_The_Inner_Image,X Ray: The Inner Image,Rajiv Ruia,"Rahul Sharma, Yaashi Kapoor",,,,Baba Motion Picture PVT. LTD,Is An 2019 Indian Psychological Thriller
72 Hoorain,2019,https://en.wikipedia.org/wiki/72_Hoorain,72 Hoorain,Sanjay Puran Singh Chauhan,"Saru Maini, Aamir Bashir, Pavan Malhotra, Rasheed Naz, Ashok Pathak, Namrata Dixit, Mukesh Agrohari, Bhavani Bashir Yasir, Narottam Bain, Vijay Sanap",,,,,2019 Indian Hindi-Language Supernatural
Devi Aur Hero,2019,https://en.wikipedia.org/wiki/Seeta_Aur_Geeta,Seeta Aur Geeta,Ramesh Sippy,"Hema Malini, Dharmendra, Sanjeev Kumar, Roopesh Kumar, Manorama, Satyen Kappu, Honey Irani, Pratima Devi","₹ 40 lakh ( $ 53,000)",est. ₹19.53 crore ($22.82 million ),,,1972 Indian Hindi-Language Comedy Drama
Panipat,2019,https://en.wikipedia.org/wiki/Panipat_(film),Panipat,Ashutosh Gowariker,"Arjun Kapoor, Sanjay Dutt, Kriti Sanon",₹90–92 crore ,est. ₹49.29 crore ,Reliance Entertainment,,019 Indian Hindi-Language Epic War Drama
Pati Patni Aur Woh,2019,https://en.wikipedia.org/wiki/Pati_Patni_Aur_Woh_(2019_film),Pati Patni Aur Woh,Mudassar Aziz,"Kartik Aaryan, Bhumi Pednekar, Ananya Panday",₹ 45 Crore ,₹ 117.7 Crore ,AA Films,,19 Indian Hindi-Language Romantic Comedy
The Body,2019,https://en.wikipedia.org/wiki/The_Body_(2019_film),The Body,Jeethu Joseph,"Rishi Kapoor, Emraan Hashmi, Vedhika, Sobhita Dhulipala",,₹3.47 crore ,Viacom18 Studios,Azure Entertainment,9 Indian Hindi-Language Mystery-Thriller
Mardaani 2,2019,https://en.wikipedia.org/wiki/Mardaani_2,Mardaani 2,Gopi Puthran,"Rani Mukerji, Vishal Jethwa",₹ 27 crore ,₹ 67.12 crore ,Yash Raj Films,Yash Raj Films,19 Indian Hindi-Language Action Thriller
Dabangg 3,2019,https://en.wikipedia.org/wiki/Dabangg_3,Dabangg 3,Prabhu Deva,"Salman Khan, Sonakshi Sinha, Saiee Manjrekar, Sudeepa, Arbaaz Khan",₹100 crore ,est. ₹ 230 crore ,Salman Khan Films (India)KJR Studios (Tamil Nadu)Yash Raj Films(International)[1],,2019 Indian Hindi-Language Action Drama
Good Newwz,2019,https://en.wikipedia.org/wiki/Good_Newwz,Good Newwz,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",₹70 crore ,₹318.57 crore ,Zee Studios,,Good Newwz Is A 2019 Indian Comedy
Dhuusar,2019,https://en.wikipedia.org/wiki/Dhuusar,Dhuusar,"Snehashish Mondal, Soumi Saha",,,,,,Is A 2019 Indian Drama
Dhumkkudiya,2019,https://en.wikipedia.org/wiki/Dhumkkudiya,Dhumkkudiya,Nandlal Nayak,"Rinkal Kacchap, Pradhuman Nayak, Rajesh Jais, Subrat Dutta, Nikhhil R khera, Vinod Anand, Varsha Rittu Lakra, Gita Guha",,,,,Nagpuri
Beautiful,2020,https://en.wikipedia.org/wiki/Beautiful_(2020_film),Beautiful: An Ode to Rangeela,Agastya Manju,"Naina Ganguly, K. K. Binojee, Parth Suri",,,,A Tiger / Company Production,020 Indian Hindi-Language Romantic Drama
Ghost Stories,2020,https://en.wikipedia.org/wiki/Ghost_Stories_(2020_film),Ghost Stories,Karan JoharDibakar BanerjeeZoya AkhtarAnurag Kashyap,"Sobhita Dhulipala, Mrunal Thakur, Avinash Tiwary, Janhvi Kapoor, Surekha Sikri, Raghuvir Yadav, Gulshan Devaiah, Pavail Gulati, Anish Bamne",,,Netflix,,0 Indian Hindi-Language Anthology Horror
Shimla Mirchi,2020,https://en.wikipedia.org/wiki/Shimla_Mirchi,Shimla Mirchi,Ramesh Sippy,"Hema Malini, Rajkummar Rao, Rakul Preet Singh",,est. 0.03 crore ,Viacom18 Studios,,020 Indian Hindi-Language Romantic Drama
Bhangra Paa Le,2020,https://en.wikipedia.org/wiki/Bhangra_Paa_Le,Bhangra Paa Le,Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi, Samir Soni, Chaitnya Sharma, Sheeba Chaddha, Jayati Bhatia, Akarsh Khurana, Kamlesh Gill",,est. ₹0.52 crore ,Tips Industries,RSVP Movies,2020 Indian Hindi-Language Comedy-Drama
Sab Kushal Mangal,2020,https://en.wikipedia.org/wiki/Sab_Kushal_Mangal,Sab Kushal Mangal,Karan Vishwanath Kashyap,"Akshaye Khanna, Priyank Sharma, Riva Kishan",,est. ₹0.45 crore ,Panorama Studios,One Up Entertainment,20 Indian Hindi-Language Romantic Comedy
Director,2020,https://en.wikipedia.org/wiki/Ram_(director),Ram,,,,,,,Ram Is An Indian
Tanhaji: The Unsung Warrior,2020,https://en.wikipedia.org/wiki/Tanhaji,Tanhaji,Om Raut,"Ajay Devgn, Kajol, Saif Ali Khan",₹125 crore ,est. ₹367.65 crore ,AA Films,,Epic Historical Action
Chhapaak,2020,https://en.wikipedia.org/wiki/Chhapaak,Chhapaak,Meghna Gulzar,"Deepika Padukone, Vikrant Massey",₹ 35 crore ,est. ₹ 55.44 crore ,Fox Star Studios,,Biographical Drama
Jai Mummy Di,2020,https://en.wikipedia.org/wiki/Jai_Mummy_Di,Jai Mummy Di,Navjot Gulati,"Sunny Singh, Sonnalli Seygall, Supriya Pathak, Poonam Dhillon",,,Yash Raj Films[1][non-primary source needed],,20 Indian Hindi-Language Romantic Comedy
Bunker,2020,https://en.wikipedia.org/wiki/Bunker_(2020_film),Bunker,Jugal Raja,"Abhijeet Singh, Arindita Kalita, Gaurav Gupta",,,,,Ker Is A 2020 Indian Hindi Drama And War
Court Martial,2020,https://en.wikipedia.org/wiki/Court_Martial_(2020_film),Court Martial,Sourabh Srivastava,"Rajeev Khandelwal, Saksham Dayma, Swapnil Kotriwar",,,ZEE5,Zee Theatre,S A 2020 Indian Hindi-Language Web Drama
Street Dancer 3D,2020,https://en.wikipedia.org/wiki/Street_Dancer_3D,Street Dancer 3D,Remo D'Souza,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi",₹ 70 crore ,est. ₹ 102crore ,AA Films,,3D Is A 2020 Indian Hindi-Language Dance
Panga,2020,https://en.wikipedia.org/wiki/Panga_(film),Panga,Ashwiny Iyer Tiwari,"Kangana Ranaut, Jassi Gill, Yagya Bhasin, Richa Chadda, Neena Gupta",₹ 49 crore ,₹ 41.71 crore ,Fox Star Studios,Fox Star Studios,2020 Indian Hindi-Language Sports Drama
Gul Makai,2020,https://en.wikipedia.org/wiki/Gul_Makai,Gul Makai,H.E. Amjad khan,"Reem Shaikh, Atul Kulkarni, Divya Dutta, Om Puri, Arif Zakaria",,,Pen Studios,Tekno Films,Akai Is A 2020 Indian Biographical Drama
Ek Sainik: The Tale of a Warrior,2020,https://en.wikipedia.org/wiki/Anweshaa,Anwesshaa,,,,,,,In The Bengali
Jawaani Jaaneman,2020,https://en.wikipedia.org/wiki/Jawaani_Jaaneman,Jawaani Jaaneman,Nitin Kakkar,"Saif Ali Khan, Alaya F, Tabu",₹ 30–40 crore ,₹44.77 crore ,Pen Marudhar Entertainment,,2020 Indian Hindi-Language Comedy-Drama
Happy Hardy and Heer,2020,https://en.wikipedia.org/wiki/Happy_Hardy_and_Heer,Happy Hardy and Heer,Raka,"Himesh Reshammiya, Sonia Mann",,,Tips Industries,,A 2020 Bollywood Musical Romantic Drama
Pagleaazam,2020,https://en.wikipedia.org/wiki/Pagleaazam,Pagleaazam,Vikas P KavthekarAPS Raghuvanshi,"Aditya Pratap Singh, Mandeep Kaur Mannnat, Sonia Sharma, Liliput, Mannat Procha, Ravi Mann, Abhinay Sharma, Sahil Patel, Amber Upadhyay",,,,Aps Entertainment,M Is A 2020 Indian Hindi-Language Comedy
Run Zindagi Run,2020,https://en.wikipedia.org/wiki/Zindagi_Na_Milegi_Dobara,Zindagi Na Milegi Dobara,Zoya Akhtar,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, Kalki Koechlin",₹ 45 crore ,₹ 153 crore ,Eros International,Excel Entertainment,Indian Hindi-Language Road Comedy Drama
Kamini,2020,https://en.wikipedia.org/wiki/Kamini_Kaushal,Kamini Kaushal,,,,,,,Is An Indian Actress Who Worked In Hindi
Malang,2020,https://en.wikipedia.org/wiki/Malang_(film),Malang,Mohit Suri,"Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu",₹ 32 crore,est. ₹ 72 crore ,Yash Raj Films[1][non-primary source needed],,Romantic Action Thriller
Shikara,2020,https://en.wikipedia.org/wiki/Shikara_(2020_film),Shikara,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb",,est. ₹ 8.15 crore ,Fox Star Studios,Vinod Chopra Films,020 Indian Hindi-Language Romantic Drama
Kaanchli Life in a Slough,2020,https://en.wikipedia.org/wiki/Kaanchli_Life_in_a_Slough,Kaanchli: Life in a Slough,Dedipya Joshii[citation needed],"Sanjay Mishra, Shikha Malhotra, [, 1, ], [, 2, ]",,,AJ Media CorporationCarnival Cinemas,Pisceann Pictures,N A Slough Is A 2020 Indian Period Drama
Yahan Sabhi Gyani Hain,2020,https://en.wikipedia.org/wiki/Yahan_Sabhi_Gyani_Hain,Yahan Sabhi Gyani Hain,Anant Narain Tripathi,"Atul Srivastava, Neeraj Sood, Apoorva Arora",,,Shemaroo Entertainment,,2020 Indian Hindi-Language Comedy-Drama
Sheru,2020,https://en.wikipedia.org/wiki/Vithika_Sheru,Vithika Sheru,,,,,,,And Kannada
Love Aaj Kal 2,2020,https://en.wikipedia.org/wiki/Love_Aaj_Kal_(2020_film),Love Aaj Kal,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma",₹50 crores ,est. ₹52.6 crore ,Pen India Limited,,Romantic Comedy-Drama
Shukranu,2020,https://en.wikipedia.org/wiki/Shukranu,Shukranu,Bishnu Dev Halder,"Divyenndu, Shweta Basu Prasad, Sheetal Thakur",,,Zee5,Zee5,Shukranu Is An Indian
Bhoot: Part One - The Haunted Ship,2020,https://en.wikipedia.org/wiki/Bhoot_–_Part_One:_The_Haunted_Ship,Bhoot – Part One: The Haunted Ship,Bhanu Pratap Singh,"Vicky Kaushal, Bhumi Pednekar, Inayah Chowdhry",₹37 crore ,est. ₹ 40.94 crore ,Zee Studios,,20 Indian Hindi-Language Horror Thriller
Shubh Mangal Zyada Saavdhan,2020,https://en.wikipedia.org/wiki/Shubh_Mangal_Zyada_Saavdhan,Shubh Mangal Zyada Saavdhan,Hitesh Kewalya,"Ayushmann Khurrana, Jitendra Kumar",₹ 30 crore ,₹ 87 crore ,AA Films,,Is A 2020 Hindi-Language Romantic Comedy
The Hundred Bucks,2020,https://en.wikipedia.org/wiki/The_Hundred_Bucks,The Hundred Bucks,Dushyant Pratap Singh,"Kavita Tripathi, Dinesh Bawra",,,,,Is A 2020 Indian
My Friend Ganesha 4,2020,https://en.wikipedia.org/wiki/My_Friend_Ganesha,My Friend Ganesha,Rajiv S Ruia,"Ahsaas Channa, Kiran Janjani, Shital Shah, Upasana Singh",,₹1.08 crore ,,Koffee Break Pictures,Ganesha Is A 2007 Indian Hindi-Language
Thappad,2020,https://en.wikipedia.org/wiki/Thappad,Thappad,Anubhav Sinha,"Taapsee Pannu, Pavail Gulati",₹ 24 crore ,₹44.54 crore ,AA Films,,Is A 2020 Indian Hindi-Language Drama
Guns of Banaras,2020,https://en.wikipedia.org/wiki/Guns_of_Banaras,Guns of Banaras,Sekhar Suri,"Karan Nath, Nathalia, Abhimanyu Singh, Ganesh Venkatraman, Shilpa Shirodkar, Zarina Wahab, Mohan Agashe",,,UFO Moviez,Dashaka Cinema Co Production,Naras Is An Indian Hindi-Language Action
Doordarshan,2020,https://en.wikipedia.org/wiki/Doordarshan_(film),Doordarshan,Gagan Puri,"Mahie Gill, Manu Rishi Chaddha, Dolly Ahluwalia, Supriya Shukla, Rajesh Sharma, Mehak Manwani, Sumit Gulati, Manoj Bakshi, Aditya Kumar, Shardul Rana, Archita Sharma",,,PVR Pictures,Arya Films,2020 Indian Hindi-Language Comedy Drama
O Pushpa I Hate Tears,2020,https://en.wikipedia.org/wiki/O_Pushpa_I_Hate_Tears,O Pushpa I Hate Tears,Dinkar Kapoor,"Krushna Abhishek, Arjumman Mughal, Anusmriti Sarkar, Karthik Jayaram",,,Wavelength Studios,Films@50,Comedy Drama Thriller
Baaghi 3,2020,https://en.wikipedia.org/wiki/Baaghi_3,Baaghi 3,Ahmed Khan,"Tiger Shroff, Ritesh Deshmukh, Shraddha Kapoor",₹80 crore ,₹137.05 crore ,Fox Star Studios,,20 Indian Hindi-Language Action Thriller
Guilty,2020,https://en.wikipedia.org/wiki/Guilty_(2020_film),Guilty,Ruchi Narain,"Kiara Advani, Akansha Ranjan Kapoor, Gurfateh Pirzada, Taher Shabbir",,,Netflix,Dharmatic Entertainment,020 Indian Hindi-Language Thriller Drama
Operation Parindey,2020,https://en.wikipedia.org/wiki/Operation_Parindey,Operation Parindey,Sanjay Gadhvi,"Amit Sadh, Rahul Dev, Aakash Dahiya, Amit Gaur, Rucha Inamdar, Kunal Kumar",,,Zee5,,Eration Parindey Is A 2020 Indian Action
Angrezi Medium,2020,https://en.wikipedia.org/wiki/Angrezi_Medium,Angrezi Medium,Homi Adajania,"Irrfan Khan, Radhika Madan, Deepak Dobriyal, Kareena Kapoor Khan",₹ 36 crore ,est. ₹13.54 crore ,Pen India LimitedJio Studios,,2020 Indian Hindi-Language Comedy Drama
Bamfaad,2020,https://en.wikipedia.org/wiki/Bamfaad,Bamfaad,Ranjan Chandel,"Aditya Rawal, Shalini Pandey, Vijay Varma",,,ZEE5,,Is A 2020 Indian Romantic Action
One Stop for Love,2020,https://en.wikipedia.org/wiki/Love_(2020_film),Love,Khalid Rahman,"Shine Tom Chacko, Rajisha Vijayan",,,,Aashiq Usman Productions,Alayalam-Language Psychological Thriller
Ateet,2020,https://en.wikipedia.org/wiki/Ateet,Ateet,Tanuj Bhramar,"Priyamani Raj, Sanjay Suri, Rajeev Khandelwal",,,ZEE5,,S A 2020 Indian Hindi-Language War Drama
Mrs. Serial Killer,2020,https://en.wikipedia.org/wiki/Mrs._Serial_Killer,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina",,,Netflix,Three's Company Productions Pvt.Ltd,Is A 2020 Indian Crime Thriller
Ghoomketu,2020,https://en.wikipedia.org/wiki/Ghoomketu,Ghoomketu,Pushpendra Nath Mishra[1],"Nawazuddin Siddiqui, Ragini Khanna, Anurag Kashyap",,,ZEE5,,2020 Indian Hindi-Language Comedy Drama
