title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Ghar Jamai,1992,https://en.wikipedia.org/wiki/Ghar_Jamai_(1992_film),Ghar Jamaiघर जमाई,Arun Bhatt,"Mithun Chakraborty, Varsha Usgaonkar, Rita Bhaduri, Vikram Gokhale, Shakti Kapoor",,,,,Ar Jamai Is A 1992 Indian Hindi-Language
Dushman Zamana,1992,https://en.wikipedia.org/wiki/Dushman_Zamana,Dushman Zamana,Jagdish A. Sharma,"Armaan Kohli, Divya Bharti",,,,Matushree Films,Is A 1992 Indian Action
Jigar,1992,https://en.wikipedia.org/wiki/Jigar,Jigar,Farouq Siddique,"Ajay Devgn, Karisma Kapoor",,,,Aftab Pictures,1992 Indian Hindi-Language Martial Arts
Yalgaar,1992,https://en.wikipedia.org/wiki/Yalgaar,Yalgaar,Feroz Khan,"Feroz Khan, Sanjay Dutt, Kabir Bedi, Manisha Koirala, Nagma, Mukesh Khanna, Vicky Arora",,,,,Action Crime Thriller
Dil Aashna Hai (...The Heart Knows),1992,https://en.wikipedia.org/wiki/Dil_Aashna_Hai,Dil Aashna Hai,Hema Malini,"Jeetendra, Mithun Chakraborty, Dimple Kapadia, Amrita Singh, Sonu Walia, Divya Bharti, Shah Rukh Khan",,,,H. M. Creations,Is A 1992 Indian Hindi-Language Romance
Apradhi,1992,https://en.wikipedia.org/wiki/Apradhi_(1992_film),Apradhi,K. Ravi Shankar,"Anil Kapoor, Vijayashanti",,,,Ratan International,Hi Is A 1992 Indian Hindi-Language Drama
Muskurahat,1992,https://en.wikipedia.org/wiki/Muskurahat_(1992_film),Muskurahat,Priyadarshan,"Jay Mehta, Revathi, Amrish Puri, Anil Dhawan, Jagdeep, Annu Kapoor, Sharat Saxena, Anju Mahendru, lyrics - Suraj Sanim",,,,Prathima Films,1992 Indian Hindi-Language Comedy-Drama
Anaam,1992,https://en.wikipedia.org/wiki/Anaam,Anaam,Ramesh Modi,"Armaan Kohli, Ayesha Jhulka",,,,,Anaam Is A 1992 Indian Hindi-Language
Baaz,1992,https://en.wikipedia.org/wiki/Baaz_(1992_film),Baaz,S.Subhash,"Govinda, Sonam",,,,,992 Indian Hindi-Language Thriller Drama
Raju Ban Gaya Gentleman,1992,https://en.wikipedia.org/wiki/Raju_Ban_Gaya_Gentleman,Raju Ban Gaya Gentleman,Aziz Mirza,"Shah Rukh Khan, Amrita Singh, Juhi Chawla, Nana Patekar",,₹ 3.44 crore (India),,Sippy Films,Romantic Comedy-Drama
Geet,1992,https://en.wikipedia.org/wiki/Geet_(1992_film),Geet (गीत),Partho Ghosh,"Avinash Wadhawan, Divya Bharti, Shakti Kapoor",,,,Vishakha Films,Is A 1992 Indian Hindi-Language
Jaanam,1992,https://en.wikipedia.org/wiki/Jaanam,Jaanam,Vikram Bhatt,"Rahul Roy, Pooja Bhatt",,,,Vishesh films,Jaanam Is A 1993 Indian Hindi-Language
Abhi Abhi,1992,https://en.wikipedia.org/wiki/Eeramana_Rojave,Eeramana Rojave,Keyaar,"Shiva Subramanian, Mohini, Srividya, Nassar",,,,K. R. Enterprises,Is A 1991 Indian Tamil-Language
Maa,1992,https://en.wikipedia.org/wiki/Maa_(1991_film),Maa,Ajay Kashyap,"Jeetendra, Jaya Pradha",,,,Shatketan Associates,1991 Indian Hindi-Language Horror Drama
Prem Deewane,1992,https://en.wikipedia.org/wiki/Prem_Deewane,Prem Deewane,Sachin Pilgaonkar,"Jackie Shroff, Madhuri Dixit, Vivek Mushran, Pooja Bhatt, Manohar Singh, Ashalata Wabgaonkar, Dara Singh, Reema Lagoo, Ashok Saraf, Prem Chopra, Kamal Chopra",,,Mukta Arts,,92 Indian Hindi-Language Romantic Comedy
Suraj Ka Satvan Ghoda,1992,https://en.wikipedia.org/wiki/Suraj_Ka_Satvan_Ghoda,Suraj Ka Satvan Ghoda,Shyam Benegal,"Rajit Kapur, Amrish Puri, Neena Gupta, Rajeshwari Sachdev, Pallavi Joshi",₹ 5 crore,,,,Is A 1992 Indian Hindi
Jeena Marna Tere Sang,1992,https://en.wikipedia.org/wiki/Jeena_Marna_Tere_Sang,Jeena Marna Tere Sangजीना मरना तेरे संग,B. Vijay Reddy,"Sanjay Dutt, Raveena Tandon",,,,,92 Indian Hindi-Language Romantic Action
Isi Ka Naam Zindagi,1992,https://en.wikipedia.org/wiki/Isi_Ka_Naam_Zindagi,Isi Ka Naam Zindagi,Kalidas,"Aamir Khan, Farah, Pran, Shakti Kapoor",,₹ 18 million (equivalent to ₹ 140 million or US$1.6 million in 2023) ,,,Is A 1992 Indian Hindi-Language Drama
Tahalka,1992,https://en.wikipedia.org/wiki/Tahalka,Tahalka,Anil Sharma,"Dharmendra, Naseeruddin Shah, Mukesh Khanna, Aditya Pancholi, Javed Jaffrey, Sonu Walia, Ekta Sohini, Shikha Swaroop, Pallavi Joshi, Shammi Kapoor, Amrish Puri",,₹16.25 crore ,,,2 Indian Hindi-Language Action Adventure
Daulat Ki Jung,1992,https://en.wikipedia.org/wiki/Daulat_Ki_Jung,Daulat Ki Jungदौलत की जंग,S. A. Kader,"Aamir Khan, Juhi Chawla",,,,,Hindi-Language Action Adventure Romance
Virodhi,1992,https://en.wikipedia.org/wiki/Virodhi_(1992_film),Virodhi,Rajkumar Kohli,"Armaan Kohli, Harsha Mehra",,,,,I Is A 1992 Indian Bollywood Crime Drama
Laat Saab,1992,https://en.wikipedia.org/wiki/Laat_Saab,Laat Saab[1],Sunil Agnihotri[1],"Jackie Shroff, Neelam",,,,,Laat Saab Is A 1992 Bollywood
Umar 55 Ki Dil Bachpan Ka,1992,https://en.wikipedia.org/wiki/Umar_55_Ki_Dil_Bachpan_Ka,Umar 55 Ki Dil Bachpan Ka,Ajay Mehra,"Kader Khan, Anupam Kher, Swapna Khanna, Gulshan Grover, Aruna Irani, Akshay Anand, Chandni Thakur",,,,,A 1992 Bollywood Crime-Comedy-Drama
Waqt Ka Badshah,1992,https://en.wikipedia.org/wiki/Waqt_Ka_Badshah,Waqt Ka Badshah,,"Dharmendra, Vinod Khanna, Raj Babbar, Moon Moon Sen, Navin Nischol, Amjad Khan, Goga Kapoor",,,,,Is A 1992 Indian Hindi-Language
Dilwale Kabhi Na Hare,1992,https://en.wikipedia.org/wiki/Dilwale_Kabhi_Na_Hare,Dilwale Kabhi Na Hareदिलवाले कभी ना हारे,V.N. Menon,"Rahul Roy, Prithvi, Nagma, Varsha Usgaonkar",,,Sameer Productions,,1992 Indian Hindi-Language Romance Drama
I Love You,1992,https://en.wikipedia.org/wiki/I_Love_You_(1992_film),I Love You,Vara Prasad,"Prashanth, Sabah",,,,,992 Indian Hindi-Language Romantic Drama
Sangeet,1992,https://en.wikipedia.org/wiki/Sangeet_(film),Sangeet,K. Vishwanath,"Jackie Shroff, Madhuri Dixit",,,T-Series Films,T-Series Films,Is A 1992 Hindi
Insaaf Ki Devi,1992,https://en.wikipedia.org/wiki/Insaaf_Ki_Devi,Insaaf Ki Devi,S. A. Chandrasekhar,"Jeetendra, Rekha",,,,AMIT – BRAR Arts[1],Is A 1992 Indian Hindi Action
Mehboob Mere Mehboob,1992,https://en.wikipedia.org/wiki/Mehboob_Kotwal,Mehboob Kotwal,,,,,,,Is An Indian
Nagin Aur Lootere,1992,https://en.wikipedia.org/wiki/Nagin_Aur_Lootere,Nagin Aur Lootere,Mohan T Gehani,"Anupam Kher, Shakti Kapoor, Neelima Azeem, Kader Khan, Goga Kapoor",,,,Devi Films,In Aur Lootere Is A Hindi Action Fantasy
Prema Sikharam,1992,https://en.wikipedia.org/wiki/Prema_Sikharam,Prema Sikharam,Satya Gopal Bhatnagar,"Prashanth, Mamta Kulkarni, Arun Pandian",,,Saraswati Film InternationalSameera Films & Studios,,Is A 1992 Indian Telugu-Language Romance
Parda Hai Parda,1992,https://en.wikipedia.org/wiki/Parda_Hai_Parda_(film),Parda Hai Parda,K. Bapaiah,"Chunky Pandey, Meena, Malvika Tiwari, Virendra Singh, Rajendranath Zutshi, Laxmikant Berde, Reema Lagoo, Shobha Khote, Kiran Kumar",,,,,Is A 1992 Indian Hindi-Language Comedy
Rishta Ho to Aisa,1992,https://en.wikipedia.org/wiki/Rishta_Ho_To_Aisa,Rishta Ho To Aisa,Kalptaru,"Jeetendra, Rishi Kapoor, Juhi Chawla, Sujata Mehta",,,,Marco Enterprises[1],Is A 1992 Indian Hindi-Language Drama
Sardar,1993,https://en.wikipedia.org/wiki/Sardar_(1993_film),Sardar,Ketan Mehta,"Paresh Rawal,, Annu Kapoor,, Benjamin Gilani,, Tom Alter",,,,,Rdar Is A 1993 Indian Biographical Drama
Tirangaa,1993,https://en.wikipedia.org/wiki/Tirangaa_(film),Tirangaa,Mehul Kumar,"Raaj Kumar, Nana Patekar, Harish Kumar, Mamta Kulkarni, Varsha Usgaonkar, Deepak Shirke, Manohar Singh",,₹120.25 million ,,M. K. Pictures,Is A 1993 Indian Action Drama
King Uncle,1993,https://en.wikipedia.org/wiki/King_Uncle,King Uncle,Rakesh Roshan,"Jackie Shroff, Shah Rukh Khan, Anu Aggarwal, Nagma, Paresh Rawal, Sushmita Mukherjee, Deven Verma, Pooja Ruparel",,,,Filmkraft Productions Pvt. Ltd,1993 Indian Hindi-Language Action Comedy
Game,1993,https://en.wikipedia.org/wiki/Game_(1993_film),Game,Anil Mattoo,"Naseeruddin Shah, Aditya Pancholi, Rahul Roy, Sangeeta Bijlani",,,,,1993 Indian Bollywood Action Crime Drama
Insaniyat Ke Devta,1993,https://en.wikipedia.org/wiki/Insaniyat_Ke_Devta,Insaniyat Ke Devta,K. C. Bokadia,"Rajinikanth, Vinod Khanna, Raaj Kumar, Jaya Prada, Manisha Koirala",,,D.S. Films,,Is A 1993 Hindi-Language Action
Kundan,1993,https://en.wikipedia.org/wiki/Kundan_Shah,Kundan Shah,,,,,,,Was An Indian
Shreemaan Aashique,1993,https://en.wikipedia.org/wiki/Shreemaan_Aashique,Shreemaan Aashique,Deepak Anand,"Rishi Kapoor, Urmila Matondkar",,,,,E Is A 1993 Indian Hindi-Language Comedy
Aaj Kie Aurat,1993,https://en.wikipedia.org/wiki/Aaj_Kie_Aurat,Aaj Kie Aurat,Avtar Bhogal,"Jeetendra, Dimple Kapadia",,,,ABC International,Is A 1993 Hindi-Language Social Problem
Kshatriya,1993,https://en.wikipedia.org/wiki/Kshatriya_(film),Kshatriya,J. P. Dutta,"Sunil Dutt, Dharmendra, Vinod Khanna, Sunny Deol, Sanjay Dutt, Meenakshi Sheshadri, Raveena Tandon, Divya Bharti, Rakhee Gulzar, Sumalatha, Puneet Issar, Prem Chopra",,,Pushpa Movies,,Is A 1993 Indian Hindi-Language Action
Bhookamp,1993,https://en.wikipedia.org/wiki/Bhookamp,Bhookamp,Gautam Adhikari,"Jeetendra, Rahul Roy, Mamta Kulkarni, Deepa Sahi",,,,Sri Adhikari Brothers Television Network Ltd.,Is A 1993 Indian Hindi-Language Action
Aankhen,1993,https://en.wikipedia.org/wiki/Aankhen_(1993_film),Aankhen,David Dhawan,"Govinda, Chunky Pandey, Raj Babbar",,₹25 crore ,Chiragdeep International,,1993 Indian Hindi-Language Action Comedy
Roop Ki Rani Choron Ka Raja,1993,https://en.wikipedia.org/wiki/Roop_Ki_Rani_Choron_Ka_Raja,Roop Ki Rani Choron Ka Raja,Satish Kaushik,"Anil Kapoor, Sridevi, Anupam Kher, Jackie Shroff",₹ 9 crore ,,,,E Shroff It Was The Highest-Budget Hindi
Platform,1993,https://en.wikipedia.org/wiki/Platform_(1993_film),Platform,Deepak Pawar,"Ajay Devgan, Tisca Chopra, Prithvi, Kiran Kumar, Mohnish Bahl, Paresh Rawal",,,,,M Is A 1993 Indian Hindi-Language Action
Damini,1993,https://en.wikipedia.org/wiki/Damini,Damini,Rajkumar Santoshi,"Rishi Kapoor, Meenakshi Sheshadri, Sunny Deol, Amrish Puri, Aamir Khan, Tinu Anand",,est. ₹ 11.75 crore ,,,A 1993 Indian Hindi-Language Crime Drama
Dil Ki Baazi,1993,https://en.wikipedia.org/wiki/Dil_Ki_Baazi,Dil Ki Baazi,Anil Ganguly,"Akshay Kumar, Ayesha Jhulka, Avinash Wadhavan, Farheen",,35 cr,,Sri RV Films International,Is A 1993 Indian Hindi Action
Parampara,1993,https://en.wikipedia.org/wiki/Parampara_(1993_film),Parampara,Yash Chopra,"Sunil Dutt, Vinod Khanna, Aamir Khan, Saif Ali Khan, Neelam, Raveena Tandon, Ashwini Bhave, Ramya Krishna",₹ 30.7 million ,₹ 40 million ,A G Films,,1993 Indian Hindi-Language Action Drama
Muqabla,1993,https://en.wikipedia.org/wiki/Muqabla_(1993_film),Muqabla,T. Rama Rao,"Aditya Pancholi, Govinda, Farah Naaz, Karisma Kapoor, Paresh Rawal",,,,Prasad Art Productions,Muqabla Is 1993 Hindi-Language
Hasti,1993,https://en.wikipedia.org/wiki/Hasti,Hasti,Ashok Gaekwad,"Naseeruddin Shah, Jackie Shroff, Nagma",,,,Megha Arts,Is A 1993  Bollywood
Anari,1993,https://en.wikipedia.org/wiki/Anari_(1993_film),Anari,K. Murali Mohana Rao,"Venkatesh, Karisma Kapoor",,₹ 3 crore (equivalent to ₹ 22 crore or US$2.6 million in 2023) ,,Suresh Productions,993 Indian Hindi-Language Romantic Drama
Geetanjali,1993,https://en.wikipedia.org/wiki/Geetanjali_(1993_film),Geetanjali,Shakti Samanta,"Jeetendra, Rekha",,,,Shakti Films[1],Tanjali Is A 1993 Hindi-Language Romance
Kayda Kanoon,1993,https://en.wikipedia.org/wiki/Kayda_Kanoon,Kayda Kanoon,Pradeep Mani,"Akshay Kumar, Ashwini Bhave, Sudesh Berry, Tinnu Anand, Paresh Rawal, Aruna Irani, Ajit Vachani, Kader Khan",,,,,Is A 1993 Indian Action
Khal Nayak,1993,https://en.wikipedia.org/wiki/Khal_Nayak,Khal Nayak,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff",,₹ 24 crores ,Eros International,Mukta Arts Ltd.,1993 Indian Hindi-Language Action Crime
Aaina,1993,https://en.wikipedia.org/wiki/Aaina_(1993_film),Aaina,Deepak Sareen,"Jackie Shroff, Amrita Singh, Juhi Chawla",,,,Yash Raj Films,993 Indian Hindi-Language Romantic Drama
Rudaali,1993,https://en.wikipedia.org/wiki/Rudaali,Rudaali,Kalpana Lajmi,"Dimple Kapadia, Raj Babbar, Raakhee, Amjad Khan",,,,,Is A 1993 Indian Hindi-Language Drama
Sangram,1993,https://en.wikipedia.org/wiki/Sangram_(1993_film),Sangram,Lawrence D'Souza,"Ajay Devgan, Ayesha Jhulka, Karishma Kapoor",,,,3R Films,Sangram Is A1993 Hindi Romantic Action
