title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Metro.... In Dino,2025,https://en.wikipedia.org/wiki/Metro..._In_Dino,Metro... In Dino,Anurag Basu,"Anupam Kher, Neena Gupta, Konkona Sen Sharma, Pankaj Tripathi, Aditya Roy Kapur, Sara Ali Khan, Ali Fazal, Fatima Sana Shaikh",₹47 crores ,est. ₹56.86 crore ,AA Films,,Musical Romantic Drama
Kaalidhar Laapata,2025,https://en.wikipedia.org/wiki/Kaalidhar_Laapata,Kaalidhar Laapata,Madhumita,"Abhishek Bachchan, Mohammed Zeeshan Ayyub, Daivik Bhagela, Nimrat Kaur",,,ZEE5,,Is A 2025 Indian Hindi-Language Drama
Akshardham: Operation Vajra Shakti,2025,https://en.wikipedia.org/wiki/National_Security_Guard,National Security Guard,,,,,,,
Maalik,2025,https://en.wikipedia.org/wiki/Maalik_(2025_film),Maalik,Pulkit,"Rajkummar Rao, Prosenjit Chatterjee, Manushi Chhillar",,est. ₹22.21 crore ,Pen Marudhar,,25 Indian Hindi-Language Action Thriller
Aap Jaisa Koi,2025,https://en.wikipedia.org/wiki/Aap_Jaisa_Koi_(film),Aap Jaisa Koi,Vivek Soni,"R. Madhavan, Fatima Sana Shaikh, Ayesha Raza, Manish Chaudhary, Namit Das",,,Netflix,Dharmatic Entertainment,Romantic Comedy Drama
Aankhon Ki Gustaakhiyan,2025,https://en.wikipedia.org/wiki/Aankhon_Ki_Gustaakhiyan,Aankhon Ki Gustaakhiyan,Santosh Singh,"Vikrant Massey, Shanaya Kapoor",,est. ₹2.55 crore ,Zee Studios,,025 Indian Hindi-Language Romantic Drama
Mahavatar Narsimha,2025,https://en.wikipedia.org/wiki/Mahavatar_Narsimha,Mahavatar Narsimha,Ashwin Kumar,,,,see below,,3D Animated Mythological Action
Son of Sardaar 2,2025,https://en.wikipedia.org/wiki/Son_of_Sardaar_2,Son of Sardaar 2,Vijay Kumar Arora,"Ajay Devgn, Mrunal Thakur, Ravi Kishan, Sanjay Mishra",,,,,An Upcoming Hindi-Language Action Comedy
So Long Valley,2025,https://en.wikipedia.org/wiki/So_Long_Valley,So Long Valley,Man Singh,"Tridha Choudhury, Akanksha Puri, Vikram Kochhar, ⁠Man Singh, Alisha Parveen",,,,Sourya Studios,025 Indian Hindi-Language Crime Thriller
