title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Raampur Ka Lakshman,1972,https://en.wikipedia.org/wiki/Raampur_Ka_Lakshman,Raampur Ka Lakshman,Manmohan Desai,"Randhir Kapoor, Rekha, Shatrughan Sinha",,,A.G Films Pvt.Ltd,,1972 Indian Hindi-Language Romance Drama
Ek Nazar,1972,https://en.wikipedia.org/wiki/Ek_Nazar,Ek Nazar,B. R. Ishara,"Amitabh Bachchan, Jaya Bachchan",,,,,Is A 1972 Bollywood Romance
Bansi Birju,1972,https://en.wikipedia.org/wiki/Bansi_Birju,Bansi Birju,Prakash Verma,"Amitabh Bachchan, Jaya Bachchan",,,,,Bansi Birju Is A 1972 Bollywood Romance
Joroo Ka Ghulam,1972,https://en.wikipedia.org/wiki/Joroo_Ka_Ghulam,Joroo Ka Ghulam,A. Bhimsingh,"Rajesh Khanna, Nanda, Om Prakash",,,,,Is A 1972 Hindi-Language Comedy
Milap,1972,https://en.wikipedia.org/wiki/Milap_(1972_film),Milap,B. R. Ishara,"Shatrughan Sinha, Reena Roy, Danny Denzongpa",,,,,Milap Is A 1972 Bollywood Action
Anokhi Pehchan,1972,https://en.wikipedia.org/wiki/Anokhi_Pehchan,Anokhi Pehchan,Satyen Bose,"Sanjay Khan, Raakhee",,,,,Anokhi Pehchan Is A 1972 Bollywood Drama
Mere Jeevan Saathi,1972,https://en.wikipedia.org/wiki/Mere_Jeevan_Saathi_(1972_film),Mere Jeevan Saathi,Ravikant Nagaich,"Rajesh Khanna, Tanuja",,4.5 cr,,,Is A 1972 Indian
Parichay,1972,https://en.wikipedia.org/wiki/Parichay_(film),Parichay,Gulzar,"Jeetendra, Jaya Bhaduri",,,,Tirupathi Pictures,Is A 1972 Indian Hindi-Language Drama
Maalik,1972,https://en.wikipedia.org/wiki/Maalik_(1972_film),Maalik,A. Bhimsingh,"Sharmila Tagore, Rajesh Khanna",,,,,72 Indian Hindi-Language Spiritual Drama
Roop Tera Mastana,1972,https://en.wikipedia.org/wiki/Roop_Tera_Mastana,Roop Tera Mastana,Khalid Akhtar,"Jeetendra, Mumtaz, Pran",,,,Suchitra Kala Mandir,Is A 1972 Hindi-Language Thriller
Seeta Aur Geeta,1972,https://en.wikipedia.org/wiki/Seeta_Aur_Geeta,Seeta Aur Geeta,Ramesh Sippy,"Hema Malini, Dharmendra, Sanjeev Kumar, Roopesh Kumar, Manorama, Satyen Kappu, Honey Irani, Pratima Devi","₹ 40 lakh ( $ 53,000)",est. ₹19.53 crore ($22.82 million ),,,1972 Indian Hindi-Language Comedy Drama
Gomti Ke Kinare,1972,https://en.wikipedia.org/wiki/Gomti_Ke_Kinare,Gomti Ke Kinare,Saawan Kumar Tak,"Meena Kumari, Mumtaz",,,,,Omti Ke Kinare Is A 1972 Bollywood Drama
Raaste Kaa Patthar,1972,https://en.wikipedia.org/wiki/Raaste_Kaa_Patthar,Raaste Kaa Patthar,Mukul Dutt,"Amitabh Bachchan, Shatrughan Sinha, Prem Chopra",est. ₹ 1.5 crore ( est. ₹ 40.8 crore as of 2019),est. ₹ 1.78 crore ( est. ₹ 48.42 crore as of 2019),,,1972 Indian Hindi-Language Comedy Drama
Anuraag,1972,https://en.wikipedia.org/wiki/Anuraag_(1972_film),Anuraag,Shakti Samanta,"Ashok Kumar, Nutan, Rajesh Khanna, Vinod Mehra, Moushmi Chatterjee",,,United Producers,Shakti Films,Ag Is A 1972 Indian Hindi-Language Drama
Victoria No. 203,1972,https://en.wikipedia.org/wiki/Victoria_No._203,Victoria No. 203,Brij,"Ashok Kumar, Saira Banu, Pran, Ranjeet",,,Dynamo International,,1972 Indian Hindi-Language Heist Comedy
Sabse Bada Sukh,1972,https://en.wikipedia.org/wiki/Sabse_Bada_Sukh,Sabse Bada Sukh,Hrishikesh Mukherjee,Naarghita,,,,,Abse Bada Sukh Is A 1972 Bollywood Drama
Gora Aur Kala,1972,https://en.wikipedia.org/wiki/Gora_Aur_Kala,Gora Aur Kala,Naresh Kumar,"Rajendra Kumar, Hema Malini, Rekha",,,Nishi Productions,Shankar Movies,Is A 1972 Indian Hindi-Language
Samadhi,1972,https://en.wikipedia.org/wiki/Samadhi_(1972_film),Samadhi,Prakash Mehra,"Dharmendra, Asha Parekh, Jaya Bhaduri",,,,Sangam Arts International,Samadhi Is A 1972 Hindi
Jangal Mein Mangal,1972,https://en.wikipedia.org/wiki/Jangal_Mein_Mangal,Jangal Mein Mangal,Rajendra Bhatia,"Kiran Kumar, Reena Roy",,,,,Mein Mangal Is A 1972 Bollywood Romance
Apna Desh,1972,https://en.wikipedia.org/wiki/Apna_Desh,Apna Desh,Jambu,"Rajesh Khanna, Mumtaz, Om Prakash, Jagdeep, Madan Puri",,,Olympics Pictures,Venus Pictures,1972 Indian Hindi-Language Action Drama
Dil Daulat Duniya,1972,https://en.wikipedia.org/wiki/Dil_Daulat_Duniya,Dil Daulat Duniya,Prem Narayan Arora,"Rajesh Khanna, Sadhana, Ashok Kumar, Om Prakash, Sulochana, Helen, Jagdeep",,,,,Is A 1972 Hindi-Language Comedy-Drama
Raja Jani,1972,https://en.wikipedia.org/wiki/Raja_Jani,Raja Jani,Mohan Sehgal,"Dharmendra, Hema Malini, Premnath, Prem Chopra, Johnny Walker",,,Seven Art Pictures,Seven Art Pictures,Is A 1972 Indian Hindi-Language
Zameen Aasmaan,1972,https://en.wikipedia.org/wiki/Zameen_Aasmaan_(1972_film),Zameen Aasmaan,A Veerappan,"Ashok Kumar, Sunil Dutt, Rekha, Yogeeta Bali",,,,,Is A 1972 Hindi Action
Annadata,1972,https://en.wikipedia.org/wiki/Annadata_(1972_film),Annadata,Asit Sen,"Jaya Bhaduri, Anil Dhawan",,,,L. B. Films,Is A 1972 Indian Hindi-Language Drama
Sazaa,1972,https://en.wikipedia.org/wiki/Sazaa_(1972_film),Sazaa,Chand,"Ashok Kumar, Pran, Kabir Bedi, Yogeeta Bali",,,,Kapur Films[1],72 Indian Hindi-Language Action Thriller
Dharkan,1972,https://en.wikipedia.org/wiki/Dharkan,Dharkan,Devendra Goel,"Sanjay Khan, Rajendra Nath, Mumtaz",,,,,Dharkan Is A 1972 Indian
Double Cross,1972,https://en.wikipedia.org/wiki/Double_Cross_(1972_film),Double Cross,Gogi Anand,"Vijay Anand, Rekha",,,,,Double Cross  Is A 1973 Bollywood Action
Be-Imaan,1972,https://en.wikipedia.org/wiki/Be-Imaan,Be-Imaan,Sohanlal Kanwar,"Manoj Kumar, Raakhee, Pran, Prem Chopra, Premnath, Nazima",,,Filmnagar,Filmnagar,Is A 1972 Hindi-Language
Shehzada,1972,https://en.wikipedia.org/wiki/Shehzada,Shehzada,K. Shankar,"Rajesh Khanna, Raakhee",,,Amar Chhaya,,Is A 1972 Bollywood Drama
Zindagi Zindagi,1972,https://en.wikipedia.org/wiki/Zindagi_Zindagi,Zindagi Zindagi,Tapan Sinha,"Sunil Dutt, Deb Mukherjee, Waheeda Rehman, Farida Jalal, Ashok Kumar",,,,Nariman Films,Is A 1972 Indian Hindi-Language Romance
Yeh Gulistan Hamara,1972,https://en.wikipedia.org/wiki/Yeh_Gulistan_Hamara,Ye Gulistan Hamara,Atmaram,"Dev Anand, Sharmila Tagore",,,,,Is A 1973 Indian Hindi-Language Drama
Jaanwar Aur Insaan,1972,https://en.wikipedia.org/wiki/Janwar_Aur_Insaan,Jaanwar Aur Insaan,Chanakya,"Shashi Kapoor, Raakhee, Sujit Kumar, Madan Puri, Jagdeep, Nirupa Roy",,,Dhandayuthapani Films,Dhandayuthapani Films,The
Do Gaz Zameen Ke Neeche,1972,https://en.wikipedia.org/wiki/Do_Gaz_Zameen_Ke_Neeche,Do Gaz Zameen Ke Neeche,Tulsi RamsayShyam Ramsay,Surendra Kumar,,,,,Is A 1972 Hindi Horror
Maya Darpan,1972,https://en.wikipedia.org/wiki/Maya_Darpan,Maya Darpan,Kumar Shahani,"Aditi, Anil Pandya, Kanta Vyas, Iqbalnath Kaul",,,,,Is A 1972 Indian Hindi-Language
Ek Bar Mooskura Do,1972,https://en.wikipedia.org/wiki/Ek_Bar_Mooskura_Do,Ek Bar Mooskura Do,Ram Mukherjee,"Joy Mukherjee, Tanuja, Deb Mukherjee",,,,,Is A 1972 Hindi Language Drama
Do Yaar,1972,https://en.wikipedia.org/wiki/Do_Yaar,Do Yaar,Kewal Mishra,"Vinod Khanna, Rekha, Shatrughan Sinha, Nazima",,,,,Is A 1972 Indian Hindi-Language Action
Aan Baan,1972,https://en.wikipedia.org/wiki/Aan_Baan,Aan Baan,Prakash Mehra,"Rajendra Kumar, Raakhee",,,,,Aan Baan Is A 1972 Bollywood Drama
Gaon Hamara Shaher Tumhara,1972,https://en.wikipedia.org/wiki/Gaon_Hamara_Shaher_Tumhara,Gaon Hamara Shaher Tumhara,Naresh Kumar,"Rajendra Kumar, Rekha",,,,,Is A 1972 Bollywood Romance
Mome Ki Gudiya,1972,https://en.wikipedia.org/wiki/Mome_Ki_Gudiya,Mome Ki Gudiya,Mohan Kumar,"Tanuja, Premnath, Om Prakash, Nazir Hussain",,,,,I Gudiya Is A 1972 Indian Hindi-Language
Shayar-e-Kashmir Mahjoor,1972,https://en.wikipedia.org/wiki/Mahjoor,Peerzada Ghulam Ahmad Mahjoor,,,,,,,A Bilingual
Ek Bechara,1972,https://en.wikipedia.org/wiki/Ek_Bechara,Ek Bechara,S. M. Abbas,"Jeetendra, Rekha, Vinod Khanna",,,,SR International Productions,Is A 1972 Hindi-Language Action Drama
Jeet,1972,https://en.wikipedia.org/wiki/Jeet_(1972_film),Jeet,Adurthi Subba Rao,"Randhir Kapoor, Babita, Jeevan",,,,Babu Movies Combine,A 1972 Indian Hindi-Language Crime Drama
Mere Bhaiya,1972,https://en.wikipedia.org/wiki/Mere_Bhaiya,Mere Bhaiya,Satyen Bose,"Vijay Arora, Suresh Chatwal, Nazima",,,,,Mere Bhaiya Is A 1972 Bollywood Drama
Dil Ka Raaja,1972,https://en.wikipedia.org/wiki/Dil_Ka_Raja,Dil Ka Raaja,P. Madhavan,"Raaj Kumar, Waheeda Rehman, Leena Chandavarkar",,,AVM Productions[1],,Dil Ka Raaja Is A 1972 Bollywood Action
Shaadi Ke Baad,1972,https://en.wikipedia.org/wiki/Shaadi_Ke_Baad,Shaadi Ke Baad,L.V. Prasad,"Jeetendra, Raakhee, Shatrughan Sinha",,,,Prasad Productions Pvt Ltd,Is A 1972 Hindi-Language Comedy
Parchhaiyan,1972,https://en.wikipedia.org/wiki/Parchhaiyan_(film),Parchhaiyan,Sharankumar Chand,"Vinod Khanna, Reshma",,,,,Parchhaiyan Is A 1972 Bollywood Drama
Anokha Milan,1972,https://en.wikipedia.org/wiki/Anokha_Milan,Anokha Milan,Jagganath Chatterjee,"Dilip Kumar, Dharmendra",,,,,Anokha Milan Is A 1972 Hindi
Pyaar Diwana,1972,https://en.wikipedia.org/wiki/Pyaar_Diwana,Pyar Diwana,Samar Chatterjee,"Kishore Kumar, Mumtaz",,,,,Pyar Diwana Is A 1972 Bollywood Comedy
Rani Mera Naam,1972,https://en.wikipedia.org/wiki/Rani_Mera_Naam,Rani Mera Nam,K. S. R. Das,"Vijayalalitha, Premnath, Ajit",,,,,Is A 1972 Indian Hindi-Language Masala
Tangewala,1972,https://en.wikipedia.org/wiki/Tangewala,Tangewala,Naresh Kumar,"Rajendra Kumar, Mumtaz, Sujit Kumar",,,,,Tangewala Is A 1972 Bollywood Action
Yaar Mera,1972,https://en.wikipedia.org/wiki/Yaar_Mera,Yaar Mera,Atma Ram,"Jeetendra, Rakhee Gulzar",,,,R.S.Productions[2],Is A 1972 Indian Hindi-Language Drama
Aankh Micholi,1972,https://en.wikipedia.org/wiki/Aankh_Micholi,Aankh Micholi,Ramanna,"Rakesh Roshan, Bharathi",,,,,Aankh Micholi Is A 1972 Bollywood Drama
Sa-Re-Ga-Ma-Pa,1972,https://en.wikipedia.org/wiki/Sa-Re-Ga-Ma-Pa,Sa-Re-Ga-Ma-Pa alias Jawani Mastani,Satyen Bose,Ashok Kumar,,,,Bani Rupa Films,-Ga-Ma-Pa Is A 1972 Hindi-Language Drama
Man Jaiye,1972,https://en.wikipedia.org/wiki/Man_Jaiye,Man Jaiye,B. R. Ishara,"Rakesh Pandey, Rehana Sultan",,,,,Man Jaiye Is A 1972 Bollywood Drama
Naina,1973,https://en.wikipedia.org/wiki/Naina_(1973_film),Naina,Kanak Mishra[1],"Shashi Kapoor, Moushumi Chatterjee, Rehman, Padma Khanna, David Abraham, Rajshree",,,Shakti International,,Naina Is A 1973 Bollywood
Mera Desh Mera Dharam,1973,https://en.wikipedia.org/wiki/Mera_Desh_Mera_Dharam,Mera Desh Mera Dharam,Dara Singh,"Dara Singh, Raj Kapoor",,,,,Sh Mera Dharam Is A 1973 Bollywood Drama
Raja Rani,1973,https://en.wikipedia.org/wiki/Raja_Rani_(1973_film),Raja Rani,Sachin Bhowmick,"Rajesh Khanna, Sharmila Tagore",,,,Filmyug Pictures,Is A 1973 Hindi-Language
Bandhe Haath,1973,https://en.wikipedia.org/wiki/Bandhe_Haath,Bandhe Hath,O. P. Goyle,"Amitabh Bachchan, Mumtaz",,,Ralhan Productions Pvt. Ltd.,,Is A 1973 Hindi-Language
Honeymoon,1973,https://en.wikipedia.org/wiki/Honeymoon_(1973_film),Honeymoon,Hiren Nag,"Leena Chandavarkar, Anil Dhawan",,,,Rajshri Productions,Honeymoon Is A 1973 Bollywood Comedy
Loafer,1973,https://en.wikipedia.org/wiki/Loafer_(1973_film),Loafer,A. Bhimsingh,"Dharmendra, Mumtaz",,"₹ 4,50,00,000 ",Century Films,Century Films,Loafer Is A 1973 Indian Hindi
Banarasi Babu,1973,https://en.wikipedia.org/wiki/Banarasi_Babu_(1973_film),Banarasi Babu,Shankar Mukherjee,"Dev Anand, Raakhee, Yogeeta Bali",,,,,Is A 1973 Hindi
Anhonee,1973,https://en.wikipedia.org/wiki/Anhonee_(1973_film),Anhonee,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar",,,,,Is A 1973 Bollywood Suspense Drama
Daag: A Poem of Love,1973,https://en.wikipedia.org/wiki/Daag_(1973_film),Daag: A Poem Of Love,Yash Chopra,"Rajesh Khanna, Sharmila Tagore, Raakhee",,,Yash Raj Films,Yash Raj Films,973 Indian Hindi-Language Romantic Drama
Chhupa Rustam,1973,https://en.wikipedia.org/wiki/Chhupa_Rustam,Chhupa Rustam,Vijay Anand,"Dev Anand, Hema Malini, Vijay Anand, Bindu",,,Navketan Films,,Is A 1973 Hindi
Zanjeer,1973,https://en.wikipedia.org/wiki/Zanjeer_(1973_film),Zanjeer,Prakash Mehra,"Amitabh Bachchan, Jaya Bhaduri, Pran",₹ 9 million ,₹ 174.6 million ,Prakash Mehra ProductionsBaba Digital MediaDigital EntertainmentEros Entertainment,,1973 Indian Hindi-Language Action Crime
Anamika,1973,https://en.wikipedia.org/wiki/Anamika_(1973_film),Anamika,Raghunath Jhalani,"Sanjeev Kumar, Jaya Bhaduri, Helen",,,,,Indian Hindi-Language Romantic Thriller
Samjhauta,1973,https://en.wikipedia.org/wiki/Samjhauta_(film),Samjhauta,Ajay Biswas,"Anil Dhawan, Yogeeta Bali, Shatrughan Sinha, Pradeep Kumar, Naaz, Sulochana Latkar",,,,,Is A 1973 Bollywood Drama
Bada Kabutar,1973,https://en.wikipedia.org/wiki/Bada_Kabutar,Bada Kabutar,Deven Verma,"Ashok Kumar, Deven Verma, Rehana Sultan",,,,,Is A 1973 Bollywood Action Comedy
Rocky Mera Naam,1973,https://en.wikipedia.org/wiki/Libi_Rana,Libi Rana (Nivedita),,,,,,,Actress Who Had Acted In Bollywood
Dhamkee,1973,https://en.wikipedia.org/wiki/Dhamkee,Dhamkee,Kalpataru,"Vinod Khanna, Kumkum",,,,Tasveer Movies[1],Dhamkee Is A 1973 Bollywood Drama
Abhimaan,1973,https://en.wikipedia.org/wiki/Abhimaan_(1973_film),Abhimaan,Hrishikesh Mukherjee,"Amitabh Bachchan, Jaya Bachchan, Bindu, Asrani",,est. ₹ 1.7 crore ( est. ₹ 43.52 crore as of 2019) ,,AmiYa Productions[1],Is A 1973 Indian Hindi Musical Drama
Gehri Chaal,1973,https://en.wikipedia.org/wiki/Gehri_Chaal,Gehri Chaal,C. V. Sridhar,"Jeetendra, Hema Malini, Amitabh Bachchan",,,,Chitralaya,73 Indian Hindi-Language Action-Thriller
Jheel Ke Us Paar,1973,https://en.wikipedia.org/wiki/Jheel_Ke_Us_Paar,Jheel Ke Us Paar,Bhappi Sonie,"Dharmendra, Mumtaz, Yogeeta Bali, Pran",,,Bhappi Sonie ProductionsWorldwide Entertainment Group,R.K. Studios,Is A 1973 Hindi
Jugnu,1973,https://en.wikipedia.org/wiki/Jugnu_(1973_film),Jugnu,Pramod Chakravorty,"Dharmendra, Hema Malini, Pran, Prem Chopra, Nazir Hussain, Mehmood, Lalita Pawar, Master Satyajeet",,,Gala Entertainment Corp.,Pramod Films,1973 Indian Hindi-Language Action Heist
Bobby,1973,https://en.wikipedia.org/wiki/Bobby_(1973_film),Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Prem Nath, Pran",,est. 31 crore ,R.K. Films,R.K. Films,73 Indian Hindi-Language Musical Romance
Joshila,1973,https://en.wikipedia.org/wiki/Joshila,Joshila,Yash Chopra,"Dev Anand, Hema Malini, Pran, Bindu, Raakhee",,,Trimurti Films,,Is A 1973 Bollywood Thriller
Saudagar,1973,https://en.wikipedia.org/wiki/Saudagar_(1973_film),Saudagar,Sudhendu Roy,"Nutan, Amitabh Bachchan, Padma Khanna",,,,Rajshri Productions,Is A 1973 Bollywood Drama
Procession of Memories,1973,https://en.wikipedia.org/wiki/Yaadon_Ki_Baaraat,Yaadon Ki Baaraat,Nasir Hussain,"Dharmendra, Vijay Arora, Tariq Khan, Zeenat Aman, Neetu Singh, Ajit, Captain Raju",,₹55 million ($7.1 million),Nasir Hussain FilmsUnited Producers,Nasir Hussain Films,Is A 1973 Indian Hindi-Language Masala
Aa Gale Lag Jaa,1973,https://en.wikipedia.org/wiki/Aa_Gale_Lag_Jaa_(1973_film),Aa Gale Lag Jaa,Manmohan Desai,"Shashi Kapoor, Sharmila Tagore, Shatrughan Sinha, Om Prakash",,₹ 3 crore (equivalent to ₹ 115 crore or US$14 million in 2023) ,A. K. MoviesPolydor,,Is A 1973 Hindi Romantic
Namak Haraam,1973,https://en.wikipedia.org/wiki/Namak_Haraam,Namak Haraam,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Simi Garewal, Rekha",,,R. S. J. ProductionsUltra DistributorsWorldwide Entertainment Group,Mohan Studios,Is A 1973 Indian Hindi-Language Drama
