title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Dhanwaan,1993,https://en.wikipedia.org/wiki/Dhanwan_(1993_film),Dhanwaan,K. Vishwanath,"Ajay Devgan, Manisha Koirala, Karishma Kapoor, Avinash Wadhawan",₹ 1.60 crore ,₹ 2.61 crore ,Divya Films International,,Is A 1993 Indian Hindi-Language Romance
Bhagyawan,1993,https://en.wikipedia.org/wiki/Bhagyawan,Bhagyawan,S. K. Subash,"Govinda, Juhi Chawla",,,,,Is A 1993 Indian Bollywood Drama
Tadipaar,1993,https://en.wikipedia.org/wiki/Tadipaar,Tadipaar,Mahesh Bhatt,"Mithun Chakraborty, Pooja Bhatt, Anupam Kher, Gulshan Grover, Sadashiv Amrapurkar",,,,Vishesh Films,93 Indian Hindi-Language Romantic Action
Shatranj,1993,https://en.wikipedia.org/wiki/Shatranj_(1993_film),Shatranj,Aziz Sejawal,"Mithun Chakraborty, Jackie Shroff, Juhi Chawla, Divya Bharti, Kader Khan",,,,Abhishek films,Is A 1993 Indian Hindi-Language Drama
Professor Ki Padosan,1993,https://en.wikipedia.org/wiki/Professor_Ki_Padosan,Professor Ki Padosan,Shantilal Soni,"Sanjeev Kumar, Asha Parekh, Padmini Kolhapure, Shekhar Suman",,,,,Ki Padosan Is A 1993 Indian Comedy Drama
Darr,1993,https://en.wikipedia.org/wiki/Darr,Darr: A Violent Love Story,Yash Chopra,"Sunny Deol, Shah Rukh Khan, Juhi Chawla",₹32.5 million ,est. ₹213 million ,Yash Raj Films,Yash Raj Films,Psychological Thriller
Divya Shakti,1993,https://en.wikipedia.org/wiki/Divya_Shakti,Divya Shakti,Sameer Malkan,"Ajay Devgan, Raveena Tandon",,,Sonu Films International,,Is A 1993 Indian Hindi-Language Action
Khal-Naaikaa,1993,https://en.wikipedia.org/wiki/Khal-Naaikaa,Khal-Naaikaa,Saawan Kumar Tak,"Jeetendra, Jaya Prada, Anu Aggarwal",,,,Saawan Kumar Productions,Is A 1993 Indian Hindi-Language Thriller
Kohra,1993,https://en.wikipedia.org/wiki/Kohra_(1993_film),Kohra,Partho Ghosh,"Armaan Kohli, Ayesha Jhulka, Pran, Kiran Kumar, Sadashiv Amrapurkar, Gulshan Grover",,,,Heera International,Kohra Is A 1993 Hindi Mystery Thriller
Sahibaan,1993,https://en.wikipedia.org/wiki/Sahibaan,Sahibaan,Ramesh Talwar,"Sanjay Dutt, Madhuri Dixit, Rishi Kapoor",,,,,993 Indian Hindi-Language Romantic Drama
Pyar Pyar,1993,https://en.wikipedia.org/wiki/Hum_Hain_Rahi_Pyar_Ke,Hum Hain Rahi Pyar Ke,Mahesh Bhatt,"Aamir Khan, Juhi Chawla, Sharokh Bharucha, Kunal Khemu, Baby Ashrafa",,₹97 million ,T. V. Films Pvt Ltd,Tahir Hussain Enterprises,Is A 1993 Indian Romantic Comedy-Drama
Ghar Aaya Mera Pardesi,1993,https://en.wikipedia.org/wiki/Bhagyashree,Bhagyashree,,,,,,,Is Known For Her Roles In Hindi Language
Gunaah,1993,https://en.wikipedia.org/wiki/Gunaah_(1993_film),Gunaah,Mahesh Bhatt,"Sunny Deol, Dimple Kapadia, Sujata Mehta",,,,,Is A 1993 Indian Hindi-Language
Prateeksha,1993,https://en.wikipedia.org/wiki/Prateeksha,Prateeksha,Lawrence D'Souza,"Jeetendra, Moushumi Chatterjee, Govinda, Shilpa Shirodkar",,,,Raam Raj Kala Mandhir,Is A 1993 Indian Hindi-Language Drama
Aasoo Bane Angaarey,1993,https://en.wikipedia.org/wiki/Aasoo_Bane_Angaarey,Aasoo Bane Angaarey,Mehul Kumar,"Jeetendra, Madhuri Dixit, Deepak Tijori",,,,,Is A 1993 Hindi-Language Drama
Zakhmo Ka Hisaab,1993,https://en.wikipedia.org/wiki/Zakhmo_Ka_Hisaab,Zakhmo Ka Hisaabज़ख्मो का हिसाब,Talukdars,"Govinda, Farah",,,,,A Hisaab Is A 1993 Indian Hindi-Language
Balmaa,1993,https://en.wikipedia.org/wiki/Balmaa,Balmaa,Lawrence D'Souza,"Avinash Wadhavan, Ayesha Jhulka",,,,Adlab Films Pvt. Lmt.,Balmaa Is A 1993 Hindi-Language
Chahoonga Main Tujhe,1993,https://en.wikipedia.org/wiki/Chahoonga_Main_Tujhe,Chahoonga Main Tujheचाहूँगा मैं तुझे,Kamal,"Irfan Kamal, Niloo Kapoor, Kiran Kumar, Kader Khan",,,,,In Tujhe Is A 1993 Indian Hindi-Language
Sadhna,1993,https://en.wikipedia.org/wiki/Prateeksha,Prateeksha,Lawrence D'Souza,"Jeetendra, Moushumi Chatterjee, Govinda, Shilpa Shirodkar",,,,Raam Raj Kala Mandhir,Is A 1993 Indian Hindi-Language Drama
Patang,1993,https://en.wikipedia.org/wiki/Patang_(film),Patang,Goutam Ghose,"Shabana Azmi, Shafiq Syed, Om Puri, Rabi Ghosh",,,,G.N.S. Motion Pictures,Is A 1993 Indian Hindi-Language Drama
Papeeha,1993,https://en.wikipedia.org/wiki/Papeeha,Papeeha,Sai Paranjpye,"Milind Gunaji, , Winnie Paranjpe,, Raghubir Yadav",,,,,Is A 1993 Indian Hindi-Language
Jeevan Ki Shatranj,1993,https://en.wikipedia.org/wiki/Jeevan_Ki_Shatranj,Jeevan Ki Shatranj,S. A. Chandrasekhar,"Mithun Chakraborty, Farah, Shilpa Shirodkar",,,Universal Enterprises,,Shatranj Is A 1993 Indian Hindi-Language
Karan,1994,https://en.wikipedia.org/wiki/Karan_Johar,Karan Johar,,,,,,,Is An Indian
Aa Gale Lag Jaa,1994,https://en.wikipedia.org/wiki/Aa_Gale_Lag_Jaa_(1994_film),Aa Gale Lag Jaa,Hamid Ali Khan,"Jugal Hansraj, Urmila Matondkar, Paresh Rawal, Ashok Saraf, Ajit, Arjun",,,,Aftab Pictures,Indian Hindi Language Romantic Thriller
Hanste Khelte,1994,https://en.wikipedia.org/wiki/Hanste_Khelte_(1994_film),Hanste Khelte,Bharat Rangachary,"Rahul Roy, Nandini Singh",₹5 million ,,,,E Khelte Is A 1994 Indian Hindi-Language
Ab To Aaja Saajan Mere,1994,https://en.wikipedia.org/wiki/Ab_To_Aaja_Saajan_Mere,Ab To Aaja Saajan Mere,Rakesh Nahata,"Arvind Joshi, Shalini Kapoor",,,,,A Saajan Mere Is A 1994 Indian Bollywood
Andhera,1994,https://en.wikipedia.org/wiki/Krishan_Dhawan,Krishan Dhawan,,,,,,,Character Actor In Hindi Language
Raja Saheb,1994,https://en.wikipedia.org/wiki/Raja_Harishchandra,Raja Harischandra,Dadasaheb Phalke,"Dattatraya Dabke, Anna Salunke, Bhalchandra Phalke, Gajanan Sane",,,,Phalke Films Company,Is A 1913 Indian Silent
Raja Babu,1994,https://en.wikipedia.org/wiki/Raja_Babu_(film),Raja Babu,David Dhawan,"Govinda, Karisma Kapoor",₹ 2.30 crore ,₹ 15.26 crore ,Sapna Arts,,4 Indian Hindi-Language Melodrama Comedy
Zamane Se Kya Darna,1994,https://en.wikipedia.org/wiki/Zamane_Se_Kya_Darna,Zamane Se Kya Darna,Bobby Raj,"Sanjay Dutt, Raveena Tandon, Shakti Kapoor, Raza Murad, Johnny Lever",₹ 2.40 crore ,₹ 7.67 crore ,,,Zamane Se Kya Darna Is A 1994 Bollywood
Elaan,1994,https://en.wikipedia.org/wiki/Elaan_(1994_film),Elaan,Guddu Dhanoa,"Akshay Kumar, Madhoo, Amrish Puri",₹1.85 crore ,₹8.66 crore ,Shemaroo Entertainment,Tridev Arts,N Is A 1994 Indian Hindi-Language Action
Bandit Queen,1994,https://en.wikipedia.org/wiki/Bandit_Queen,Bandit Queen,Shekhar Kapur,"Seema Biswas, Nirmal Pandey",₹32.5 million ,est. ₹221 million ( see below ),Amitabh Bachchan CorporationLimited[1],,Biographical Action-Adventure
Dulaara,1994,https://en.wikipedia.org/wiki/Dulaara_(1994_film),Dulaara,Vimal Kumar,"Govinda, Karisma Kapoor",₹ 1.80 crore ,₹ 6.60 crore ,,Shivam Chitrya,4 Indian Hindi-Language Mystery Thriller
Dilwale,1994,https://en.wikipedia.org/wiki/Dilwale_(1994_film),Dilwale,Harry Baweja,"Ajay Devgn, Sunil Shetty, Raveena Tandon",₹ 20.1 million ,₹ 119 million ,,S. P. Creations,94 Indian Hindi-Language Romantic Action
Madhosh,1994,https://en.wikipedia.org/wiki/Madhosh_(1994_film),Madhosh,Vikram Bhatt,"Faisal Khan, Anjali Jathar, Dilip Dhawan",,,,,Is A 1994 Indian
Mahakaal,1994,https://en.wikipedia.org/wiki/Mahakaal_(1994_film),Mahakaal,Shyam RamsayTulsi Ramsay,"Karan Shah, Archana Puran Singh, Reema Lagoo, Johnny Lever, Kulbhushan Kharbanda",₹ 0.4 crore ,₹ 1.88 crore ,,,Is A 1994 Indian Hindi-Language Horror
Baali Umar Ko Salaam,1994,https://en.wikipedia.org/wiki/Baali_Umar_Ko_Salaam,Baali Umar Ko Salaam,Vasant Patel,"Kamal Sadanah, Tisca Chopra",,,,,Baali Umar Ko Salaam Is A 1994 Hindi
Kabhi Haan Kabhi Naa,1994,https://en.wikipedia.org/wiki/Kabhi_Haan_Kabhi_Naa,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Deepak Tijori, Suchitra Krishnamoorthi, Naseeruddin Shah",₹14 million ,₹55 million ,,,Coming-Of-Age Comedy Drama
Madam X,1994,https://en.wikipedia.org/wiki/Madam_X_(1994_film),Madam X,Deepak Shivdasani,"Rekha, Mohsin Khan, Shakti Kapoor, Raza Murad",,,,Nishita Productions,1994 Indian Hindi-Language Exploitation
Prem Shakti,1994,https://en.wikipedia.org/wiki/Prem_Shakti,Prem Shakti,Shibu Mitra,"Govinda, Karishma Kapoor",₹ 1.40 crore ,₹ 2.27 crore ,,,Shakti Is A 1994 Hindi-Language Romance
Insaniyat,1994,https://en.wikipedia.org/wiki/Insaniyat_(1994_film),Insaniyat,"Ramanjit ""Tony"" Juneja","Amitabh Bachchan, Sunny Deol, Chunky Panday, Jaya Prada, Raveena Tandon, Sonam, Vinod Mehra, Nutan",₹ 42.5 million (equivalent to ₹ 420 million or US$4.9 million in 2023) ,₹ 112.2 million (equivalent to ₹ 1.1 billion or US$13 million in 2023) ,B4U Films,Navjeevan Films,94 Indian Hindi-Language Action Thriller
Imtihaan,1994,https://en.wikipedia.org/wiki/Aao_Pyaar_Karen,Aao Pyaar Karen,Ravendra Peepat,"Saif Ali Khan, Shilpa Shetty, Somy Ali",₹ 1 crore ,"₹ 2,43 crore ",,,994 Indian Hindi-Language Romantic Drama
Janam Se Pehle,1994,https://en.wikipedia.org/wiki/Janam_Se_Pehle,Janam Se Pehle,B. R. Ishara,"Raj Babbar, Farah",,,,J. R. Films,S A 1994 Indian Bollywood Thriller Drama
Laadla,1994,https://en.wikipedia.org/wiki/Laadla_(1994_film),Laadla,Raj Kanwar,"Sridevi, Anil Kapoor",₹ 2.50 crore (equivalent to ₹ 16 crore or US$1.9 million in 2023),₹ 17.43 crore (equivalent to ₹ 115 crore or US$14 million in 2023) ,,,Is A 1994 Indian Hindi-Language Drama
Salaami,1994,https://en.wikipedia.org/wiki/Salaami,Salaami,Shahrukh Sultan,"Ayub Khan, Kabir Bedi, Saeed Jaffery, Raushni Jaffery",,,,,A 1994 Indian Bollywood Romantic Action
Insaaf Apne Lahoo Se,1994,https://en.wikipedia.org/wiki/Insaaf_Apne_Lahoo_Se,Insaaf Apne Lahoo Se,Latif Khan,,,,,,Is A 1994 Bollywood Action
Khuddar,1994,https://en.wikipedia.org/wiki/Khuddar,Khuddar,Iqbal Durrani,"Govinda, Karishma Kapoor, Kader Khan",₹ 1.95 crore ,₹ 8.44 crore ,,,Is A 1994 Indian Hindi-Language Action
Tejasvini,1994,https://en.wikipedia.org/wiki/Karthavyam_(1990_film),Karthavyam,A. Mohan Gandhi,"Vijayashanti, Vinod Kumar, Nirmalamma, Charan Raj, Uday Prakash",₹ 90 lakh ,est. ₹ 7 crore ,,Surya Movies,Indian Telugu-Language Political Action
Kanoon,1994,https://en.wikipedia.org/wiki/Kanoon_(1994_film),Kanoon,Sushma Shiromani,"Ajay Devgan, Urmila Matondkar",,,,Shiromani Chitra,Is A 1994 Indian Hindi-Language
Andaz,1994,https://en.wikipedia.org/wiki/Andaz_(1994_film),Andaz,David Dhawan,"Anil Kapoor, Juhi Chawla, Karishma Kapoor, Kader Khan",,,,,1994 Indian Hindi-Language Action Comedy
Betaaj Badshah,1994,https://en.wikipedia.org/wiki/Betaaj_Badshah,Betaaj Badshah,Iqbal Durrani,"Raaj Kumar, Shatrughan Sinha, Mamta Kulkarni, Prem Chopra",,,,,Badshah Is A 1994 Indian Romantic Action
Chauraha,1994,https://en.wikipedia.org/wiki/Chauraha,Chauraha,Sadaqat Hussain,"Jeetendra, Jackie Shroff, Jaya Prada, Ashwini Bhave",,,,Revathi Films[1],Is A 1994 Hindi-Language Action
Maha Shaktishaali,1994,https://en.wikipedia.org/wiki/Maha_Shaktishaali,Maha Shaktishaaliमहा शक्तिशाली,K. Pappu,"Dharmendra, Ayesha Jhulka",,,,R. M. Art Productions,Shaali  Is A 1994 Bollywood Action Drama
Paramaatma,1994,https://en.wikipedia.org/wiki/Paramaatma,Paramaatma,Bapu,"Mithun Chakraborty, Juhi Chawla, Amrish Puri, Anjana Mumtaz",,,,,Ma Is A 1994 Indian Hindi-Language Drama
Anjaam,1994,https://en.wikipedia.org/wiki/Anjaam,Anjaam,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan",₹ 2.65 crore ,est. ₹ 9.66 crore ,,Shiv-Bharat films,Psychological Crime Thriller
Saajan Ka Ghar,1994,https://en.wikipedia.org/wiki/Saajan_Ka_Ghar,Saajan Ka Ghar,Surendra Kumar Bohra,"Rishi Kapoor, Juhi Chawla, Johny Lever",,,,Roopvati Productions,Aajan Ka Ghar Is A 1994 Indian Bollywood
Pyar Ka Rog,1994,https://en.wikipedia.org/wiki/Pyar_Ka_Rog,Pyar Ka Rog,Akashdeep Sabir,"Ravi Behl, Sheeba",,,,,Pyar Ka Rog Is A 1994 Bollywood
Yeh Dillagi,1994,https://en.wikipedia.org/wiki/Yeh_Dillagi,Yeh Dillagi,Naresh Malhotra,"Akshay Kumar, Kajol, Saif Ali Khan",₹ 2 crore ,₹ 10.77 crore ,Yash Raj Films,Yash Raj Films,Romantic Comedy-Drama
Pehla Pehla Pyar,1994,https://en.wikipedia.org/wiki/Pehla_Pehla_Pyar,Pehla Pehla Pyar,Manmohan Singh,"Rishi Kapoor, Tabu",,,,Brar Productions,Is A 1994 Indian Hindi-Language Romantic
