title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Judwaa 2,2017,https://en.wikipedia.org/wiki/Judwaa_2,Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Sachin Khedekar, Zakir Hussain",₹ 60 crore ,₹ 227.59 crore ,Fox Star Studios,Nadiadwala Grandson Entertainment,2017 Indian Hindi-Language Action Comedy
Chef,2017,https://en.wikipedia.org/wiki/Chef_(2017_film),Chef,Raja Krishna Menon,Saif Ali Khan,₹ 14.7 crore ,₹ 10.6 crore ,AA Films,,2017 Indian Hindi-Language Comedy-Drama
2016 the End,2017,https://en.wikipedia.org/wiki/2016_The_End,2016 The End,Jaideep Chopra,"Harshad Chopda, Priya Banerjee, Divyendu Sharma, Kiku Sharda",,,,,E End Is A 2017 Apocalyptic Hindi Comedy
Raktdhar,2017,https://en.wikipedia.org/wiki/Raktdhar,Raktdhar,Ajit Varma,"Jimmy Sharma, Shakti Kapoor, Shahbaz Khan, Mukesh Rishi, Deepshika Nagpal",,,Noble Thoughts,Chitra Films,2017 Indian Hindi-Language Action Drama
Beyond the Clouds,2017,https://en.wikipedia.org/wiki/Beyond_the_Clouds_(2017_film),Beyond The Clouds,Majid Majidi,"Ishaan Khatter, Malavika Mohanan",,,Zee Studios,Namah Pictures,Ds Is A 2017 Indian Hindi-Language Drama
Ajji,2017,https://en.wikipedia.org/wiki/Ajji,Ajji,Devashish Makhija,"Sushama Deshpande, Smita Tambe, Sharvani Suryavanshi, Abhishek Banerjee, Sadiya Siddiqui, Sudhir Pandey, Vikas Kumar, Manuj Sharma",₹35 million ,₹85 million ,PVR PicturesNetflix,Yoodlee Films,Is An Indian Hindi-Language Crime-Drama
Love and Shukla,2017,https://en.wikipedia.org/wiki/Sidharth_Shukla,Sidharth Shukla,,,,,,,Mostly Appeared In Hindi Television And
Ranchi Diaries,2017,https://en.wikipedia.org/wiki/Ranchi_Diaries,Ranchi Diaries,Sattwik Mohanty,"Himansh Kohli, Taaha Shah, Soundarya Sharma, Jimmy Shergill, Satish Kaushik, Anupam Kher, Pitobash Tripathy",,,,Coconut Motion Pictures,Is A Hindi
Sheitaan,2017,https://en.wikipedia.org/wiki/Nirab_Hossain,Nirab,,,,,,,Is A Bangladeshi
In the Shadows,2017,https://en.wikipedia.org/wiki/Gali_Guleiyan,Gali Guleiyan,Dipesh Jain,"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami",,,,,Psychological Drama
Secret Superstar,2017,https://en.wikipedia.org/wiki/Secret_Superstar,Secret Superstar,Advait Chandan,"Zaira Wasim, Aamir Khan, Meher Vij, Raj Arjun",₹ 15 crore (US$1.8 million) ,est. ₹835–966 crore ,Zee Studios International(Overseas),,Ar Is A 2017 Indian Musical Comedy-Drama
Golmaal Again,2017,https://en.wikipedia.org/wiki/Golmaal_Again,Golmaal Again!!!,Rohit Shetty,"Ajay Devgn, Tabu, Parineeti Chopra, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Kunal Khemu, Neil Nitin Mukesh, Johnny Lever",₹ 142 crore ,₹ 310.98 crore ,Reliance Entertainment,,Supernatural Action Comedy
Jia Aur Jia,2017,https://en.wikipedia.org/wiki/Jia_Aur_Jia,Jia Aur Jia doc,Howard Rosemeyer,"Richa Chadda, Kalki Koechlin, Arslan Goni",,₹ 87 lakh ,Bluefox Motion Pictures,,Is A 2017 Indian Hindi-Language Road
Rukh,2017,https://en.wikipedia.org/wiki/Raees_(2017_film),Raees,Rahul Dholakia,"Shah Rukh Khan, Nawazuddin Siddiqui, Mahira Khan",₹ 70-85 crore ,est. ₹ 281-309 crore ,AA FilmsZee Studios International,,Is A 2017 Indian Hindi-Language Action
Bioscopewala,2017,https://en.wikipedia.org/wiki/Bioscopewala,Bioscopewala,Deb Medhekar,"Danny Denzongpa, Geetanjali Thapa, Adil Hussain, Tisca Chopra",,,Fox Star Studios,,Is An Indian Hindi-Language Drama
Ittefaq,2017,https://en.wikipedia.org/wiki/Ittefaq_(2017_film),Ittefaq,Abhay Chopra,"Akshaye Khanna, Sidharth Malhotra, Sonakshi Sinha",₹ 30 crore ,est. ₹ 56.26 crore ,AA Films,,Neo-Noir Mystery Thriller
Ribbon,2017,https://en.wikipedia.org/wiki/Ribbon_(film),Ribbon,Rakhee Sandilya,"Kalki Koechlin, Sumeet Vyas, Hitesh Malhan",,₹ 5.3 million ,,Red Cart Films,On Is A 2017 Indian Hindi-Language Drama
ISIS: Enemies of Humanity,2017,https://en.wikipedia.org/wiki/ISIS:_Enemies_of_Humanity,ISIS: Enemies of Humanity,Yuvraj Kumar,"Yuvraj Kumar,, Harish Bhimani, ,, Manon Faure, ,, Rasheed Naz, ,, Rahul Dev",,,,,Enemies Of Humanity Is A Hindi
Ram Ratan,2017,https://en.wikipedia.org/wiki/Prem_Ratan_Dhan_Payo,Prem Ratan Dhan Payo,Sooraj R. Barjatya,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Anupam Kher",₹ 60–90 crore ,est. ₹ 432 crore ,Fox Star Studios,Rajshri Productions,Romantic Family Drama
Narayan,2017,https://en.wikipedia.org/wiki/Udit_Narayan,Udit Narayan,,,,,,,Songs Have Been Featured Mainly In Hindi
Qarib Qarib Single,2017,https://en.wikipedia.org/wiki/Qarib_Qarib_Singlle,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy Thiruvothu",,₹ 241.1 million ,Zee Studios,,17 Indian Hindi-Language Romantic Comedy
Shaadi Mein Zaroor Aana,2017,https://en.wikipedia.org/wiki/Shaadi_Mein_Zaroor_Aana,Shaadi Mein Zaroor Aana,Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda",,₹ 194 million ,"UFO Movies IndiaZEE5, Raj mediaflix",,Romance Drama Comedy
Tumhari Sulu,2017,https://en.wikipedia.org/wiki/Tumhari_Sulu,Tumhari Sulu,Suresh Triveni,"Vidya Balan, Neha Dhupia, Manav Kaul, Abhishek Sharma",₹ 20 crore ,₹ 51.39 crore ,AA Films[1],,2017 Indian Hindi-Language Comedy-Drama
Panchlait,2017,https://en.wikipedia.org/wiki/Panchlait,Panchlait,Prem Prakash Modi,"Amitosh Nagpal, Anuradha Mukherjee, Yashpal Sharma, Rajesh Sharma, Ravi Jhankal, Brijendra Kala",,,,Funtime Entertainmentwww.funtimeentertainment.in,2017 Indian Hindi-Language Social Comedy
Aksar 2,2017,https://en.wikipedia.org/wiki/Aksar_2,Aksar 2,Anant Mahadevan,"Zareen Khan, Gautam Rode, Abhinav Shukla, S. Sreesanth",,₹ 71.8 million ,Tips IndustriesEros International,Siddhi Vinayak Creation,17 Indian Hindi-Language Erotic Thriller
Dil Jo Na Keh Saka,2017,https://en.wikipedia.org/wiki/Dil_Jo_Na_Keh_Saka,Dil Jo Na Keh Saka,,"Himansh kohli, Priya Banerjee, Manoj Pahwa",,,PVR PicturesSupergood Films,T-Series,017 Indian Hindi-Language Romantic Drama
Julie 2,2017,https://en.wikipedia.org/wiki/Julie_2,Julie 2,Deepak Shivdasani,Raai Laxmi,,,Vishal Distributor's,Triumph Talkies,17 Indian Hindi-Language Erotic Thriller
Firangi,2017,https://en.wikipedia.org/wiki/Firangi,Firangi,Rajiev Dhingra,"Kapil Sharma, Ishita Dutta, Monica Gill, Inaamulhaq",₹ 25 crore ,est. ₹ 10–17 crore ,AA Films,K9 Films[2][3],Indian Hindi-Language Historical Comedy
Tera Intezaar,2017,https://en.wikipedia.org/wiki/Tera_Intezaar,Tera Intezaar,Raajeev Walia,"Sunny Leone, Arbaaz Khan",,est. ₹ 9.5 million ,Phantom India,,2017 Indian Supernatural-Romantic Drama
Hungama on Honeymoon Hills,2017,https://en.wikipedia.org/wiki/Vishal_Dadlani,Vishal Dadlani,,,,,,,He Has Composed Songs For
Fukrey Returns,2017,https://en.wikipedia.org/wiki/Fukrey_Returns,Fukrey Returns,Mrighdeep Singh Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Priya Anand, Vishakha Singh, Pankaj Tripathi, Rajiv Gupta, Richa Chadda",₹ 22 crore ,₹ 112.30 crore ,AA Films,Excel Entertainment,Is A 2017 Indian Hindi-Language  Comedy
Sallu Ki Shaadi,2017,https://en.wikipedia.org/wiki/Sallu_Ki_Shaadi,Sallu ki Shaadi,Mohammad Israr Ansari[1],"Kashyap Barbhaya, Arshin Mehta, Kiran Kumar, Asrani, Sandeep Anand, Razzak Khan, Ravi Pandey, Ranjana Khatiwada, Arvind Kumar, Valentina, Zeenat Aman",,,Admant Picture,,An Indian Hindi-Language Romantic Action
Lagori,2017,https://en.wikipedia.org/wiki/Shalini_Pandey,Shalini Pandey,,,,,,,Works Predominantly In Telugu And Hindi
Brij Mohan Amar Rahe,2017,https://en.wikipedia.org/wiki/Brij_Mohan_Amar_Rahe,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Sheetal Thakur, Manav Vij, Sunny Hinduja, Vijayant Kohli, Yogendra Tikku",,,Netflix,Yoodlee Films,2018 Indian Hindi-Language Action Comedy
Bhangover,2017,https://en.wikipedia.org/wiki/Journey_of_Bhangover,Journey of Bhangover,Mahinder Singh Saniwal,"Prerika Arora, Aradhya Taing, Rohit Thakur, Pawan Berwal, Jimmy Sharma, Hemant Pandey, Anmol Khatri, Palash Soni, Yashpal Sharma, Jaideep Ahlwat, Soniya Sharma, The Begraj, Rajoo Maan, Sapna Choudhary",,,Cinekorn Films,Bannada Films,An Indian Hindi-Language Comedy Thriller
My Friend's Dulhania,2017,https://en.wikipedia.org/wiki/My_Friends_Dulhania,My Friend's Dulhania,O P RaiPrashamit Chaudhury[1],"Mudasir Zafar, Shaina Baweja, Saurabbh Roy, Mayur Mehta",,,Jaiviratra Entertainment,Kala Niketan Entertainment,Is A 2017 Hindi Feature
Tiger Zinda Hai,2017,https://en.wikipedia.org/wiki/Tiger_Zinda_Hai,Tiger Zinda Hai,Ali Abbas Zafar,"Salman Khan, Katrina Kaif, Sajjad Delafrooz, Angad Bedi, Kumud Mishra, Girish Karnad, Paresh Rawal",₹120−130 crore ,est. ₹564 crore ,Yash Raj Films,Yash Raj Films,7 Indian Hindi-Language Action  Thriller
Daak Ghar,2017,https://en.wikipedia.org/wiki/Ashwini_Kalsekar,Ashwini Kalsekar,,,,,,,In The Marathi And Hindi Television And
Shaher,2017,https://en.wikipedia.org/wiki/Raees_(2017_film),Raees,Rahul Dholakia,"Shah Rukh Khan, Nawazuddin Siddiqui, Mahira Khan",₹ 70-85 crore ,est. ₹ 281-309 crore ,AA FilmsZee Studios International,,Is A 2017 Indian Hindi-Language Action
Love in Melbourne,2017,https://en.wikipedia.org/wiki/Love_Sonia,Love Sonia,Tabrez Noorani,"Mrunal Thakur, Freida Pinto, Demi Moore, Mark Duplass, Manoj Bajpayee, Rajkummar Rao, Richa Chadda, Riya Sisodiya, Anupam Kher, Adil Hussain, Sai Tamhankar, Sunny Pawar",,,Zee Studios,,Ia Is A 2018 Indian Hindi-Language Drama
Film Woh,2017,https://en.wikipedia.org/wiki/Woh,Woh,Glen BarettoAnkush Mohla,See below,$2.3 million,,,United Studios Ltd,The Series Starred Indian
The Touch,2017,https://en.wikipedia.org/wiki/Touch_Chesi_Chudu,Touch Chesi Chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Freddy Daruwala",,₹19 crore ,,Sri Lakshmi Narasimha Productions,018 Indian Telugu-Language Action Comedy
Haseena,2018,https://en.wikipedia.org/wiki/Haseena_(film),Haseena,Vicky Ranawat,"Inayat Sharma, Arpit Soni, Mohit Arora, Ankur Verma",,,PRF,,Seena Is A Bollywood Erotic Comedy-Drama
Udanchhoo,2018,https://en.wikipedia.org/wiki/Udanchhoo,Udanchhoo,Vipin Parashar,"Prem Chopra, Rajniesh Duggal, Ashutosh Rana, Lankesh Bhardwaj, Bruna Abdullah, Saisha Sehgal",,,Rich Juniors Entertainment,R-Vision India Pvt.Ltd,O Is A 2018 Indian Hindi-Language Comedy
Kashmir Daily,2018,https://en.wikipedia.org/wiki/Kashmir_Daily,Kashmir Daily,Hussein Khan,"Mir Sarwar, , Neelam Singh, Sanam Ziya, Rajinder Tickoo, Hussein Khan, Zameer Ashai",,,,,R Daily Is A Hindi-Language Social Drama
1921,2018,https://en.wikipedia.org/wiki/1921_(2018_film),1921,Vikram Bhatt,"Zareen Khan, Karan Kundra, Vikram Bhatt",₹150 million ,₹230 million ,Reliance Entertainment,,1921 Is A 2018 Indian Horror
Kaalakaandi,2018,https://en.wikipedia.org/wiki/Kaalakaandi,Kaalakaandi,Akshat Verma,"Saif Ali Khan, Akshay Oberoi, Kunaal Roy Kapur, Deepak Dobriyal, Vijay Raaz, Sobhita Dhulipala, Isha Talwar, Shivam Patil, Amanda Rosario",₹18 crores,₹10 crores,AA Films,,2018 Indian Hindi-Language Black Comedy
Nirdosh,2018,https://en.wikipedia.org/wiki/Nirdosh,Nirdosh,Pradeep RangwaniSubroto Paul,"Arbaaz Khan, Manjari Fadnis, Ashmit Patel, Mahek Chahal, Mukul Dev",,,,UV Films,Is A 2018 Indian Hindi-Language Thriller
Phir Se...,2018,https://en.wikipedia.org/wiki/Phir_Se...,Phir Se,Kunal KohliAjay Bhuyan,"Kunal Kohli, Jennifer Winget",,,The Bombay Film Company Ltd. (UK),Bombay Film Company Ltd.,Is A 2018 Indian Hindi-Language Romance
Vodka Diaries,2018,https://en.wikipedia.org/wiki/Vodka_Diaries,Vodka Diaries,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi",,"₹ 1.26 crore (US$8,448,300 in 2023 terms) ",AA Films,,Is A 2018 Indian Hindi-Language Thriller
My Birthday Song,2018,https://en.wikipedia.org/wiki/My_Birthday_Song,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Ayaz Khan, Suparna Krishna, Sameer Sharma, Elena Kazan",,,Kahwa Entertainment,Kahwa Entertainment,A 2018 Bollywood Psychological Thriller
Padmaavat,2018,https://en.wikipedia.org/wiki/Padmaavat,Padmaavat,Sanjay Leela Bhansali,"Deepika Padukone, Shahid Kapoor, Ranveer Singh, Aditi Rao Hydari",₹ 180–190 crore ,est. ₹ 572 crore ,Viacom18 Motion Pictures,Bhansali Productions,8 Indian Hindi-Language Historical Drama
Padman,2018,https://en.wikipedia.org/wiki/Raid_(2018_film),Raid,Raj Kumar Gupta,"Ajay Devgn, Ileana D'Cruz, Saurabh Shukla, Saanand Verma",₹40 crore ,₹153.62 crore ,Viacom 18 Motion Pictures(India)Eros International(International),,018 Indian Hindi-Language Crime Thriller
Love Per Square Foot,2018,https://en.wikipedia.org/wiki/Love_per_Square_Foot,Love Per Square Foot,Anand Tiwari,"Vicky Kaushal, Angira Dhar, Alankrita Sahai, Ratna Pathak Shah, Supriya Pathak",,,Netflix,RSVP Movies,18 Indian Hindi-Language Romantic Comedy
Aiyaary,2018,https://en.wikipedia.org/wiki/Aiyaary,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher",₹ 65 crore ,₹ 34.07 crore ,Reliance Entertainment,,18 Indian Hindi-Language Action Thriller
Kuchh Bheege Alfaaz,2018,https://en.wikipedia.org/wiki/Kuchh_Bheege_Alfaaz,Kuchh Bheege Alfaaz,Onir,"Geetanjali Thapa, Zain Khan Durrani, Shray Tiwari",,,,,An Indian Hindi Language Romantic Drama
Sonu Ke Titu Ki Sweety,2018,https://en.wikipedia.org/wiki/Sonu_Ke_Titu_Ki_Sweety,Sonu Ke Titu Ki Sweety,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sunny Singh",₹ 25 crore ,₹ 152–156 crore ,AA Films,,18 Indian Hindi-Language Romantic Comedy
Welcome To New York,2018,https://en.wikipedia.org/wiki/Welcome_to_New_York_(2018_film),Welcome To New York,Chakri Toleti,"Diljit Dosanjh, Sonakshi Sinha, Karan Johar, Ritesh Deshmukh, Boman Irani, Lara Dutta, Sushant Singh Rajput, Rana Daggubati",,₹ 6.95 crore ,Pooja EntertainmentEros InternationalMagic Cloud Media & Entertainment,Wiz Films,S A 2018 Indian Hindi-Language 3D Comedy
Zeenat,2018,https://en.wikipedia.org/wiki/Zeenat_Aman,Zeenat Aman,,,,,,,Ress And Model Who Mainly Works In Hindi
Evening Shadows,2018,https://en.wikipedia.org/wiki/Evening_Shadows,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Ananth Narayan Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Kala Ramnathan, Disha Thakur, Sushant Divgikar, Faredoon Bhujwala",,,,Solaris Pictures,Ws Is A 2018 Indian Hindi-Language Drama
Pari,2018,https://en.wikipedia.org/wiki/Pari_(2018_Indian_film),Pari,Prosit Roy,"Anushka Sharma, Parambrata Chatterjee, Rajat Kapoor, Ritabhari Chakraborty, Mansi Multani",₹ 30 crore ,₹ 41.4 crore ,Pooja EntertainmentZee Studios International,,Language Supernatural Horror
Veerey Ki Wedding,2018,https://en.wikipedia.org/wiki/Payal_Rajput,Payal Rajput,,,,,,,Ho Primarily Works In Telugu And Punjabi
Hate Story IV,2018,https://en.wikipedia.org/wiki/Hate_Story_4,Hate Story 4,Vishal Pandya,"Urvashi Rautela, Vivan Bhatena, Karan Wahi, Ihana Dhillon, Gulshan Grover, Tia Bajpai, Shaad Randhawa",₹ 21 crores ,₹ 26.60 crores ,AA Films,,18 Indian Hindi-Language Erotic Thriller
3 Storeys,2018,https://en.wikipedia.org/wiki/3_Storeys,3 Storeys,Arjun Mukherjee,"Renuka Shahane, Sharman Joshi, Pulkit Samrat, Masumeh, Richa Chadda, Sonal Jha, Aisha Ahmed, Ankit Rathi",,,AA Films,,Is A 2018 Hindi-Language Thriller Drama
Dil Juunglee,2018,https://en.wikipedia.org/wiki/Dil_Juunglee,Dil Juunglee,Aleya Sen,"Taapsee Pannu, Saqib Saleem, Nidhi Singh, Abhilash Thapliyal, Srishti Shrivastava, Ayesha Kaduskar, Santosh Barmola",,₹ 1.30 crore ,,Pooja Entertainment,Is An Indian Romantic Comedy
Raid,2018,https://en.wikipedia.org/wiki/Raid_(2018_film),Raid,Raj Kumar Gupta,"Ajay Devgn, Ileana D'Cruz, Saurabh Shukla, Saanand Verma",₹40 crore ,₹153.62 crore ,Viacom 18 Motion Pictures(India)Eros International(International),,018 Indian Hindi-Language Crime Thriller
Hichki,2018,https://en.wikipedia.org/wiki/Hichki,Hichki,Siddharth P. Malhotra,Rani Mukerji,₹ 20 crore ,₹ 46.21 crore ,,Yash Raj Films,2018 Indian Hindi-Language Comedy Drama
Baaghi 2,2018,https://en.wikipedia.org/wiki/Baaghi_2,Baaghi 2,Ahmed Khan,"Tiger Shroff, Disha Patani, Manoj Bajpayee, Darshan Kumar, Prateik Babbar, Randeep Hooda, Deepak Dobriyal, Arravya Sharma",₹ 59 crore ,est. ₹ 254.33 crore ,Fox Star Studios,Nadiadwala Grandson Entertainment,18 Indian Hindi-Language Action Thriller
Baa Baaa Black Sheep,2018,https://en.wikipedia.org/wiki/Baa_Baaa_Black_Sheep_(film),Baa Baaa Black Sheep,Vishwas Paandya,"Manish Paul, Anupam Kher, Manjari Phadnis, Annu Kapoor, Kay Kay Menon",,,T-Series,,Ack Sheep Is A 2018 Indian Action Comedy
Pareshaan Parinda,2018,https://en.wikipedia.org/wiki/Pareshaan_Parinda,Pereshaan Parinda,Devesh Pratap Singh,"Meeraj Shah, Sakshi Singh, Avtar Singh Bhullar, Sadia Nabila",,,,,18 Indian Hindi-Language Romantic Action
Blackmail,2018,https://en.wikipedia.org/wiki/Blackmail_(2018_film),Blackmail,Abhinay Deo,"Irrfan Khan, Kirti Kulhari, Divya Dutta, Arunoday Singh, Omi Vaidya",₹ 18 crore (equivalent to ₹ 24 crore or US$2.8 million in 2023) ,₹ 28.81 crore (equivalent to ₹ 39 crore or US$4.6 million in 2023) ,T-Series Films (India)Eros International(Overseas),,2018 Indian Hindi-Language Black Comedy
Missing,2018,https://en.wikipedia.org/wiki/Missing_(2018_film),Missing,Mukul Abhyankar,"Tabu, Manoj Bajpayee, Annu Kapoor",,₹ 0.85 crore ,Abundantia EntertainmentFriday Filmworks,,Psychological Thriller
October,2018,https://en.wikipedia.org/wiki/October_(2018_film),October,Shoojit Sircar,"Banita Sandhu, Gitanjali Rao, Varun Dhawan",₹ 33 crore ,₹ 58.41 crore ,NH StudiozGrand Showbiz(International),,Er Is A 2018 Indian Hindi-Language Drama
Nanu Ki Jaanu,2018,https://en.wikipedia.org/wiki/Nanu_Ki_Jaanu,Nanu Ki Jaanu,Faraz Haider,"Abhay Deol, Patralekha, Manu Rishi",₹ 15 crore ,₹ 4.12 crore ,PVR Pictures,Inbox Pictures,2018 Indian Hindi-Language Horror Comedy
Meri Nimmo,2018,https://en.wikipedia.org/wiki/Meri_Nimmo,Meri Nimmo,M.M Shanklya,Anjali Patil,,,Eros International,Colour Yellow Productions,Is A 2018 Indian Drama
102 Not Out,2018,https://en.wikipedia.org/wiki/102_Not_Out,102 Not Out,Umesh Shukla[1],"Amitabh Bachchan, Rishi Kapoor, Jimit Trivedi",₹ 35 crore ,est. ₹ 85.96 crore ,Sony Pictures Releasing International,,2018 Indian Hindi-Language Comedy Drama
Parmanu: The Story of Pokhran,2018,https://en.wikipedia.org/wiki/Parmanu:_The_Story_of_Pokhran,Parmanu: The Story of Pokhran,Abhishek Sharma,"John Abraham, Diana Penty, Boman Irani",₹ 35 crore ,est. ₹ 91.38 crore ,Pooja Entertainment(India)Eros International(Overseas),,Historical Action Drama
Raazi,2018,https://en.wikipedia.org/wiki/Raazi,Raazi,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Jaideep Ahlawat",₹35–40 crore ,est. ₹207 crore ,AA Films,,2018 Indian Hindi-Language Spy Thriller
Spellbound,2018,https://en.wikipedia.org/wiki/Fidaa_(2018_film),Fidaa,Pathikrit Basu,Yash Dasgupta,,,Shree Venkatesh Films,Shree Venkatesh Films,Is An Indian Bengali Romantic Drama
Hope Aur Hum,2018,https://en.wikipedia.org/wiki/Hope_Aur_Hum,Hope Aur Hum,Sudip Bandyopadhyay,"Naseeruddin Shah, Sonali Kulkarni, Aamir Bashir, Naveen Kasturia, Kabir Sajid, Virti Vaghani, Kenil kajavadra",,,PVR Pictures,Thumbnail Pictures,2018 Indian Hindi-Language Family Drama
The Past,2018,https://en.wikipedia.org/wiki/The_Past_(2018_film),The Past,Gagan Puri,"Vedita Pratap Singh, Samiksha Bhatt, Yuvraaj Parashar, Rajesh Sharma",,,N M Entertainment,Peacock Motion Filmz,E Past  Is A 2018 Indian Horror Thriller
Manto,2018,https://en.wikipedia.org/wiki/Manto_(2018_film),Manto,Nandita Das,"Nawazuddin Siddiqui, Tahir Raj Bhasin, Rasika Dugal, Rajshri Deshpande",,₹ 3.71 crore ,Viacom 18 Motion Pictures,,Biographical Drama
