title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Parwana,2003,https://en.wikipedia.org/wiki/Parwana_(2003_film),Parwana,Deepak Bahry,"Ajay Devgn, Ameesha Patel, Pooja Batra",₹ 67.5 million ,₹ 70.6 million ,,Bahry Films,03 Indian Hindi-Language Action Thriller
Janasheen,2003,https://en.wikipedia.org/wiki/Janasheen,Janasheen,Feroz Khan,"Feroz Khan, Fardeen Khan, Celina Jaitly",₹10–17 crore ,₹15.87 crore ,,FK Films,Romantic Action Thriller
Chupke Se,2003,https://en.wikipedia.org/wiki/Chupke_Se,Chupke Se,Shona Urvashi,"Zulfi Syed, Masumeh, Rati Agnihotri",,,,,Is A 2003 Bollywood Romantic Comedy
Joggers' Park,2003,https://en.wikipedia.org/wiki/Joggers'_Park_(film),Joggers' Park,Anant Balani,"Victor Bannerjee, Perizaad Zorabian, Divya Dutta",₹1.5 crore ,₹2.1 crore,Mukta ArtsRainbow Films U.S.A.,,Rk Is A 2003 Indian Hindi-Language Drama
Paanch,2003,https://en.wikipedia.org/wiki/Paanch,Paanch,Anurag Kashyap,"Kay Kay Menon, Aditya Srivastava, Vijay Maurya, Joy Fernandes, Tejaswini Kolhapure",,,,Padmini Films,Is A 2003 Indian Crime Thriller
Zameen,2003,https://en.wikipedia.org/wiki/Zameen_(2003_film),Zameen,Rohit Shetty,"Ajay Devgn, Abhishek Bachchan, Bipasha Basu",est. ₹11 crore ,est. ₹17.8 crore ,,V.R. Entertainers,03 Indian Hindi-Language Action Thriller
Xcuse Me,2003,https://en.wikipedia.org/wiki/Xcuse_Me,Xcuse Me,N. Chandra,"Sahil Khan, Sharman Joshi, Sonali Joshi, Jaya Seal",,,,N . Chandra Global Infotainment Limited,Use Me Is A 2003 Hindi-Language Thriller
Ek Hindustani,2003,https://en.wikipedia.org/wiki/Ek_Hindustani,Ek Hindustani,Tinnu Anand,"Suniel Shetty, Raveena Tandon",,,,Vivek Arts,Ek Hindustani Is An Indian Action
Baghban,2003,https://en.wikipedia.org/wiki/Baghban_(2003_film),Baghban,Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan, Mahima Chaudhry",₹ 10 crore ,₹ 43.11 crore ,,B. R. Films,Is A 2003 Indian Hindi-Language Drama
Khel,2003,https://en.wikipedia.org/wiki/Khel_–_No_Ordinary_Game,Khel,Yusuf Khan,"Sunny Deol, Suniel Shetty, Celina Jaitly, Ajay Jadeja, Gulshan Grover",,,,,L Is A 2003 Indian Hindi-Language Action
Main Madhuri Dixit Banna Chahti Hoon!,2003,https://en.wikipedia.org/wiki/Main_Madhuri_Dixit_Banna_Chahti_Hoon,Main Madhuri Dixit Banna Chahti Hoon,Chandan Arora,"Antara Mali, Rajpal Yadav, Seema Shinde",,,,,2003 Indian Hindi-Language Comedy-Drama
