title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Tarzan and Hercules,1966,https://en.wikipedia.org/wiki/Peter_Lupus,Peter Lupus,,,,,,,Onally Credited As Rock Stevens For Such
Anupama,1966,https://en.wikipedia.org/wiki/Anupama_(1966_film),Anupama,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Shashikala, Deven Verma",,,,,Is A 1966 Hindi
Mamta,1966,https://en.wikipedia.org/wiki/Mamta_(1966_film),Mamta,Asit Sen,"Suchitra Sen, Ashok Kumar, Dharmendra",,est. ₹ 120 million ( $ 16 million ),Chhayabani,,Is A 1966 Indian Drama
Suraj,1966,https://en.wikipedia.org/wiki/Suraj_(film),Suraj,T. Prakash Rao,"Rajendra Kumar, Vyjayanthimala, Ajit, Mumtaz, Johnny Walker",,₹ 5 crore,Rajshri Productions,Venus Pictures,Swashbuckler Ruritanian Romance
Pyar Kiye Jaa,1970,https://en.wikipedia.org/wiki/Kadhalikka_Neramillai,Kadhalikka Neramillai,C. V. Sridhar,"Balaiah, Muthuraman, Nagesh, Rajasree, Sachu, Ravichandran, Kanchana",,,Chitralaya,Chitralaya,64 Indian Tamil-Language Romantic Comedy
Phool Aur Patthar,1966,https://en.wikipedia.org/wiki/Phool_Aur_Patthar,Phool Aur Patthar,O. P. Ralhan,"Meena Kumari, Dharmendra, Shashikala, O. P. Ralhan",,20 Crore (Worldwide) link,,,966 Indian Hindi-Language Romantic Drama
Amrapali,1966,https://en.wikipedia.org/wiki/Amrapali_(film),Amrapali,Lekh Tandon,"Sunil Dutt, Vyjayanthimala, Prem Nath",,,,Eagle Films[1],Amrapali Is A 1966 Historical Hindi
Teesri Manzil,1966,https://en.wikipedia.org/wiki/Teesri_Manzil,Teesri Manzil,Vijay Anand,"Shammi Kapoor, Asha Parekh, Helen, Premnath, Iftekhar, Prem Chopra",,4 Crore,Nasir Hussain Films,,Is A 1966 Indian Musical Mystery
Aaye Din Bahar Ke,1966,https://en.wikipedia.org/wiki/Aaye_Din_Bahar_Ke,Aaye Din Bahar Ke,Raghunath Jalani,"Dharmendra, Asha Parekh, Balraj Sahni, Nazima",,,,,Is A 1966 Indian Hindi-Language
Dil Diya Dard Liya,1966,https://en.wikipedia.org/wiki/Dil_Diya_Dard_Liya,Dil Diya Dard Liya,Abdur Rashid KardarDilip Kumar,"Dilip Kumar, Waheeda Rehman, Rehman, Pran, Johnny Walker",,,,,L Diya Dard Liya Is A 1966 Hindi Romance
Baharen Phir Bhi Aayengi,1966,https://en.wikipedia.org/wiki/Baharen_Phir_Bhi_Aayengi,Baharen Phir Bhi Aayengi,Shaheed Latif,"Dharmendra, Mala Sinha, Tanuja",,,,,S A 1966 Hindi-Language Romantic-Tragedy
Devar,1966,https://en.wikipedia.org/wiki/Devar,Devar,Mohan Segal,"Dharmendra, Sharmila Tagore, Deven Verma",,,De Luxe Films,,Devar  Is A 1966 Hindi
Ladka Ladki,1966,https://en.wikipedia.org/wiki/Ladka_Ladki,Ladka Ladki,Som Haksar,"Kishore Kumar, Mumtaz, I. S. Johar, Tun Tun, Raj Mehra, Shyamlal",,,,Bright Films,A Ladki Is A 1966 Indian Romantic Comedy
