title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Dil-E-Nadaan,1982,https://en.wikipedia.org/wiki/Dil-e-Nadaan,Dil-e-Nadaan,C. V. Sridhar,"Rajesh Khanna, Shatrughan Sinha, Jaya Prada, Smita Patil",,,,,Is A 1982 Indian Hindi-Language Romance
Heeron Ka Chor,1982,https://en.wikipedia.org/wiki/Heeron_Ka_Chor,Heeron Ka Chor,S. K. Kapoor,"Ashok Kumar, Mithun Chakraborty, Bindiya Goswami, Shakti Kapoor, Madan Puri, Helen",,,,,Is A 1982 Indian Hindi-Language Action
Nadiya Ke Paar,1982,https://en.wikipedia.org/wiki/Nadiya_Ke_Paar_(1982_film),Nadiya Ke Paar,Govind Moonis,"Sachin Pilgaonkar, Sadhana Singh",₹ 18 lakh ,₹ 5.4 crore ,Rajshri Productions,,Is A 1982 Indian Drama
Insaan,1982,https://en.wikipedia.org/wiki/Insaan_(1982_film),Insaan,Narendra Bedi,"Vinod Khanna, Jeetendra, Reena Roy",₹22 million ,₹44 million ,,Mukesh Movies,1982 Indian Hindi-Language Action Drama
Dard Ka Rishta,1982,https://en.wikipedia.org/wiki/Dard_Ka_Rishta,Dard Ka Rishta,Sunil Dutt,"Sunil Dutt, Ashok Kumar, Reena Roy, Smita Patil, Khushbu",,,,,Ard Ka Rishta Is A 1982 Indian Bollywood
Aagman,1982,https://en.wikipedia.org/wiki/Aagaman,Aagaman,Muzaffar Ali,"Anupam Kher, Rani Deepa, Suresh Oberoi, Saeed Jaffrey, [, 1, ], Dilip Dhawan",,,,Integrated Films,Aagaman Is A 1982 Hindi Language Drama
Khud-Daar,1982,https://en.wikipedia.org/wiki/Khud-Daar,Khud-Daar,Ravi Tandon,"Amitabh Bachchan, Vinod Mehra, Sanjeev Kumar, Parveen Babi, Tanuja, Bindiya Goswami, Prem Chopra, Mehmood",,,,,Is A 1982 Indian Hindi-Language Action
Farz Aur Kanoon,1982,https://en.wikipedia.org/wiki/Farz_Aur_Kanoon,Farz Aur Kaanoon,K. Raghavendra Rao,"Jeetendra, Hema Malini, Rati Agnihotri",,,,Roja Movies,Is A 1982 Indian Hindi-Language Action
Lakshmi,1982,https://en.wikipedia.org/wiki/Lakshmi_(1982_film),Lakshmi,B.S.Thapa,"Raj Babbar, Reena Roy, Ranjeet, Jeetendra, (guest)",,,,Roy Films[1],Lakshmi Is A 1982 Hindi-Language Drama
Dharam Kanta,1982,https://en.wikipedia.org/wiki/Dharam_Kanta,Dharam Kanta,Sultan Ahmed,"Raaj Kumar, Waheeda Rehman, Jeetendra, Rajesh Khanna, Reena Roy, Sulakshana Pandit",,,,Sultan Productions,Is A 1982 Hindi-Language Action
