title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Fida,2004,https://en.wikipedia.org/wiki/Fida,Fida,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",₹ 10 crore ,₹ 16.9 crore ,Tips Industries,Tips Music Films,Romantic Action Thriller
Kaash,2004,https://en.wikipedia.org/wiki/Kaash,Kaash,Mahesh Bhatt,"Jackie Shroff, Dimple Kapadia, Master Makrand, Anupam Kher",,,Yokohama Productions,Yokohama Productions,Kaash Is A 1987 Bollywood
Dhoom,2004,https://en.wikipedia.org/wiki/Dhoom,Dhoom,Sanjay Gadhvi,"Abhishek Bachchan, Uday Chopra, John Abraham, Esha, Rimii",est. ₹ 110 million ,est. ₹ 725 million ,Yash Raj Films,Yash Raj Films,A 2004 Indian Hindi-Language Moto Action
Hum Kaun Hai?,2004,https://en.wikipedia.org/wiki/Hum_Kaun_Hai?,Hum Kaun Hai?,Ravi Shankar Sharma,"Dimple Kapadia, Amitabh Bachchan, Dharmendra",,,4U2C Films,,Is A 2004 Indian Hindi-Language Horror
Rakht,2004,https://en.wikipedia.org/wiki/Rakht,Rakht,Mahesh V. Manjrekar,"Bipasha Basu, Sanjay Dutt, Dino Morea, Sunil Shetty, Amrita Arora, Neha Dhupia",₹ 120 million ,₹ 84.4 million ,Popcorn Motion PicturesAA Films,,Is A 2004 Indian Supernatural Horror
Dil Ne Jise Apna Kahaa,2004,https://en.wikipedia.org/wiki/Dil_Ne_Jise_Apna_Kahaa,Dil Ne Jise Apna Kahaa,Atul Agnihotri,"Salman Khan, Preity Zinta, Bhumika Chawla",₹ 11 crore ,₹ 13.54 crore ,,,004 Indian Hindi-Language Romantic Drama
Ek Se Badhkar Ek,2004,https://en.wikipedia.org/wiki/Ek_Se_Badhkar_Ek_(2004_film),Ek Se Badhkar Ek,Kundan Shah,"Suniel Shetty, Raveena Tandon, Shekhar Suman, Isha Koppikar",,,Ultra Films,Sai Trinetra Arts,Is  A 2004 Hindi-Language Comedy
Tumsa Nahin Dekha,2004,https://en.wikipedia.org/wiki/Tumsa_Nahin_Dekha:_A_Love_Story,Tumsa Nahin Dekha: A Love Story,Anurag Basu,"Emraan Hashmi, Diya Mirza, Anupam Kher",₹ 7 crore ,₹ 5.03 crore ,Saregama Films,Vishesh Films,04 Indian Hindi-Language Musical-Romance
Madhoshi,2004,https://en.wikipedia.org/wiki/Madhoshi,Madhoshi,Tanveer Khan,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Naina Dhaliwal",,,Shweta International,,Psychological Thriller
Dobara,2004,https://en.wikipedia.org/wiki/Dobara,Dobara,Shashi Ranjan,"Jackie Shroff, Mahima Chaudhry, Raveena Tandon",,,,,Is A 2004 Indian Hindi-Language
Tauba Tauba,2004,https://en.wikipedia.org/wiki/Tauba_Tauba,Tauba Tauba,T L V Prasad,"Payal Rohatgi, Antara Biswas, Amin Gazi",,,,Evershine Films,A 2004 Indian Hindi-Language Sex Comedy
Popcorn Khao! Mast Ho Jao,2004,https://en.wikipedia.org/wiki/Popcorn_Khao!_Mast_Ho_Jao,Popcorn Khao! Mast Ho Jao,Kabir Sadanand,"Akshay Kapoor, Tanishaa, Rashmi Nigam, Deepak Tijori",,,,,04 Indian Hindi-Language Romantic Comedy
AK 47,2004,https://en.wikipedia.org/wiki/AK-47_(2004_film),AK-47,Raam Shetty,"Aditya Singh, Sheetal Bhavishi, Om Puri, Shivaji Satam, Ashish Vidyarthi",,,,,7 Is A 2004 Indian Hindi-Language Action
Shukriya: Till Death Do Us Apart,2004,https://en.wikipedia.org/wiki/Shukriya:_Till_Death_Do_Us_Apart,Shukriya: Till Death Do Us Apart,Anupam Sinha,"Anupam Kher, Aftab Shivdasani, Shriya Saran, Indraneil Sengupta",,,Pen N Camera International,,Is A 2004 Indian Hindi-Language Romance
Wajahh: A Reason to Kill,2004,https://en.wikipedia.org/wiki/Wajahh:_A_Reason_to_Kill,Wajahh: A Reason to Kill,Gautam Adhikari,"Arbaaz Khan, Gracy Singh, Shamita Shetty, Zulfi Syed, Sudesh Berry, Satish Kaushik, Vijayendra Ghatge",,,,,Is A 2004 Indian Hindi-Language Thriller
Elaan,2004,https://en.wikipedia.org/wiki/Elaan_(2005_film),Elaan,Vikram Bhatt,"Arjun Rampal, John Abraham, Amisha Patel, Rahul Khanna, Lara Dutta, Mithun Chakraborty",,,Venus Records & Tapes,,05 Indian Hindi-Language Action Thriller
Hatya: The Murder,2004,https://en.wikipedia.org/wiki/Hatya_(2004_film),Hatya,Kader Kashmiri,"Akshay Kumar, Navin Nischol, Varsha Usgaonkar",,,,,Is A 2004 Hindi-Language Fantasy
Dil Bechara Pyaar Ka Maara,2004,https://en.wikipedia.org/wiki/Dil_Bechara_Pyaar_Ka_Maara,Dil Bechara Pyaar Ka Maara,Onkar Nath Mishra,"Vikas Kalantri, Aslam Khan, Aman Sondhi, Divya Palat, Jonita Doda, Rajpal Yadav, Mallika Kapoor",,,,,Dil Bechara Pyar Ka Maara Is A Hindi
Vaastu Shastra,2004,https://en.wikipedia.org/wiki/Vaastu_Shastra_(film),Vaastu Shastra,Saurab Usha Narang,"Sushmita Sen, Peeya Rai Chowdhary, J. D. Chakravarthy",₹ 5 crore ,₹ 10 crore ,K Sera Sera,,Is A 2004 Indian Hindi-Language Horror
The Legend of Buddha,2004,https://en.wikipedia.org/wiki/The_Legend_of_Buddha,The Legend of Buddha,Shamboo Falke,Bridgit Mendler,,,Kingdom Animasia Inc.,Pentamedia Graphics[1],A 2004 Indian English-Language Animated
Inteqam: The Perfect Game,2004,https://en.wikipedia.org/wiki/Inteqam:_The_Perfect_Game,Inteqam: The Perfect Game,Pankaj Parashar,"Manoj Bajpayee, Isha Koppikar, Nethra Raghuraman, Sushmita Mukherjee, Sharat Saxena",,,,,04 Indian Hindi-Language Action-Thriller
Morning Raga,2004,https://en.wikipedia.org/wiki/Morning_Raga,Morning Raga,Mahesh Dattani,"Shabana Azmi, Prakash Kovelamudi, Perizaad Zorabian, Lillete Dubey, Nassar",₹1.5 crore ,₹30.5 lacs ,UTV Motion Pictures,,04 Indian English-Language Musical Drama
Sau Jhooth Ek Sach,2004,https://en.wikipedia.org/wiki/Tisca_Chopra,Tisca Chopra,,,,,,,Author And
Veer Zaara,2004,https://en.wikipedia.org/wiki/Veer-Zaara,Veer-Zaara,Yash Chopra,"Shah Rukh Khan, Preity Zinta, Rani Mukerji",₹ 23 crore ,₹ 107 crore ,Yash Raj Films,Yash Raj Films,Is A 2004 Indian Hindi-Language Romantic
Aitraaz,2004,https://en.wikipedia.org/wiki/Aitraaz,Aitraaz,Abbas–Mustan,"Akshay Kumar, Priyanka Chopra, Kareena Kapoor",₹ 11 crore ,₹ 26 crore ,Zee Films,Mukta Arts,Romantic Psychological Thriller
Naach,2004,https://en.wikipedia.org/wiki/Naach,Naach,Ram Gopal Varma,"Abhishek Bachchan, Antara Mali, Ritesh Deshmukh",,,T-Series,RGV Film Company,Is A 2004 Indian Hindi-Language Dance
Hulchul,2004,https://en.wikipedia.org/wiki/Hulchul_(2004_film),Hulchul,Priyadarshan,"Akshaye Khanna, Kareena Kapoor, Suniel Shetty, Jackie Shroff, Arbaaz Khan, Arshad Warsi, Paresh Rawal, Amrish Puri, Asrani, Manoj Joshi, Shakti Kapoor",₹ 10 crore ,₹ 32.86 crore ,Venus Films,Venus Films,04 Indian Hindi-Language Romantic Comedy
Ab... Bas!,2004,https://en.wikipedia.org/wiki/Ab...Bas!,Ab...Bas!,Rajesh Singh,"Diana Hayden, Shawar Ali",,,,Jayraj Productions,Indian Hindi-Language Romantic Thriller
Musafir,2004,https://en.wikipedia.org/wiki/Musafir_(2004_film),Musafir,Sanjay Gupta,"Sanjay Dutt, Anil Kapoor, Sameera Reddy, Aditya Pancholi, Koena Mitra, Mahesh Manjrekar, Shakti Kapoor",₹ 130 million ,₹ 187.1 million ,,,Neo-Noir Action Thriller
