title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Rock Dancer,1995,https://en.wikipedia.org/wiki/Rock_Dancer,Rock Dancer,Menon Roy,"Kamal Sadanah, Javed Jaffrey, Ronit Roy, Ritu Shivpuri, Sharon Prabhakar",,,,,Dancer Is A 1995 Hindi Musical Thriller
Ram Shastra,1995,https://en.wikipedia.org/wiki/Ram_Shastra,Ram Shastra,Sanjay Gupta,"Jackie Shroff, Aditya Pancholi, Manisha Koirala, Dipti Bhatnagar",₹ 3.25 crore ,"₹ 4,61 crore ",,,Is A 1995 Indian Hindi-Language Action
Angrakshak,1995,https://en.wikipedia.org/wiki/Angrakshak,Angrakshak,Ravi Raja Pinisetty,"Sunny Deol, Pooja Bhatt, Kulbhushan Kharbanda, Saeed Jaffrey",,₹ 11.25 crore (equivalent to ₹ 110 crore or US$13 million in 2023) ,,,Is A 1995 Indian Action Thriller
Akele Hum Akele Tum,1995,https://en.wikipedia.org/wiki/Akele_Hum_Akele_Tum,Akele Hum Akele Tum,Mansoor Khan,"Aamir Khan, Manisha Koirala, Adil Rizvi",₹ 4.50 crore ,₹ 12.37 crore ,United Seven Combines,Venus Movies,995 Indian Hindi-Language Romantic Drama
Ram Jaane: God Knows,1995,https://en.wikipedia.org/wiki/A._R._Rahman_discography,A. R. Rahmandiscography,,,,,,,Music Industry With The 1992 Tamil
Gambler,1995,https://en.wikipedia.org/wiki/Baazi_(1995_film),Baazi,Ashutosh Gowariker,"Aamir Khan, Mamta Kulkarni",₹ 32.50 million (equivalent to ₹ 190 million or US$2.3 million in 2023) ,est. ₹ 88 million (equivalent to ₹ 520 million or US$6.2 million in 2023) ,NH Studioz,Aftab Pictures,Is A 1995 Indian Action Thriller
Haqeeqat,1995,https://en.wikipedia.org/wiki/Haqeeqat_(1995_film),Haqeeqat,Kuku Kohli,"Ajay Devgan, Tabu",,,,,Is A 1995 Indian Action
Raja,1995,https://en.wikipedia.org/wiki/Raja_(1995_film),Raja,Indra Kumar,"Madhuri Dixit, Sanjay Kapoor, Paresh Rawal",₹ 4.25 crore ,₹ 34.68 crore ,,Maruti International,Action Romantic Drama
Raghuveer,1995,https://en.wikipedia.org/wiki/Raghuveer_(actor),Raghuveer,,,,,,,Actor And Producer In The Kannada
Milan,1995,https://en.wikipedia.org/wiki/Milan_(1995_film),Milan,Mahesh Bhatt,"Jackie Shroff, Manisha Koirala","₹ 1,70 crore ","₹ 2,44 crore ",,Prince & Prince Movies,An Is A 1994 Indian Hindi Action Romance
Kartavya,1995,https://en.wikipedia.org/wiki/Kartavya_(1995_film),Kartavya,Raj Kanwar,"Sanjay Kapoor, Juhi Chawla, Amrish Puri, Aruna Irani",,,,Prime International,Is A 1995 Indian Hindi-Language Action
Naseem,1995,https://en.wikipedia.org/wiki/Naseem_(film),Naseem,Saeed Akhtar Mirza,"Mayuri Kango, Kaifi Azmi, Kay Kay Menon, Surekha Sikri, Kulbhushan Kharbanda, Makrand Deshpande",,,,,Is A 1995 Hindi
Fauji,1995,https://en.wikipedia.org/wiki/Fauji_(1995_film),Faujiफौजी,Lawrence D'Souza,"Dharmendra, Raj Babbar, Farah",,,,,1995 Indian Hindi-Language Action Drama
Kismat,1995,https://en.wikipedia.org/wiki/Kismat_(1995_film),Kismat,Harmesh Malhotra,"Govinda, Mamta Kulkarni",,,,Eastern Films,95 Indian Hindi-Language Action Thriller
Nishana,1995,https://en.wikipedia.org/wiki/Nishana_(1995_film),Nishana,Raj N. Sippy,"Mithun Chakraborty, Rekha, Paresh Rawal, Pankaj Dheer, Raza Murad, Shafi Inamdar, Aparajita",,,,Siddhi Vinayak Creations,A Is A 1995 Hindi-Language Indian Action
Ahankaar,1995,https://en.wikipedia.org/wiki/Ahankaar,Ahankaar,Ashim Samanta,"Mithun Chakraborty, Mamta Kulkarni, Mohnish Bahl, Prem Chopra, Gulshan Grover",,,,Shakti Films,Ahankaar Is A 1995 Indian Hindi-Language
Paappi Devataa,1995,https://en.wikipedia.org/wiki/Paappi_Devataa,Paappi Devataa,Harmesh Malhotra,"Dharmendra, Jeetendra, Jaya Prada, Madhuri Dixit",₹ 15 million ,₹ 16 million ,,Kala Bharti,1995 Indian Hindi-Language Action Crime
Saajan Ki Baahon Mein,1995,https://en.wikipedia.org/wiki/Saajan_Ki_Baahon_Mein,Saajan Ki Baahon Mein,Jay Prakash,"Rishi Kapoor, Raveena Tandon, Tabu",,,,,995 Indian Hindi-Language Romantic Drama
Ab Insaf Hoga,1995,https://en.wikipedia.org/wiki/Ab_Insaf_Hoga,Ab Insaf Hoga,Harish Shah,"Mithun Chakraborty, Rekha, Rohini Hattangadi, Farooq Shaikh, Prem Chopra",,,,,A Is A 1995 Indian Hindi-Language Action
Himmat,1996,https://en.wikipedia.org/wiki/Himmat_(1996_film),Himmat,Sunil Sharma,"Sunny Deol, Tabu, Shilpa Shetty, Naseeruddin Shah",₹ 4.75 crore ,₹ 8.22 crore ,,A. K. Productions,Is A 1996 Bollywood Action
Jurmana,1996,https://en.wikipedia.org/wiki/Jurmana_(1996_film),Jurmana (1996),T L V Prasad,"Mithun Chakraborty, Rambha, Shakti Kapoor, Ronit Roy, Raza Murad",₹2.25 crore ,₹9.97 crore ,,Right Image International,A Is A 1996 Indian Hindi-Language Action
English Babu Desi Mem,1996,https://en.wikipedia.org/wiki/English_Babu_Desi_Mem,English Babu Desi Mem,Praveen Nischol,"Shah Rukh Khan, Sonali Bendre",₹ 3.5 crore (equivalent to ₹ 19 crore or US$2.3 million in 2023) ,₹ 6.89 crore (equivalent to ₹ 38 crore or US$4.5 million in 2023) ,Daasa Movies,Daasa Movies,Is A 1996 Hindi-Language Romantic Comedy
Vijeta,1996,https://en.wikipedia.org/wiki/Vijeta_(1996_film),Vijeta,K. Murali Mohana Rao,"Sanjay Dutt,, Raveena Tandon",,,,Shree Ganesh Productions,S A 1996 Bollywood Action Crime Thriller
Tunnu Ki Tina,1996,https://en.wikipedia.org/wiki/Maachis,Maachis,Gulzar,"Chandrachur Singh, Tabu, Om Puri, Jimmy Sheirgill",₹ 20 million ,est. ₹ 63.6 million ,Eros Entertainment,,Period Political Thriller
Halo,1996,https://en.wikipedia.org/wiki/Halo_(1996_film),Halo,Santosh Sivan,"Benaf Dadachandji, Rajkumar Santoshi, Viju Khote, Mukesh Rishi, Tinnu Anand",,,,,Lo Is A 1996 Indian Hindi-Language Drama
Papi Gudia,1996,https://en.wikipedia.org/wiki/Papi_Gudia,Papi Gudia,Lawrence D'Souza,"Avinash Wadhavan, Karishma Kapoor, Shakti Kapoor, Master Amar Bhardwaj",₹ 70 lakh ,₹ 76.36 lakh ,Aum Films India,,Is A 1996 Indian Hindi-Language Horror
Agni Sakshi,1996,https://en.wikipedia.org/wiki/Agni_Sakshi_(1996_film),Agni Sakshi,Partho Ghosh,"Jackie Shroff, Nana Patekar, Manisha Koirala",₹ 4.75 crore ,₹ 31.34 crore ,Eros International,Neha Films,996 Indian Hindi-Language Thriller Drama
Bambai Ka Babu,1996,https://en.wikipedia.org/wiki/Bambai_Ka_Babu_(1996_film),Bambai Ka Babu,Vikram Bhatt,"Saif Ali Khan, Kajol, Atul Agnihotri",₹ 22.50 million ,₹ 31 million ,,,Is A 1996 Indian Action Drama
Rajkumar,1996,https://en.wikipedia.org/wiki/Rajkumar_(1996_film),Rajkumar,Pankaj Parashar,"Naseeruddin Shah, Anil Kapoor, Madhuri Dixit, Danny Denzongpa, Reena Roy, Farida Jalal, Sanjai Mishra",,,,Tutu films,S A 1996 Indian Hindi Historical Fantasy
Yeh Majhdhaar,1996,https://en.wikipedia.org/wiki/Majhdhaar,Majhdhaar,Esmayeel Shroff,"Salman Khan, Manisha Koirala, Rahul Roy",₹ 1.50 crore ,₹ 49.68 lakh ,,,Ar Is A 1996 Indian Hindi-Language Drama
Megha,1996,https://en.wikipedia.org/wiki/Megha_(1996_film),Megha,Mohanji Prasad,"Shammi Kapoor, Karishma Kapoor, Rahul Roy",₹ 80 lakh ,"₹ 61,85 lakh ",,,Megha Is A 1996 Hindi
Saajan Chale Sasural,1996,https://en.wikipedia.org/wiki/Saajan_Chale_Sasural,Saajan Chale Sasural,David Dhawan,"Govinda, Tabu, Karisma Kapoor, Satish Kaushik",est. ₹4.5 crore ,est. ₹23.55 crore ,,Anas Films,96 Indian Hindi-Language Romantic Comedy
Jung,1996,https://en.wikipedia.org/wiki/Jung_(1996_film),Jung,T. Rama Rao,"Mithun Chakraborty, Aditya Pancholi, Ajay Devgn, Vani Viswanath, Rambha, Sadashiv Amrapurkar, Tinnu Anand, Sujata Mehta",,,,A. Saptarishi Films,1996 Indian Hindi-Language Action Drama
