title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Phaansi Ke Baad,1985,https://en.wikipedia.org/wiki/Phaansi_Ke_Baad,Phaansi Ke Baad,Harmesh Malhotra,,,,,Eastern Films,Is A 1985 Indian Hindi-Language Thriller
Saaheb,1985,https://en.wikipedia.org/wiki/Saaheb,Saaheb,Anil Ganguly,"Anil Kapoor, Amrita Singh, Raakhee, Deven Verma, Utpal Dutt",,,,,Is A 1985 Indian Hindi-Language Drama
Mera Jawab,1985,https://en.wikipedia.org/wiki/Mera_Jawab,Mera Jawab,N.S. Raj Bharath,,,,,,Mera Jawab Is A 1985 Indian
Do Dilon Ki Dastaan,1985,https://en.wikipedia.org/wiki/Do_Dilon_Ki_Dastaan_(1985_film),Do Dilon Ki Dastaan,A. C. Tirulokchandar,"Sanjay Dutt, Padmini Kolhapure, Kajal Kiran, Shakti Kapoor, Om Prakash",,,,,Is A 1985 Indian Bollywood Romance
Ram Tere Kitne Nam,1985,https://en.wikipedia.org/wiki/Ram_Tere_Kitne_Nam,Ram Tere Kitne Nam,P. Madhavan,"Sanjeev Kumar, Rekha",,,Vision Universal,Vision Universal,Is A 1985 Indian Hindi-Language
Zamana,1985,https://en.wikipedia.org/wiki/Zamana_(1985_film),Zamana,Ramesh Talwar,"Rajesh Khanna, Rishi Kapoor, Poonam Dhillon, Ranjeeta, Gopi Krishna, Om Puri, Avtar Gill, Mac Mohan",,,,Veena Pictures,Is A 1985 Indian Hindi-Language
Pighalta Aasman,1985,https://en.wikipedia.org/wiki/Pighalta_Aasman,Pighalta Aasman,Shammi,"Shashi Kapoor, Raakhee, Rati Agnihotri",,,,UA Films,A Aasman Is A 1985 Indian Hindi-Language
Sarfarosh,1985,https://en.wikipedia.org/wiki/Sarfarosh_(1985_film),Sarfarosh,Dasari Narayana Rao,"Jeetendra, Leena Chandavarkar, Sridevi",,,,Tirupati Pictures Enterprises,1985 Indian Hindi-Language Action Drama
Bahu Ki Awaaz,1985,https://en.wikipedia.org/wiki/Archana_Aaradhana,Archana Aaradhana,Sajan,"Shankar, Menaka, Ambika, Sukumari",,,BG's,BG's,Hana Is A 1985 Indian Malayalam-Language
Hum Dono,1985,https://en.wikipedia.org/wiki/Hum_Dono_(1985_film),Hum Dono,B.S. Glaad,"Rajesh Khanna, Hema Malini, Reena Roy",,,,,1985 Indian Hindi-Language Action Comedy
Aitbaar,1985,https://en.wikipedia.org/wiki/Aitbaar,Aitbaar,Mukul Anand,"Raj Babbar, Dimple Kapadia, Suresh Oberoi, Danny Denzongpa",,,,,Is A 1985 Indian Hindi-Language Thriller
Aandhi-Toofan,1985,https://en.wikipedia.org/wiki/Aandhi-Toofan,Aandhi-Toofan,B. Subhash,"Mithun Chakraborty, Hema Malini, Shashi Kapoor, Shatrughan Sinha, Meenakshi Sheshadri, Danny Denzongpa, Kajal Kiran",,,,,I-Toofan Is A 1985 Indian Hindi-Language
Rahi Badal Gaye,1985,https://en.wikipedia.org/wiki/Rahi_Badal_Gaye,Rahi Badal Gaye,Ravi Tandon,"Rishi Kapoor, Shabana Azmi, Padmini Kolhapure",,,,,Adal Gaye Is A 1985 Hindi Romantic Drama
Arjun,1985,https://en.wikipedia.org/wiki/Arjun_(1985_film),Arjun,Rahul Rawail,"Sunny Deol, Dimple Kapadia, Raj Kiran, Prem Chopra, Anupam Kher, Paresh Rawal",₹ 1.5 crore ,₹ 5.5 crore ,Eros Entertainment,Cineyug Films,N Is A 1985 Indian Hindi-Language Action
Balidaan,1985,https://en.wikipedia.org/wiki/Balidaan_(1985_film),Balidaan,S. A. Chandrasekhar,"Jeetendra, Sridevi",,,,Aftab Pictures Pvt Ltd,Is A 1985 Hindi-Language Action
