title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Mere Baad,1988,https://en.wikipedia.org/wiki/Bees_Saal_Baad_(1989_film),Bees Saal Baad,Rajkumar Kohli,"Mithun Chakraborty, Dimple Kapadia, Meenakshi Sheshadri, Shakti Kapoor, Vinod Mehra, Amjad Khan, Anupam Kher, Om Prakash",₹1 crore,,,Nishi Productions,D Is A 1989 Hindi-Language Indian Horror
Sau Saal Baad,1989,https://en.wikipedia.org/wiki/Waheeda_Rehman,Waheeda Rehman,,,,,,,She Has Appeared In More Than 90 Feature
Guru,1989,https://en.wikipedia.org/wiki/Guru_(1989_film),Guru,Umesh Mehra,"Mithun Chakraborty, Sridevi",Rs 5 Crores,,,Shiv Shakthi Productions Pvt. Ltd. Madras,Guru Is A 1989 Indian Hindi-Language
Saaya,1989,https://en.wikipedia.org/wiki/Saaya_(1989_film),Saaya,Keshu Ramsay,"Shatrughan Sinha, Poonam Dhillon, Kajal Kiran, Danny Denzongpa",,,,,Saaya Is A 1989 Indian Hindi-Language
Majboor,1989,https://en.wikipedia.org/wiki/Majboor_(1990_film),Majboor,T. Rama Rao,"Jeetendra, Sunny Deol, Jaya Prada, Farha Naaz",,,,Bhagavati Pictures,Is A 1990 Indian Hindi-Language Action
Abhi To Main Jawaan Hoon,1989,https://en.wikipedia.org/wiki/Abhi_To_Main_Jawan_Hoon,Abhi To Main Jawan Hoon,Amjad Khan,"Sachin, Shehzad Khan, Bharat Bhushan",,,,,Is A Hindi Comedy
Vardi,1989,https://en.wikipedia.org/wiki/Vardi_(film),Vardi,Umesh Mehra,"Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit",,,,Cineyug Films,1989 Indian Hindi-Language Action Crime
Meri Zabaan,1989,https://en.wikipedia.org/wiki/Meri_Zabaan,Meri Zabaan,Shibu Mitra,"Mithun Chakraborty, Shashi Kapoor, Farha, Kimi Katkar, Tanuja, Vinod Mehra, Amjad Khan, Sharat Saxena, Rakesh Bedi",,,,,89 Indian Hindi-Language Action Thriller
Joshilaay,1989,https://en.wikipedia.org/wiki/Joshilaay,Joshilaay,Sibte Hassan RizviShekhar Kapur(Uncredited),"Sunny Deol, Anil Kapoor, Sridevi, Meenakshi Sheshadri",,,,New World Enterprises,Y Is A 1989 Indian Hindi-Language Action
Sachche Ka Bol-Bala,1989,https://en.wikipedia.org/wiki/Sachché_Ká_Bol-Bálá,Sachché Ká Bol-Bálá,Dev Anand,"Dev Anand, Jackie Shroff, Meenakshi Sheshadri, Hema Malini",,,,,Sachché Ká Bol-Bálá Is An Indian
Ram Lakhan,1989,https://en.wikipedia.org/wiki/Ram_Lakhan,Ram Lakhan,Subhash Ghai,"Raakhee, Jackie Shroff, Anil Kapoor, Dimple Kapadia, Madhuri Dixit, Amrish Puri",₹ 2.83 crore,est. ₹ 18 crore ,Mukta Arts,Suneha Arts,N Is A 1989 Indian Hindi-Language Masala
Bees Saal Baad,1989,https://en.wikipedia.org/wiki/Bees_Saal_Baad_(1989_film),Bees Saal Baad,Rajkumar Kohli,"Mithun Chakraborty, Dimple Kapadia, Meenakshi Sheshadri, Shakti Kapoor, Vinod Mehra, Amjad Khan, Anupam Kher, Om Prakash",₹1 crore,,,Nishi Productions,D Is A 1989 Hindi-Language Indian Horror
Main Tera Dushman,1989,https://en.wikipedia.org/wiki/Main_Tera_Dushman,Main Tera Dushman,Vijay Reddy,"Jackie Shroff, Jaya Prada",,,,,Is A 1989 Indian Action
Purani Haveli,1989,https://en.wikipedia.org/wiki/Purani_Haveli_(film),Purani Haveli,Shyam RamsayTulsi Ramsay,"Deepak Parashar, Amita Nangia, Neelam Mehra, Vijay Arora, Tej Sapru, Satish Shah, Manik Irani, Shehzad Khan",₹40 Lakh,₹1.80 Crore in India,,,Is A 1989 Indian Hindi-Language Horror
