title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Pirate's Blood,2008,https://en.wikipedia.org/wiki/The_Curse_(film_series),The Curse (film series),"David Keith, Frederico Prosperi, Sean Barton,David Schmoeller","Wil Wheaton, ,, Claude Akins, ,, Bo Svenson, ,, Jill Schoelen, ,, Christopher Lee, ,, Jenilee Harrison, ,, Tim Van Patten",,,,,Or Series Of Five Originally Unconnected
Ishaara,2008,https://en.wikipedia.org/wiki/Suraiya,Suraiya,,,,,,,And Playback Singer Who Worked In Hindi
Mumbai Chakachak,2008,https://en.wikipedia.org/wiki/Mumbai_Chakachak,Mumbai Chakachak,Sanjay Jha Mastan,"Cyrus Broacha, Mandira Bedi, Rahul Bose, Ayesha Dharker, Vinay Pathak",,,,,Mumbai Chakachak Is A Hindi
Shadow,2009,https://en.wikipedia.org/wiki/Shadow_(2009_Hindi_film),Shadow,Rohit Nayyar,"Nasser Khan, Milind Soman, Sonali Kulkarni, Hrishita Bhatt",,,,,Is A 2009 Hindi
Made in China,2009,https://en.wikipedia.org/wiki/Chandni_Chowk_to_China,Chandni Chowk to China,Nikkhil Advani,"Akshay Kumar, Deepika Padukone, Mithun Chakraborty, Ranvir Shorey, Roger Yuan, Gordon Liu",₹800 million ,₹1.2 billion ,Warner Bros. Pictures,,Martial Arts Action Comedy
Snatch & Grab,2009,https://en.wikipedia.org/wiki/S._U._Arun_Kumar,S. U. Arun Kumar,,,,,,,Arun Kumar Is An Indian
Aasma: The Sky Is the Limit,2009,https://en.wikipedia.org/wiki/Aasma:_The_Sky_Is_the_Limit,Aasma: The Sky Is the Limit,Rohit Nayyar,,,,,,The Sky Is The Limit Is A Bollywood
Luck by Chance,2009,https://en.wikipedia.org/wiki/Luck_by_Chance,Luck by Chance,Zoya Akhtar,"Farhan Akhtar, Konkana Sen Sharma",₹ 150 million ,est. ₹ 290 million ,Reliance Entertainment,Excel Entertainment,Ce Is A 2009 Indian Hindi-Language Drama
Victory,2009,https://en.wikipedia.org/wiki/Victory_(2009_film),Victory,Ajit Pal Mangat,"Harman Baweja, Amrita Rao, Anupam Kher, Gulshan Grover, Several International Cricketers, [, 1, ]",₹ 19 crore ,₹ 1.92 crore ,Victory Motion Pictures,,Ry Is A 2009 Indian Cricket-Based Sports
Dev.D,2009,https://en.wikipedia.org/wiki/Dev.D,Dev.D,Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin",₹ 11 crore ,₹ 20.82 crore ,UTV Motion Pictures,,009 Indian Hindi-Language Romantic Drama
Mere Khwabon Mein Jo Aaye,2009,https://en.wikipedia.org/wiki/Mere_Khwabon_Mein_Jo_Aaye,Mere Khwabon Mein Jo Aaye,Madhureeta Anand,"Randeep Hooda, Raima Sen, Arbaaz Khan",,,PVR Pictures,,009 Indian Hindi-Language Romantic Drama
Chal Chala Chal,2009,https://en.wikipedia.org/wiki/Chal_Chala_Chal,Chal Chala Chal,T. K. Rajeev Kumar,"Govinda, Rajpal Yadav, Reema Sen, Om Puri",,,,,L Is A 2009 Indian Hindi-Language Comedy
Billu,2009,https://en.wikipedia.org/wiki/Billu_Barber,Billu,Priyadarshan,"Irrfan Khan, Shah Rukh Khan, Lara Dutta",₹27 crore ,est. ₹47.45 crore ,Eros International,Red Chillies Entertainment,2009 Indian Hindi-Language Comedy Drama
The Stoneman Murders,2009,https://en.wikipedia.org/wiki/The_Stoneman_Murders,The Stoneman Murders,Manish Gupta,"Kay Kay Menon, Arbaaz Khan, Vikram Gokhale, Rukhsar Rehman",,,,,Is A 2009 Indian Neo-Noir Crime Thriller
Delhi-6,2009,https://en.wikipedia.org/wiki/Delhi-6,Delhi-6,Rakesh Omprakash Mehra,"Abhishek Bachchan, Sonam Kapoor, Aditi Rao Hydari, Rishi Kapoor, Supriya Pathak, Atul Kulkarni, Pavan Malhotra, Divya Dutta, Deepak Dobriyal, Vijay Raaz, Om Puri, Waheeda Rehman",,,UTV Motion Pictures,Rakeysh Omprakash Mehra Pictures,6  Is A 2009 Indian Hindi-Language Drama
Kisse Pyaar Karoon?,2009,https://en.wikipedia.org/wiki/Kisse_Pyaar_Karoon,Kisse Pyaar Karon,Ajay Chandhok,"Arshad Warsi, Aashish Chaudhary, Yash Tonk, Udita Goswami, Aarti Chhabria",,,,,Is A 2009 Indian Comedy
Siddharth: The Prisoner,2009,https://en.wikipedia.org/wiki/Siddharth:_The_Prisoner,Siddharth: The Prisoner,Pryas Gupta,"Rajat Kapoor, Sachin Nayak, Pradip Sagar",,,,,Is A 2008 Indian Thriller
The Hero - Abhimanyu,2009,https://en.wikipedia.org/wiki/Shravan_Sagar,Shravan Sagar,,,,,,,Is An Indian
13B: Fear Has a New Address,2009,https://en.wikipedia.org/wiki/13B:_Fear_Has_a_New_Address.,13B: Fear Has a New Address,Vikram Kumar,"R. Madhavan, Neetu Chandra, Sachin Khedekar, Deepak Dobriyal, Ravi Babu, Murali Sharma",₹ 12 crore ,₹ 23 crore ,BIG Pictures,Wide Angle Creations,As A New Address Is A 2009 Indian Horror
Dhoondte Reh Jaoge,2009,https://en.wikipedia.org/wiki/Dhoondte_Reh_Jaaoge,Dhoondte Reh Jaoge,Umesh Shukla,"Kunal Khemu, Soha Ali Khan, Sonu Sood, Paresh Rawal, Dilip Joshi, Johnny Lever",,,UTV Motion Pictures,,Is A 2009 Indian Comedy
Jai Veeru: Friends Forever,2009,https://en.wikipedia.org/wiki/Sukhwinder_Singh,Sukhwinder Singh,,,,,,,In The
Gulaal,2009,https://en.wikipedia.org/wiki/Gulaal_(film),Gulaal,Anurag Kashyap,"Raj Singh Chaudhary, Kay Kay Menon, Deepak Dobriyal, Mahi Gill, Ayesha Mohan, Jesse Randhawa, Aditya Srivastava, Piyush Mishra, Abhimanyu Singh",,,Zee Limelight,,09 Indian Hindi-Language Political Drama
Barah Aana,2009,https://en.wikipedia.org/wiki/Barah_Aana,Barah Aana,Raja Krishna Menon,"Naseeruddin Shah, Vijay Raaz, Arjun Mathur, Tannishtha Chatterjee",4.5 crore ,0.82 crore ,,,Aana Is A 2009 Indian Black-Comedy Drama
Straight,2009,https://en.wikipedia.org/wiki/Straight_(2009_film),Straight,Parvati Balagopalan,"Vinay Pathak, Gul Panag, Anuj Chaudhary",,,Columbia Pictures(thoughSPE Films India),,Straight Is A 2009 Indian
Aloo Chaat,2009,https://en.wikipedia.org/wiki/Aloo_Chaat_(film),Aloo Chaat,Robbie Grewal,"Aftab Shivdasani, Aamna Shariff, Linda Arsenio, Kulbhushan Kharbanda, Manoj Pahwa, Sanjai Mishra",,,PVR Pictures,,09 Indian Hindi-Language Romantic Comedy
Lottery,2009,https://en.wikipedia.org/wiki/Lottery_(2009_film),Lottery,Hemant Prabhu,"Abhijeet Sawant, Rucha Gujarati, Manisha Kelkar, Nassar Abdulla, Mukesh Tiwari",,,Tips Music Films,,Indian Hindi-Language Romantic Thriller
Kisaan,2009,https://en.wikipedia.org/wiki/Kisaan,Kisaan,Puneet Sira,"Jackie Shroff, Arbaaz Khan, Sohail Khan, Dia Mirza, Nauheed Cyrusi",₹ 15 crore ,₹ 5.76 crore ,,,09 Indian Hindi-Language Action Thriller
Aa Dekhen Zara,2009,https://en.wikipedia.org/wiki/Aa_Dekhen_Zara,Aa Dekhen Zara,Jehangir Surti,"Bipasha Basu, Neil Nitin Mukesh, Rahul Dev, Sophie Choudry",₹170 million ,₹103.8 million ,Eros International,Next Gen Films,Science Fiction Thriller
Ek: The Power of One,2009,https://en.wikipedia.org/wiki/Ek:_The_Power_of_One,Ek: The Power of One,Sangeeth Sivan,"Bobby Deol, Nana Patekar, Shriya Saran",,₹ 6 crore ,K Sera SeraDharam Films,,09 Indian Hindi-Language Action Thriller
8 x 10 Tasveer,2009,https://en.wikipedia.org/wiki/8_x_10_Tasveer,8 × 10 Tasveer,Nagesh Kukunoor,"Akshay Kumar, Ayesha Takia, Sharmila Tagore, Jaaved Jaaferi",,est. ₹ 235.80 million ,Percept Picture CompanySahara One,,09 Indian Hindi-Language Action Thriller
Ek Se Bure Do,2009,https://en.wikipedia.org/wiki/Ek_Se_Bure_Do,Ek Se Bure Dono,Tariq Khan,"Arshad Warsi, Anita Hassanandani, Rajpal Yadav",,,,Filmsland Entertainment,Bure Do Is A 2009 Bollywood Black Comedy
Meri Padosan,2009,https://en.wikipedia.org/wiki/Hina_Tasleem,Hina Tasleem,,,,,,,Erman Actress Who Acted In Several Hindi
"Gallit Gondhal, Dillit Mujra",2009,"https://en.wikipedia.org/wiki/Gallit_Gondhal,_Dillit_Mujra","Gallit Gondhal, Dillit Mujra",Nagesh Bhonsle,"Sayaji Shinde, Makarand Anaspure, Nagesh Bhosale",,,,Manohar Entertainment,Marathi-Language Social Comedy Drama
Kal Kissne Dekha,2009,https://en.wikipedia.org/wiki/Wanted_(2009_film),Wanted,Prabhu Deva,"Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna, Mahesh Manjrekar",₹ 35 crore ,₹ 90.21 crore ,Sahara One Motion Pictures,,09 Indian Hindi-Language Action Thriller
99,2009,https://en.wikipedia.org/wiki/99_(2009_film),99,Raj and D.K.,"Kunal Khemu, Boman Irani, Soha Ali Khan, Cyrus Broacha, Mahesh Manjrekar, Vinod Khanna, Amit Mistry, Dali Vivekanandan",₹ 90 million ,₹ 147.6 million ,People Pictures,,2009 Indian Hindi-Language Crime Comedy
Suno Na.. Ek Nanhi Aawaz,2009,https://en.wikipedia.org/wiki/Avinash_Tiwary,Avinash Tiwary,,,,,,,Is An Indian Actor Who Works In Hindi
Namah Shivaya Shantaya,2009,https://en.wikipedia.org/wiki/Deepak_Lohar,Deepak Lohar,,,,,,,Tor Who Mostly Acts In Nagpuri And Hindi
Sanam Teri Kasam,2009,https://en.wikipedia.org/wiki/Sanam_Teri_Kasam_(2009_film),Sanam Teri Kasam (2009),Lawrence D'Souza,"Saif Ali Khan, Pooja Bhatt, Atul Agnihotri, Sheeba Akashdeep",,,Ultra Music,,Indian Romantic Drama
Detective Naani,2009,https://en.wikipedia.org/wiki/Detective_Naani,Detective Naani,Romilla Mukherjee,"Ava Mukherjee, Zain Khan, Shweta Gulati, Amit Verma",,,Pinpoint Productions,Bombay Duck Films,An Indian Hindi-Language Mystery Comedy
Mohandas,2009,https://en.wikipedia.org/wiki/Liar's_Dice_(film),Liar's Dice,Geetu Mohandas,"Geetanjali Thapa, Nawazuddin Siddiqui, Manya Gupta, Vikram Bhagra, Murari Kumar",,,,Jar Pictures,The
Zor Lagaa Ke... Haiya!,2009,https://en.wikipedia.org/wiki/Zor_Lagaa_Ke..._Haiya!,Zor Lagaa Ke... Haiya!,Girish Girija Joshi,"Meghan Jadhav, Mithun Chakraborty, Mahesh Manjrekar, Seema Biswas, Gulshan Grover, Sachin Khedekar, Riya Sen, Raj Zutshi, Ritwik Tyagi, Ayesha Kaduskar",,,Gemini Pictures,,Received Positive Reviews And Won Four
Paying Guests,2009,https://en.wikipedia.org/wiki/Paying_Guests,Paying Guests,Paritosh Painter,"Shreyas Talpade, Vatsal Seth, Javed Jaffrey, Ashish Chaudhary, Celina Jaitly, Riya Sen, Neha Dhupia, Sayali Bhagat",,,,Mukta Arts,2009 Indian Hindi-Language Comedy Drama
Raftaar - An Obsession,2009,https://en.wikipedia.org/wiki/Mukesh_Tiwari,Mukesh Tiwari,,,,,,,Kannada And Telugu
Let's Dance,2009,https://en.wikipedia.org/wiki/Let's_Dance_(2009_film),Let's Dance,Aarif Sheikh,"Gayatri Patel, Ajay Chaudhary, Aquib Afzal",,,,,S Dance Is A 2009 Bollywood
Thanks Maa,2009,https://en.wikipedia.org/wiki/Thanks_Maa,Thanks Maa,Irfan Kamal,"Master Shams Patel, Master Salman, Master Fayaaz, Baby Almas, Ravi Mahashabde, Master Jaffer, Baby Sakshi, Barry John",,,SPE Films India,,Is An Indian Hindi Language Drama
New York,2009,https://en.wikipedia.org/wiki/New_York_(2009_film),New York's,Kabir Khan,"John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan",,₹74.63 crores ,Yash Raj Films,Yash Raj Films,Is A 2009 Indian Hindi-Language Thriller
Natkhat,2009,https://en.wikipedia.org/wiki/Rashami_Desai,Rashami Desai,,,,,,,Is An Indian Television And
Kambakkht Ishq,2009,https://en.wikipedia.org/wiki/Kambakkht_Ishq,Kambakkht Ishq,Sabbir Khan,"Akshay Kumar, Kareena Kapoor, Aftab Shivdasani, Amrita Arora, Javed Jaffrey, Kirron Kher",₹ 650 million ,est. ₹ 840 million,Eros International,Nadiadwala Grandson Entertainment,Is A 2009 Indian Romantic Comedy
Sankat City,2009,https://en.wikipedia.org/wiki/Sankat_City,Sankat City,Pankaj Advani,"Kay Kay Menon, Anupam Kher, Rimi Sen, Chunky Panday, Dilip Prabhavalkar",,,,,2009 Indian Hindi-Language Black Comedy
Shortkut - The Con Is On,2009,https://en.wikipedia.org/wiki/Short_Kut,Short Kut,Neeraj Vora,"Akshaye Khanna, Amrita Rao, Arshad Warsi",,,Indian Films,Anil Kapoor Film Company Private Limited,Is A 2009 Indian Hindi-Language Comedy
Morning Walk,2009,https://en.wikipedia.org/wiki/Avika_Gor,Avika Gor,,,,,,,Who Primarily Works In Hindi And Telugu
Jashnn: The Music Within,2009,https://en.wikipedia.org/wiki/Jashnn,Jashnn,Raksha MistryHasnain S Hyderabadwala,"Adhyayan Suman, Anjana Sukhani, Shahana Goswami, Humayun Saeed",,,Vishesh FilmsZee Motion Pictures,,Musical Romantic Drama
Red Alert: The War Within,2009,https://en.wikipedia.org/wiki/Red_Alert:_The_War_Within,Red Alert: The War Within,Ananth Narayan Mahadevan,"Vinod Khanna, Sunil Shetty, Bhagyashree, Sameera Reddy, Ayesha Dharker, Seema Biswas, Naseeruddin Shah",,,,Star Entertainment Pvt Ltd,Is An Indian Crime Drama
Luck,2009,https://en.wikipedia.org/wiki/Luck_(2009_film),Luck,Soham Shah,"Mithun Chakraborty, Sanjay Dutt, Imran Khan, Javed Sheikh, Shruti Haasan, Danny Denzongpa, Ravi Kishan, Chitrashi Rawat, Rati Agnihotri",₹ 370 million (US$4.4 million),,Indian Films,Shree Ashtavinayak Cine Vision Ltd,09 Indian Hindi-Language Action Thriller
Love Aaj Kal,2009,https://en.wikipedia.org/wiki/Love_Aaj_Kal_(2009_film),Love Aaj Kal,Imtiaz Ali,"Saif Ali Khan, Deepika Padukone, Giselli Monteiro, Rishi Kapoor",₹35 crore ,₹120 crore ,Eros International,,Romantic Comedy-Drama
Teree Sang: A Kidult Love Story,2009,https://en.wikipedia.org/wiki/Teree_Sang,Teree Sang,Satish Kaushik,"Ruslaan Mumtaz, Sheena Shahabadi, Rajat Kapoor, Neena Gupta, Satish Kaushik, Sushmita Mukherjee",,,Columbia Pictures(thoughSPE Films India),,Coming Of Age Romantic
Agyaat,2009,https://en.wikipedia.org/wiki/Agyaat,Agyaat,Ram Gopal Varma,"Nithiin, Priyanka Kothari, Gautam Rode, Rasika Dugal",,,UTV Motion Pictures,,Is A 2009 Indian Hindi-Language Horror
Chal Chalein,2009,https://en.wikipedia.org/wiki/Chal_Chalein,Chal Chalein,Ujjwal Singh,"Mithun Chakraborty, Chirag P Ruia, Mukesh Khanna, Rati Agnihotri, Shilpa Shukla, Kanwaljeet Singh",,,,,Chalein Is A 2009 Indian Hindi-Language
Kaminey,2009,https://en.wikipedia.org/wiki/Kaminey,Kaminey,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Amole Gupte",₹ 35 crore ,₹ 71.56 crore ,UTV Motion Pictures,UTV Motion Pictures,Is A 2009 Indian Hindi-Language Action
Sikandar,2009,https://en.wikipedia.org/wiki/Sikandar_(2009_film),Sikandar,Piyush Jha,"Parzan Dastur, Ayesha Kapur, R. Madhavan, Sanjay Suri",₹ 5 crore ,₹ 82.4 lakh ,BIG Pictures,,Sikandar Is A 2009 Indian Crime Drama
