title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Bullett Raja,2013,https://en.wikipedia.org/wiki/Bullett_Raja,Bullet Raja,Tigmanshu Dhulia,"Saif Ali Khan, Jimmy Sheirgill, Vidyut Jammwal, Sonakshi Sinha, Chunky Pandey, Ravi Kishan, Vishwajeet Pradhan, Gulshan Grover, Raj Babbar",₹ 51 crore ,₹ 53.60 crore ,Fox Star Studios,,Is A 2013 Indian Hindi-Language Action
Ankhon Dekhi,2013,https://en.wikipedia.org/wiki/Ankhon_Dekhi,Ankhon Dekhi,Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Brijendra Kala",₹ 4.75 crore,est. ₹ 47.23 crore,,,Is A 2014 Indian Hindi-Language Drama
R... Rajkumar,2013,https://en.wikipedia.org/wiki/R..._Rajkumar,R... Rajkumar,Prabhu Deva,"Shahid Kapoor, Sonakshi Sinha, Sonu Sood",,₹ 101.21 crore ,Eros International,Next Gen Films,13 Indian Hindi-Language Romantic Action
Club 60,2013,https://en.wikipedia.org/wiki/Club_60,Club 60,Sanjay Tripathy,"Farooq Sheikh, Sarika Thakur, Satish Shah, Raghubir Yadav",Rs. 60 million ,,,,Club 60 Is A 2013 Indian Comedy Drama
Kajarya,2013,https://en.wikipedia.org/wiki/Kajarya,Kajarya,Madhureeta Anand,"Meenu Hooda, Ridhima Sud, Kuldeep Ruhil, Shashi Bhushan",,,,,Rya Is A 2015 Indian Bollywood Docudrama
Jackpot,2013,https://en.wikipedia.org/wiki/Jackpot_(2013_film),Jackpot,Kaizad Gustad,"Naseeruddin Shah, Sunny Leone, Bharath, Sachiin J Joshi",,"₹ 50 million (US$590,000)",,,13 Indian Hindi-Language Comedy Thriller
Dhoom 3,2013,https://en.wikipedia.org/wiki/Dhoom_3,Dhoom 3,Vijay Krishna Acharya,"Aamir Khan, Abhishek Bachchan, Uday Chopra, Jackie Shroff, Katrina Kaif",₹ 100 crore ,est. ₹ 556.74 crore ,Yash Raj Films,Yash Raj Films,2013 Indian Hindi-Language Heist Action
Mahabharat,2013,https://en.wikipedia.org/wiki/Mahabharat_(2013_film),Mahabharat,Amaan Khan,"Amitabh Bachchan, Sunny Deol, Ajay Devgn, Anil Kapoor, Manoj Bajpayee, Jackie Shroff, Vidya Balan, Deepti Naval",₹ 50 crore (US$5.9 million) ,"est. ₹ 1.5 crore (US$180,000) ",Pen Studios,Pen Studios,Is A 2013 Indian Hindi-Language Animated
Kid Krrish,2013,https://en.wikipedia.org/wiki/Krrish,Krrish,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra, Naseeruddin Shah, Rekha, Sharat Saxena, Manini Mishra",₹ 40 crore ,₹ 126.55 crore ,Yash Raj Films(India)Adlabs(International)[1],Filmkraft Productions Pvt. Ltd,Superhero Action Thriller
Bandit Queen-2,2013,https://en.wikipedia.org/wiki/Shekhar_Kapur,Shekhar Kapur,,,,,,,Is An Indian
Mutthi Bhar Sapne,2013,https://en.wikipedia.org/wiki/Ashutosh_Rana,Ashutosh Rana,,,,,,,And Tamil
Khatarnak Khiladi,2013,https://en.wikipedia.org/wiki/Mirchi_(film),Mirchi,Koratala Siva,"Prabhas, Anushka Shetty, Richa Gangopadhyay",,est. ₹87 crore ,Great India Films (Overseas)[1],UV Creations,3 Indian Telugu-Language Romantic Action
Naya Chand,2013,https://en.wikipedia.org/wiki/Naya_Daur_(1957_film),Naya Daur,B. R. Chopra,"Dilip Kumar, Vyjayanthimala",₹ 0.14 crore ,₹ 3.75 crore ( India ) ,B. R. Films,,1957 Indian Hindi-Language Social Drama
What's on Your Mind?,2013,https://en.wikipedia.org/wiki/What's_Your_Raashee?,What's Your Raashee?,Ashutosh Gowariker,"Harman Baweja, Priyanka Chopra",₹ 32 crore ,₹ 17 crore ,UTV Motion Pictures,,09 Indian Hindi-Language Romantic Comedy
Mr Joe B. Carvalho,2014,https://en.wikipedia.org/wiki/Mr_Joe_B._Carvalho,Mr Joe B. Carvalho,Samir Tiwari,"Arshad Warsi, Soha Ali Khan, Javed Jaffrey, Vijay Raaz, Mahika Sharma",1.50 Crore,3.66 Crore,B.R Entertainment,,O Is A 2014 Indian Hindi-Language Comedy
Lakshmi,2014,https://en.wikipedia.org/wiki/Lakshmi_(2014_film),Lakshmi,Nagesh Kukunoor,"Monali Thakur, Shefali Shah, Ram Kapoor, Satish Kaushik, Nagesh Kukunoor",,,Pen Studios,,Biographical Social Problem
Dedh Ishqiya,2014,https://en.wikipedia.org/wiki/Dedh_Ishqiya,Dedh Ishqiya,Abhishek Chaubey,"Naseeruddin Shah, Madhuri Dixit, Arshad Warsi, Huma Qureshi",₹ 370 million ,₹ 408 million ,Shemaroo Entertainment,,Is A 2014 Indian Slapstick Black Comedy
Yaariyan,2014,https://en.wikipedia.org/wiki/Yaariyan_(2014_film),Yaariyan,Divya Khosla Kumar,"Himansh Kohli, Rakul Preet Singh, Evelyn Sharma, Nicole Faria, [, 1, ]",₹ 100 million ,₹ 550 million ,AA Films,T-Series,Romantic Comedy Drama
Karle Pyaar Karle,2014,https://en.wikipedia.org/wiki/Karle_Pyaar_Karle,Karle Pyaar Karle,Rajesh Pandey,"Shiv Darshan, Hasleen Kaur, Aham Sharma",,,,Shree Krishna International[2],Is A Hindi Romantic Action
Paranthe Wali Gali,2014,https://en.wikipedia.org/wiki/Paranthe_Wali_Gali_(film),Paranthe Wali Gali,Sachin Gupta,"Anuj Saxena, Neha Pawar",,,Reliance,Chilsag Entertainment Network,Is A 2014 Indian Romance Comedy
Strings of Passion,2014,https://en.wikipedia.org/wiki/Strings_of_Passion,Strings of Passion,Sanghamitra Chaudhari[1],"Zeenat Aman, Indrani Haldar, Rajesh Sharma, Shubh Mukherjee, Avalok Nagpal, Paru Gambhir, Amit Sarkar, Sangita Sonali, [, 2, ]",,,,,Strings Of Passion Is A Bollywood Drama
Jai Ho,2014,https://en.wikipedia.org/wiki/Jai_Ho_(film),Jai Ho,Sohail Khan,"Salman Khan, Tabu, Daisy Shah, Danny Denzongpa, Aditya Pancholi",₹50 crore,₹ 195.04 crore ,Eros International[1],Sohail Khan Productions,Political Action Drama
Yeh Hai Bakrapur,2014,https://en.wikipedia.org/wiki/Yeh_Hai_Bakrapur,Yeh Hai Bakrapur,Janaki Vishwanathan[1],"Anshuman Jha, Asif Basra, Suruchi Aulakh, Faiz Khan, Yoshika Verma, Vinay Varma",,,Shruthikkaa Films,,2014 Indian Hindi-Language Social Satire
One by Two,2014,https://en.wikipedia.org/wiki/One_by_Two_(2014_film),One By Two,Devika Bhagat,"Abhay Deol, Preeti Desai",₹ 210 million ,₹ 37.7 million ,Viacom 18 Motion Pictures,,By Two Is A 2014 Indian Romantic Comedy
Hasee Toh Phasee,2014,https://en.wikipedia.org/wiki/Hasee_Toh_Phasee,Hasee Toh Phasee,Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra",₹ 20 crore ,₹ 63.38 crore ,AA Films(India)Reliance Entertainment[1](Overseas),,Romantic Comedy-Drama
Heartless,2014,https://en.wikipedia.org/wiki/Heartless_(2014_film),Heartless,Shekhar Suman,"Adhyayan Suman, Ariana Ayam, Deepti Naval, Om Puri, Shekhar Suman, Madan Jain",₹ 1.10 crore ,₹ 1.18 crore ,Multimedia Combines,Windmill Entertainment[1],4 Indian Hindi-Language Medical Thriller
Babloo Happy Hai,2014,https://en.wikipedia.org/wiki/Babloo_Happy_Hai,Babloo Happy Hai,Nila Madhab Panda,"Sahil Anand, Erica Fernandes, Sumit Suri, Reyhna Malhotra, Amol Parashar, Preet Kamal, Anu Choudhury, Parvin Dabas",,,,,Is A 2014 Indian Hindi-Language
Ya Rab,2014,https://en.wikipedia.org/wiki/Ya_Rab,Ya Rab,Hasnain Hyderabadwala,"Ajaz Khan, Arjumman Mughal, Vikram Singh, Manzar Sehbai, Akhilendra Mishra, Imran Hasnee",₹ 2.50 crore,,Vishesh Films,True Films,Is A 2014 Indian Hindi-Language
Lajwanti,2014,https://en.wikipedia.org/wiki/Lajwanti,Lajwanti,Narendra Suri,"Nargis, Balraj Sahni",,,De Lux Films,,Lajwanti Is A 1958 Indian Drama
Gunday,2014,https://en.wikipedia.org/wiki/Gunday,Gunday,Ali Abbas Zafar,"Ranveer Singh, Arjun Kapoor, Priyanka Chopra, Irrfan Khan",₹ 51 crore ,est. ₹ 130.91 crore ,Yash Raj Films,Yash Raj Films,Period Action Drama
Highway,2014,https://en.wikipedia.org/wiki/Highway_(2014_Hindi_film),Highway,Imtiaz Ali,"Alia Bhatt, Randeep Hooda",₹ 25 crore ,₹ 47.7 crore ,UTV Motion Pictures[1],,A 2014 Indian Hindi-Language Road Drama
Darr @ the Mall,2014,https://en.wikipedia.org/wiki/Darr_@_the_Mall,Darr @ the Mall,Pavan Kirpalani,"Jimmy Sheirgill, Nushrat Bharucha, Arif Zakaria, Asif Basra, Nivedita Bhattacharya, Shradha Kaul, Neeraj Sood, Josi Hasi",₹16 crore ,est. ₹ 7.8 crore,Sony Pictures Releasing,,Is A 2014 Indian Horror
Karar: The Deal,2014,https://en.wikipedia.org/wiki/Karar:_The_Deal,Karar: The Deal,Sabbir Khan,"Tarun Arora, Mahek Chahal, Jyothi Rana",,,Shree Cine Arts,Shree Cine Arts,Is A 2014 Indian Hindi-Language Thriller
Shaadi Ke Side Effects,2014,https://en.wikipedia.org/wiki/Shaadi_Ke_Side_Effects,Shaadi Ke Side Effects,Saket Chaudhary,"Farhan Akhtar, Vidya Balan, Ram Kapoor, Vir Das",₹ 430 million ,est. ₹ 696 million ,Balaji Motion Pictures,Pritish Nandy Communications,14 Indian Hindi-Language Romantic Comedy
Gulaab Gang,2014,https://en.wikipedia.org/wiki/Gulaab_Gang,Gulaab Gang,Soumik Sen,"Madhuri Dixit, Juhi Chawla",₹ 29 crore ,est. ₹22.7 crore ,Sahara Movie Studios,Benaras Media Works,2014 Indian Hindi-Language Action Drama
Total Chaos,2014,https://en.wikipedia.org/wiki/Total_Siyapaa,Total Siyapaa,Eeshwar Nivas,"Ali Zafar, Yami Gautam, Anupam Kher, Kirron Kher, Sara Khan",₹ 100 million ,est. ₹ 131 million ,Reliance Entertainment,,Is A 2014 Bollywood Romantic Comedy
Bewakoofiyaan,2014,https://en.wikipedia.org/wiki/Bewakoofiyaan,Bewakoofiyaan,Nupur Asthana,"Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor",₹ 22 crore ,est. ₹ 22.2 crore ,,Yash Raj Films,14 Indian Hindi-Language Romantic Comedy
Yeh Dil Ramta Jogi,2014,https://en.wikipedia.org/wiki/Swaroop_Kanchi,Swaroop Kanchi,,,,,,,Is An Indian
Gang of Ghosts,2014,https://en.wikipedia.org/wiki/Gang_of_Ghosts,Gang of Ghosts,Satish Kaushik,"Sharman Joshi, Parambrata Chatterjee, Mahi Gill, Anupam Kher, Meera Chopra, Vijay Varma, J. Brandon Hill, Rajesh Khattar, Saurabh Shukla, Rajpal Yadav, Yashpal Sharma, Vijay Verma, Chunky Pandey, Jackie Shroff",,,,,Of Ghosts Is A 2014 Hindi Horror Comedy
Youngistaan,2014,https://en.wikipedia.org/wiki/Youngistaan,Youngistan,Syed Ahmad Afzal,"Jackky Bhagnani, Neha Sharma, Farooq Sheikh",,est. ₹ 9.45 crore (US$1.1 million) ,PVR Pictures,,Indian Hindi-Language Romance Political
Dishkiyaoon,2014,https://en.wikipedia.org/wiki/Dishkiyaoon,Dishkiyaoon,Sanamjit Singh Talwar,"Harman Baweja, Sunny Deol, Ayesha Khanna, Aditya Pancholi, Prashant Narayanan, Anand Tiwari, Sumit Nijhawan, Hasan Zaidi",₹ 3.90 crore ,₹ 6.88 crore ,Eros International,Essential Sports & Media,2014 Indian Hindi-Language Crime Action
O Teri,2014,https://en.wikipedia.org/wiki/O_Teri,O Teri,Umesh Bisht,"Pulkit Samrat, Bilal Amrohi, Sarah-Jane Dias, Mandira Bedi",₹ 150 million ,est. ₹ 36 million ,AA Films,Reel Life Productions,Is A 2014 Indian Hindi-Language Comedy
Station,2014,https://en.wikipedia.org/wiki/Station_(2014_film),Station,Saad Khan,"Sameer Kevin Roy, Siddhanth K.S., Hardik Sha, Kanika Batra, Vivek Shah",,,,Sumit Ghosh Media,Station Is A 2014 Hindi Thriller
Main Tera Hero,2014,https://en.wikipedia.org/wiki/Main_Tera_Hero,Main Tera Hero,David Dhawan,"Varun Dhawan, Ileana D'Cruz, Nargis Fakhri",₹ 29 crore,₹ 78 crore ,,Balaji Motion Pictures,Is A 2014 Indian Hindi-Language Masala
Bhoothnath Returns,2014,https://en.wikipedia.org/wiki/Bhoothnath_Returns,Bhoothnath Returns,Nitesh Tiwari,"Amitabh Bachchan, Parth Bhalerao, Boman Irani, Usha Jadhav, Sanjay Mishra, Brijendra Kala, Usha Nadkarni",₹ 40 crore ,₹ 60.32 crore ,T-Series FilmsAA Films,,Supernatural Comedy
Angry Young Man,2014,https://en.wikipedia.org/wiki/Amitabh_Bachchan,Amitabh Bachchan,,,,,,,He Has Played In Over 200
2 States,2014,https://en.wikipedia.org/wiki/2_States_(2014_film),2 States,Abhishek Varman,"Arjun Kapoor, Alia Bhatt",₹ 45 crore,₹ 175 crore ,UTV Motion Pictures,,Romantic Comedy-Drama
Dekh Tamasha Dekh,2014,https://en.wikipedia.org/wiki/Dekh_Tamasha_Dekh,Dekh Tamasha Dekh,Feroz Abbas Khan,"Satish Kaushik, Tanvi Azmi, Vinay Jain",,,,,Social And Political Satire
Lucky Kabootar,2014,https://en.wikipedia.org/wiki/Lucky_Kabootar,Lucky Kabootar,Shammi Chhabra,"Eijaz Khan, Ravi Kishan, Shraddha Das, Sanjay Mishra, Kulraj Randhawa",,,,Inderjit Films,14 Indian Hindi-Language Romantic-Comedy
Kaanchi,2014,https://en.wikipedia.org/wiki/Kaanchi_(2014_film),Kaanchi,Subhash Ghai,"Mishti Chakraborty, Kartik Aaryan, Rishi Kapoor, Mithun Chakraborty",,,White Hill Studios,Mukta Arts,Le Is A 2014 Indian Hindi-Language Drama
Revolver Rani,2014,https://en.wikipedia.org/wiki/Revolver_Rani,Revolver Rani,Sai Kabir Shrivastav,"Kangana Ranaut, Piyush Mishra, Vir Das, Zakir Hussain, Zeishan Quadri",₹ 10 crore ,est. ₹ 9 crore ,Wave Cinemas Distribution,,Crime Comedy Drama
Samrat and Co.,2014,https://en.wikipedia.org/wiki/Samrat_&_Co.,Samrat & Co.,Kaushik Ghatak,"Rajeev Khandelwal, Madalsa Sharma Chakraborty, Gopal Datt",,,Rajshri Productions,Rajshri Productions,Detective Thriller
Masala Republic,2014,https://en.wikipedia.org/wiki/Masala_Republic,Masala Republic,Visakh G. S.,"Indrajith Sukumaran, Aparna Nair, Sunny Wayne, Vinay Forrt, Soubin Shahir, Vinayakan, Sreenath Bhasi, Shine Tom Chacko",,,,Chemmeen Cinema,Uage Dystopian Political Satirical Spoof
Purani Jeans,2014,https://en.wikipedia.org/wiki/Purani_Jeans,Purani Jeans,Tanushri Chattrji Bassu,"Tanuj Virwani, Izabelle Leite",,,,Eros International,Coming-Of-Age Drama
Kahin Hai Mera Pyar,2014,https://en.wikipedia.org/wiki/Kahin_Hai_Mera_Pyar,Kahin Hai Mera Pyar,Mahesh Vaijnath Doijode,"Jackie Shroff, Sonia Mann, Sanjay Kapoor, Abhishek Sethiya",,,,,Is A 2014 Indian Hindi-Language Romance
Kya Dilli Kya Lahore,2014,https://en.wikipedia.org/wiki/Kya_Dilli_Kya_Lahore,Kya Dilli Kya Lahore,Vijay Raaz,"Vijay Raaz, Manu Rishi, Raj Zutshi",,,Wave Cinemas,Picture Thoughts Production,Is A 2014 Indian Hindi-Language War
The Dirty MMS,2014,https://en.wikipedia.org/wiki/The_Dirty_Picture,The Dirty Picture,Milan Luthria,"Vidya Balan, Emraan Hashmi, Naseeruddin Shah, Tusshar Kapoor",₹ 18 crore (US$2.1 million),₹ 117 crore (US$14 million) ,AA Films,,2011 Indian Hindi-Language Musical Drama
Hawaa Hawaai,2014,https://en.wikipedia.org/wiki/Hawaa_Hawaai,Hawaa Hawaai,Amole Gupte,"Partho Gupte, Saqib Saleem, Pragya Yadav",₹ 110 million ,₹ 113.6 million ,Fox Star Studios,Amole Gupte Cinema,Aa Hawaai  Is A 2014 Indian Sports Drama
Khwaabb,2014,https://en.wikipedia.org/wiki/Khwaabb,Khwaabb,Zaid Ali Khan,"Navdip Singh, Simer Motiani",,,,Bullseye Productions,Indian Hindi-Language Romance And Drama
Koyelaanchal,2014,https://en.wikipedia.org/wiki/Koyelaanchal,Koyelaanchal,Ashu Trikha,"Vinod Khanna, Sunil Shetty, Vipinno, Roopali Krishnarao, Ravi Singh",,,,,Laanchal Is A 2014 Indian Hindi-Language
Manjunath,2014,https://en.wikipedia.org/wiki/Manjunath_(film),Manjunath,Sandeep A. Varma,"Sasho Satiiysh, Seema Biswas, Divya Dutta, Yashpal Sharma","₹ 3 crore (US$350,000)",₹ 30 crore (US$3.5 million),Viacom 18 Motion Pictures,,Manjunath Is An Indian Drama
Children of War,2014,https://en.wikipedia.org/wiki/Children_of_War_(2014_film),Children of War,Mrityunjay Devvrat,"Riddhi Sen, Rucha Inamdar, Victor Banerjee, Farooque Shaikh, Pavan Malhotra, Indraneil Sengupta, Raima Sen, Tilotama Shome, Shatrunjay Devvrat, Aarun Nagar",,,AA Films,Pencil Cell Productions & Maktub Entertainment,Is A 2014 Hindi Drama
The Xpose,2014,https://en.wikipedia.org/wiki/The_Xposé,The Xpose,Anant Mahadevan,"Himesh Reshammiya, Sonali Raut, Yo Yo Honey Singh, Zoya Afroz",₹ 150 million ,₹ 200 million ,T-Series,HR Musik,14 Indian Hindi-Language Period Thriller
Titli,2014,https://en.wikipedia.org/wiki/Titli_(2014_film),Titli,Kanu Behl,"Shashank Arora, Shivani Raghuvanshi, Ranvir Shorey, Amit Sial, Lalit Behl",,,Yash Raj Films,,Is A 2014 Indian Neo-Noir Crime Drama
Heropanti,2014,https://en.wikipedia.org/wiki/Heropanti,Heropanti,Sabbir Khan,"Tiger Shroff, Kriti Sanon, Prakash Raj",₹ 25 crore ,est. ₹ 72.6 crore ,UTV Motion Pictures,Nadiadwala Grandson Entertainment,14 Indian Hindi-Language Romantic Action
City Lights,2014,https://en.wikipedia.org/wiki/CityLights_(2014_film),CityLights,Hansal Mehta,"Rajkummar Rao, Patralekha",₹ 90 million,₹ 790 million,Fox Star Studios,Vishesh Films,Citylights Is A 2014 Indian Drama
Kuku Mathur Ki Jhand Ho Gayi,2014,https://en.wikipedia.org/wiki/Kuku_Mathur_Ki_Jhand_Ho_Gayi,Kuku Mathur Ki Jhand Ho Gayi,Aman Sachdeva,"Siddharth Gupta, Simran Kaur Mundi, Ashish Juneja",,,Balaji Motion Pictures,Getaway Films,Romantic Comedy-Drama
Holiday,2014,https://en.wikipedia.org/wiki/Holiday:_A_Soldier_Is_Never_Off_Duty,Holiday: A Soldier Is Never Off Duty,A. R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan",₹ 50 crore ,est. ₹ 180  crore ,Reliance Entertainment,,14 Indian Hindi-Language Action Thriller
Machhli Jal Ki Rani Hai,2014,https://en.wikipedia.org/wiki/Machhli_Jal_Ki_Rani_Hai,Machhli Jal Ki Rani Hai,Debaloy Dey,"Bhanu Uday, Swara Bhaskar, Murli Sharma, Reema Debnath, Sakha Kalyani, Deepraj Rana, Saurabh Dubey, Avinash Mukkanawar, Saandesh Nayak, Abhinav Jain, Hemant Pandey",,,,,Is A 2014 Indian Hindi-Language Horror
Chal Bhaag,2014,https://en.wikipedia.org/wiki/Chal_Bhaag,Chal Bhaag,Prakash Balwant Saini,"Deepak Dobriyal, Keeya Khanna, Sanjay Mishra (actor), Yashpal Sharma, Mukesh Tiwari",,,,,And Presented Under The Banner Of Alimoh
Unforgettable,2014,https://en.wikipedia.org/wiki/Unforgettable_(2014_film),Unforgettable,Arshad Yusuf Pathan,"Iqbal Khan, Alka Verma, Hazel Crowney, Armeena Khan",,,,,Forgettable Is A 2014 Indian Hindi Drama
Humshakals,2014,https://en.wikipedia.org/wiki/Humshakals,Humshakals,Sajid Khan,"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Tamannaah Bhatia, Esha Gupta, Bipasha Basu",₹64 crore ,₹105.28 crore ,Fox Star Studios,,Is A 2014 Indian Hindi-Language Comedy
Ek Villain,2014,https://en.wikipedia.org/wiki/Ek_Villain,EK Villain,Mohit Suri,"Riteish Deshmukh, Siddharth Malhotra, Shraddha Kapoor, Shaad Randhawa",₹ 39 crore ,est. ₹ 169.62 crore ,AA Films,Balaji Motion Pictures,Romantic Action Thriller
Lekar Hum Deewana Dil,2014,https://en.wikipedia.org/wiki/Lekar_Hum_Deewana_Dil,Lekar Hum Deewana Dil,Arif Ali,"Armaan Jain, Deeksha Seth",₹ 16 crore ,,Eros International,,014 Indian Hindi-Language Romantic Drama
Humpty Sharma Ki Dulhania,2014,https://en.wikipedia.org/wiki/Humpty_Sharma_Ki_Dulhania,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sidharth Shukla",₹ 33 crore ,₹ 119.58 crore ,AA Films(India)Reliance Entertainment[1](Overseas),Dharma Productions,14 Indian Hindi-Language Romantic Comedy
Munna Mange Memsaab,2014,https://en.wikipedia.org/wiki/Munna_Mange_Memsaab,Munna Mange Memsaab,Shareeph Mansuri Saranawala,"Omkar Das Manikpuri, ,, Razzak Khan, Jordiya Anna, Himani Shivpuri",,,Manoj Nandwana(Jai Viratra Entertainment Limited),Vinay Arts,The
Hate Story 2,2014,https://en.wikipedia.org/wiki/Hate_Story_2,Hate Story 2,Vishal Pandya,"Sushant Singh, Surveen Chawla, Jay Bhanushali, Siddharth Kher",₹ 15 crore ,₹ 31.07 crore ,T-Series FilmsAA Films,T-Series Films,14 Indian Hindi-Language Erotic Thriller
Pizza,2014,https://en.wikipedia.org/wiki/Pizza_(2014_film),Pizza,Akshay Akkineni,"Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma",,"₹ 40.35 million (US$480,000) ",UTV Motion Pictures,,A Is A 2014 Indian Hindi-Language Horror
Bazaar E Husn,2014,https://en.wikipedia.org/wiki/Bazaar_E_Husn,Bazaar E Husn,Ajay Mehra,"Reshmi Ghosh, Jeet Goshwami, Yashpal Sharma, Om Puri",,,Vision Corporation  Ltd,Vision Corporation  Ltd,Is A 2014 Indian Hindi-Language
Amit Sahni Ki List,2014,https://en.wikipedia.org/wiki/Amit_Sahni_Ki_List,Amit Sahni Ki List,Ajay Bhuyan,"Vir Das, Vega Tamotia, Anindita Nayar",,,,Pyxis Pictures,14 Indian Hindi-Language Romantic Comedy
Riyasat,2014,https://en.wikipedia.org/wiki/Riyasat_(film),Riyasat,Ashok Tyagi,"Rajesh Khanna, Gauri Kulkarni, Aryan Vaid, Aryeman Ramsay, Raza Murad",,,Manoj Nandwana of Jai Viratra Entertainment Limited,,Is A 2014 Indian Hindi-Language Action
Kick,2014,https://en.wikipedia.org/wiki/Kick_(2014_film),Kick,Sajid Nadiadwala,"Salman Khan, Jacqueline Fernandez, Randeep Hooda, Nawazuddin Siddiqui, Mithun Chakraborty",₹140 crore ,est. ₹402 crore ,UTV Motion Pictures,,2014 Indian Hindi-Language Action Comedy
It's Entertainment,2014,https://en.wikipedia.org/wiki/Entertainment_(2014_film),Entertainment,Sajid-Farhad,"Akshay Kumar, Tamannaah Bhatia, Mithun Chakraborty, Sonu Sood, Krushna Abhishek, Johnny Lever, Prakash Raj",₹88 crore ,₹115.93 crore ,Pen Studios,Tips Industries,2014 Indian Hindi-Language Action Comedy
