title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre
Tapasya,1976,https://en.wikipedia.org/wiki/Aarti_Mukherjee,Aarti Mukherjee,,,,,,,Playback Singer Who Has Sung In Hindi
Kabeela,1976,https://en.wikipedia.org/wiki/Kabeela,Kabeelaकबीला,Bolu Khosla,"Feroz Khan, Rekha",,,,Khosla Enterprises,La Is A 1976 Indian Hindi-Language Drama
Bullet,1976,https://en.wikipedia.org/wiki/Bullet_(1976_film),Bullet,Vijay Anand,"Dev Anand, Parveen Babi, Rakesh Roshan, Kabir Bedi",,,,,76 Indian Hindi-Language Action Thriller
Do Khiladi,1976,https://en.wikipedia.org/wiki/Do_Khiladi,Do Khiladi,Jugal Kishore,,,,,Jugal Productions,Khiladi Is A 1976 Bollywood Action Drama
Chitchor,1976,https://en.wikipedia.org/wiki/Chitchor,Chitchor,Basu Chatterjee,"Amol Palekar, Zarina Wahab",,,Ultra Distributors,Rajshri Productions,6 Indian Hindi-Language Romantic Musical
Adalat,1976,https://en.wikipedia.org/wiki/Adalat_(1976_film),Adalat,Narendra Bedi,"Amitabh Bachchan, Waheeda Rehman, Neetu Singh",,₹3.2 crores ( ₹72 crores or US$10 million in 2019) ,,,1976 Indian Hindi-Language Action Drama
Maha Chor,1976,https://en.wikipedia.org/wiki/Maha_Chor,Maha Chor,Narendra Bedi,"Rajesh Khanna, Neetu Singh, Prem Chopra, Aruna Irani, Manmohan, Manorama, Anwar Hussain, Kamini Kaushal, Viju Khote",,,,,Is A 1976 Bollywood Action Comedy
Zindagi,1976,https://en.wikipedia.org/wiki/Zindagi_(1976_film),Zindagi,Ravi Tandon,"Mala Sinha, Sanjeev Kumar, Vinod Mehra, Moushumi Chatterjee",,,Eros International,,The
Shaque,1976,https://en.wikipedia.org/wiki/Shaque,Shaque,Aruna-Vikas,"Vinod Khanna, Shabana Azmi, Utpal Dutt",,,,,Is A 1976 Bollywood Drama
Maa,1976,https://en.wikipedia.org/wiki/Maa_(1976_film),Maa,M. A. Thirumugam,"Dharmendra, Hema Malini",,,,,S A 1976 Indian Hindi-Language Adventure
Barood,1976,https://en.wikipedia.org/wiki/Barood_(1976_film),Barood,Pramod Chakravorty,"Ashok Kumar, Rishi Kapoor, Shoma Anand, Ajit, Reena Roy",,est. ₹19.32 crore ( $23.52 million ),,,1976 Indian Hindi-Language Action Crime
Suntan,1976,https://en.wikipedia.org/wiki/Suntan_(1976_film),Suntan,Mohan Segal,"Jeetendra, Rekha, Ashok Kumar",,,,Delux Films[1],Hindi-Language Drama
Nehle Pe Dehlaa,1976,https://en.wikipedia.org/wiki/Nehle_Pe_Dehla,Nehle Peh Dehlaa,Raj Khosla,"Sunil Dutt, Saira Banu, Vinod Khanna, Bindu, Ranjeet, Premnath, Trilok Kapoor, Om Prakash",,,,,H Dehlaa Is A 1976 Indian Hindi-Language
Jeevan Jyoti,1976,https://en.wikipedia.org/wiki/Jeevan_Jyoti_(1976_film),Jeevan Jyoti,Murugan Kumaran,"Vijay Arora, Bindiya Goswami",,,AVM Productions,AVM Productions,Jeevan Jyoti Is A 1976 Bollywood Drama
Bundal Baaz,1976,https://en.wikipedia.org/wiki/Bundal_Baaz,Bundal Baaz,Shammi Kapoor,"Rajesh Khanna, Shammi Kapoor, Sulakshana Pandit",,,,,Bundal Baaz Is A 1976 Hindi
Jai Mahalaxmi Maa,1976,https://en.wikipedia.org/wiki/Kanan_Kaushal,Kanan Kaushal,,,,,,,The Low-Budget
Aaj Ka Mahaatma,1976,https://en.wikipedia.org/wiki/Aaj_Ka_Mahaatma,Aaj Ka Mahaatma,Kundan Kumar,"Randhir Kapoor, Rekha",,,,,Atma Is A 1976 Bollywood Romantic Action
Ginny Aur Johnny,1976,https://en.wikipedia.org/wiki/Ginny_Aur_Johnny,Ginny Aur Johnny,Mehmood,"Mehmood, Baby Ginny, Amjad Khan, Helen, Hema Malini",,,,,1976 Indian Hindi-Language Comedy-Drama
