title,year,wikipedia_url
Kanhaiyaa,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Aas Paas,1981,https://en.wikipedia.org/wiki/Aas_Paas
Waqt Ki Deewar,1981,https://en.wikipedia.org/wiki/Waqt_Ki_Deewar
Saajan Ki Saheli,1981,
Bulundi,1981,https://en.wikipedia.org/wiki/Bulundi
Kranti,1981,https://en.wikipedia.org/wiki/Kranti
Krodhi,1981,https://en.wikipedia.org/wiki/Krodhi
Barsaat Ki Ek Raat,1981,https://en.wikipedia.org/wiki/Barsaat_Ki_Ek_Raat
Love Story,1981,https://en.wikipedia.org/wiki/Love_Story_(1981_film)
Roohi,1981,https://en.wikipedia.org/wiki/Roohi_(1981_film)
Naram Garam,1981,https://en.wikipedia.org/wiki/Naram_Garam
Nakhuda,1981,https://en.wikipedia.org/wiki/Nakhuda_(film)
Chehre Pe Chehra,1981,https://en.wikipedia.org/wiki/Chehre_Pe_Chehra
Agni Pareeksha,1981,https://en.wikipedia.org/wiki/Agni_Pareeksha_(1981_film)
Ladies Tailor,1981,
Kalyug,1981,https://en.wikipedia.org/wiki/Kalyug_(1981_film)
Kudrat,1981,https://en.wikipedia.org/wiki/Kudrat
Mangalsutra,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Khoon Aur Paani,1981,https://en.wikipedia.org/wiki/Khoon_Aur_Paani
Chakra,1981,https://en.wikipedia.org/wiki/Chakra_(1981_film)
Wardat,1981,https://en.wikipedia.org/wiki/Wardat
Naseeb,1981,https://en.wikipedia.org/wiki/Naseeb_(1981_film)
Chashme Buddoor,1981,https://en.wikipedia.org/wiki/Chashme_Buddoor_(1981_film)
Rocky,1981,https://en.wikipedia.org/wiki/Rocky_(1981_film)
Laparwah,1981,https://en.wikipedia.org/wiki/Laparwah
Laawaris,1981,https://en.wikipedia.org/wiki/Laawaris_(1981_film)
Itni Si Baat,1981,https://en.wikipedia.org/wiki/List_of_Hindi_songs_recorded_by_K._J._Yesudas
Biwi-O-Biwi,1981,https://en.wikipedia.org/wiki/Biwi
Ek Duuje Ke Liye,1981,https://en.wikipedia.org/wiki/Ek_Duuje_Ke_Liye
Dahshat,1981,https://en.wikipedia.org/wiki/Dahshat
Daasi,1981,https://en.wikipedia.org/wiki/Daasi_(1981_film)
Dhanwan,1981,https://en.wikipedia.org/wiki/Dhanwan_(1981_film)
Hum Se Badkar Kaun,1981,https://en.wikipedia.org/wiki/Kajal_Kiran
Harjaee,1981,https://en.wikipedia.org/wiki/Harjaee
Yeh Rishta Na Tootay,1981,https://en.wikipedia.org/wiki/Yeh_Rishta_Na_Tootay
Sannata,1981,
Hotel,1981,
Silsila,1981,https://en.wikipedia.org/wiki/Silsila_(1981_film)
Dard (Conflict of Emotions),1981,https://en.wikipedia.org/wiki/Wuthering_Heights
Pyaasa Sawan,1981,https://en.wikipedia.org/wiki/Pyaasa_Sawan
Jail Yatra,1981,https://en.wikipedia.org/wiki/Jail_Yatra_(1981_film)
Sahhas,1981,https://en.wikipedia.org/wiki/Sahhas
Baseraa,1981,https://en.wikipedia.org/wiki/Baseraa
Prem Geet,1981,https://en.wikipedia.org/wiki/Prem_Geet_(1981_film)
Ghungroo Ki Awaaz,1981,https://en.wikipedia.org/wiki/Ghungroo_Ki_Awaaz
Ek Hi Bhool,1981,https://en.wikipedia.org/wiki/Ek_Hi_Bhool
Khuda Kasam,1981,https://en.wikipedia.org/wiki/Khuda_Kasam_(1981_film)
Ahista Ahista,1981,https://en.wikipedia.org/wiki/Ahista_Ahista_(1981_film)
Main Aur Mera Hathi,1981,
Yaarana,1981,https://en.wikipedia.org/wiki/Yaarana_(1981_film)
Armaan,1981,https://en.wikipedia.org/wiki/Armaan_(1981_film)
Shakka,1981,https://en.wikipedia.org/wiki/Shakka_(film)
Shradhanjali,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Shama,1981,https://en.wikipedia.org/wiki/Kader_Khan_filmography
Fiffty Fiffty,1981,https://en.wikipedia.org/wiki/Fiffty_Fiffty
Aapas Ki Baat,1981,https://en.wikipedia.org/wiki/Aapas_Ki_Baat
Meri Aawaz Suno,1981,https://en.wikipedia.org/wiki/Meri_Aawaz_Suno
Ek Aur Ek Gyarah,1981,
Khoon Ka Rishta,1981,https://en.wikipedia.org/wiki/Khoon_Ka_Rishta
Be-Shaque,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Kaalia,1981,https://en.wikipedia.org/wiki/Kaalia
Zamaane Ko Dikhana Hai,1981,https://en.wikipedia.org/wiki/Zamane_Ko_Dikhana_Hai
Poonam,1981,https://en.wikipedia.org/wiki/Poonam_Dhillon
Katilon Ke Kaatil,1981,https://en.wikipedia.org/wiki/Katilon_Ke_Kaatil
Raaz,1981,https://en.wikipedia.org/wiki/Raaz_(1981_film)
Sazaye Maut,1981,https://en.wikipedia.org/wiki/Sazaye_Maut
Professor Pyarelal,1981,https://en.wikipedia.org/wiki/Professor_Pyarelal
Plot No. 5,1981,https://en.wikipedia.org/wiki/Plot_No._5
Mahabali Hanuman,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Jyoti,1981,https://en.wikipedia.org/wiki/Jyoti_(1981_film)
Sansani: The Sensation,1981,https://en.wikipedia.org/wiki/Sansani:_The_Sensation
Dhuan,1981,https://en.wikipedia.org/wiki/Dhuan
Raksha,1981,https://en.wikipedia.org/wiki/Raksha_(1982_film)
Jwaala Daaku,1981,
Maan Gaye Ustaad,1981,https://en.wikipedia.org/wiki/Maan_Gaye_Ustaad
Kaaran,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Pehla Adhyay,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Jiyo To Aise Jiyo,1981,
Mahfil,1981,https://en.wikipedia.org/wiki/Mahfil
Guru Suleman Chela Pahelwan,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Jeene Ki Arzoo,1981,https://en.wikipedia.org/wiki/Jeene_Ki_Arzoo
Kanoon Aur Mujrim,1981,https://en.wikipedia.org/wiki/Jeetendra_filmography
Kahan Kahan Se Guzar Gaya,1981,https://en.wikipedia.org/wiki/Anil_Kapoor_filmography
Sharda,1981,https://en.wikipedia.org/wiki/Sharda_(1981_film)
Shodh,1981,
Ganga Maang Rahi Balidan,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Ghamandee,1981,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1981
Bhagat Gora Kumbhar,1981,
Sheetla Mata,1981,
Kal Hamara Hai,1981,
Chambal Ke Daku,1982,https://en.wikipedia.org/wiki/Chambal_Ke_Daku
Do Dishayen,1982,https://en.wikipedia.org/wiki/Do_Dishayen
Doosra Roop,1982,
Hum Paagal Premee,1982,https://en.wikipedia.org/wiki/Kajal_Kiran
Ek Aur Sangraam,1982,https://en.wikipedia.org/wiki/Nadeem–Shravan
Hamari Bahu Alka,1982,
Mettee,1982,
Haathkadi,1982,https://en.wikipedia.org/wiki/Haathkadi_(1982_film)
Satte Pe Satta,1982,https://en.wikipedia.org/wiki/Satte_Pe_Satta
Jeevan Dhaara,1982,https://en.wikipedia.org/wiki/Jeevan_Dhaara
Kachche Heere,1982,https://en.wikipedia.org/wiki/Kachche_Heere
Gopichand Jasoos,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Chorni,1982,https://en.wikipedia.org/wiki/Chorni
Adhura Aadmi,1982,
Saath Saath,1982,https://en.wikipedia.org/wiki/Saath_Saath_(film)
Angoor,1982,https://en.wikipedia.org/wiki/Angoor_(1982_film)
Bemisal,1982,
Shriman Shrimati,1982,https://en.wikipedia.org/wiki/Shriman_Shrimati
Tadap,1982,https://en.wikipedia.org/wiki/Tadap
Apna Bana Lo,1982,
Suraag,1982,https://en.wikipedia.org/wiki/Suraag_(1982_film)
Tumhare Bina,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Rustom,1982,https://en.wikipedia.org/wiki/Rustom
Dial 100,1982,https://en.wikipedia.org/wiki/Dial_100_(1982_film)
Yeh Vaada Raha,1982,https://en.wikipedia.org/wiki/Yeh_Vaada_Raha_(film)
Vakil Babu,1982,https://en.wikipedia.org/wiki/Vakil_Babu
Rajput,1982,https://en.wikipedia.org/wiki/Rajput_(film)
Shaukeen,1982,https://en.wikipedia.org/wiki/Shaukeen
Desh Premee,1982,https://en.wikipedia.org/wiki/Desh_Premee
Teesri Aankh,1982,https://en.wikipedia.org/wiki/Teesri_Aankh_(1982_film)
Namak Halaal,1982,https://en.wikipedia.org/wiki/Namak_Halaal
Ashanti,1982,https://en.wikipedia.org/wiki/Ashanti_(1982_film)
Sanam Teri Kasam,1982,https://en.wikipedia.org/wiki/Sanam_Teri_Kasam_(1982_film)
Bazaar,1982,https://en.wikipedia.org/wiki/Bazaar_(1982_film)
Sawaal,1982,https://en.wikipedia.org/wiki/Sawaal_(film)
Badle Ki Aag,1982,https://en.wikipedia.org/wiki/Badle_Ki_Aag
Teri Kasam,1982,https://en.wikipedia.org/wiki/Sanam_Teri_Kasam_(1982_film)
Ghazab,1982,https://en.wikipedia.org/wiki/Ghazab
Dil-E-Nadaan,1982,https://en.wikipedia.org/wiki/Dil-e-Nadaan
Heeron Ka Chor,1982,https://en.wikipedia.org/wiki/Heeron_Ka_Chor
Nadiya Ke Paar,1982,https://en.wikipedia.org/wiki/Nadiya_Ke_Paar_(1982_film)
Insaan,1982,https://en.wikipedia.org/wiki/Insaan_(1982_film)
Dard Ka Rishta,1982,https://en.wikipedia.org/wiki/Dard_Ka_Rishta
Aadat Se Majboor,1982,https://en.wikipedia.org/wiki/Aadat_Se_Majboor
Aagman,1982,https://en.wikipedia.org/wiki/Aagaman
Dil... Akhir Dil Hai,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Khud-Daar,1982,https://en.wikipedia.org/wiki/Khud-Daar
Prem Rog,1982,
Farz Aur Kanoon,1982,https://en.wikipedia.org/wiki/Farz_Aur_Kanoon
Lakshmi,1982,https://en.wikipedia.org/wiki/Lakshmi_(1982_film)
Dharam Kanta,1982,https://en.wikipedia.org/wiki/Dharam_Kanta
Teri Maang Sitaron Se Bhar Doon,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Sun Sajna,1982,https://en.wikipedia.org/wiki/Sun_Sajna
Raj Mahal,1982,https://en.wikipedia.org/wiki/Raj_Kiran_(actor)
Shakti,1982,https://en.wikipedia.org/wiki/Shakti_(1982_film)
Ayaash,1982,https://en.wikipedia.org/wiki/Ayaash
Star,1982,
Deedar-E-Yaar,1982,https://en.wikipedia.org/wiki/Deedar-E-Yaar
Yeh To Kamaal Ho Gaya,1982,https://en.wikipedia.org/wiki/Yeh_To_Kamaal_Ho_Gaya
Samraat,1982,https://en.wikipedia.org/wiki/Samraat_(film)
Johny I Love You,1982,https://en.wikipedia.org/wiki/Johny_I_Love_You
Vidhaata,1982,https://en.wikipedia.org/wiki/Vidhaata
Arth,1982,https://en.wikipedia.org/wiki/Arth_(film)
Swami Dada,1982,https://en.wikipedia.org/wiki/Swami_Dada
Disco Dancer,1982,https://en.wikipedia.org/wiki/Disco_Dancer
Kaamchor,1982,https://en.wikipedia.org/wiki/Kaamchor
Anokha Bandhan,1982,https://en.wikipedia.org/wiki/Anokha_Bandhan
Jaanwar,1982,https://en.wikipedia.org/wiki/Jaanwar_(1982_film)
Bezubaan,1982,https://en.wikipedia.org/wiki/Bezubaan
Vijeta,1982,https://en.wikipedia.org/wiki/Vijeta_(1982_film)
Baghavat,1982,https://en.wikipedia.org/wiki/Baghavat
Namkeen,1982,https://en.wikipedia.org/wiki/Namkeen
Apradhi Kaun?,1982,https://en.wikipedia.org/wiki/Apradhi_Kaun?
Hari Darshan,1982,
Sati Naag Kanya,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Main Intequam Loonga,1982,https://en.wikipedia.org/wiki/Main_Intaquam_Loonga
Daulat,1982,https://en.wikipedia.org/wiki/Daulat_(1982_film)
Taqdeer Ka Badshah,1982,https://en.wikipedia.org/wiki/Taqdeer_Ka_Badshah
Apmaan,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Aamne Samne,1982,https://en.wikipedia.org/wiki/Aamne_Samne
Sitam,1982,https://en.wikipedia.org/wiki/Arun_Sarnaik
Dulha Bikta Hai,1982,https://en.wikipedia.org/wiki/Dulha_Bikta_Hai
Waqt-Waqt Ki Baat,1982,
Ustadi Ustad Se,1982,https://en.wikipedia.org/wiki/Ustadi_Ustad_Se
Sumbandh,1982,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1982
Aadharshila,1982,https://en.wikipedia.org/wiki/Aadharshila
Log Kya Kahenge,1982,https://en.wikipedia.org/wiki/Log_Kya_Kahenge
Bheegi Palkein,1982,https://en.wikipedia.org/wiki/Bheegi_Palkein
Maine Jeena Seekh Liya,1982,https://en.wikipedia.org/wiki/Maine_Jeena_Seekh_Liya
Taaqat,1982,https://en.wikipedia.org/wiki/Taaqat
Yeh Nazdeekiyan,1982,https://en.wikipedia.org/wiki/Yeh_Nazdeekiyan
Aparoopa,1982,https://en.wikipedia.org/wiki/Aparoopa
Baawri,1982,https://en.wikipedia.org/wiki/Baawri
Spandan,1982,
Sugandh,1982,
Subah Subah,1983,
Humse Na Jeeta Koi,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Khuda Hafiz,1983,
Nirvana,1983,
The Last Tiger,1983,
Zara Si Zindagi,1983,https://en.wikipedia.org/wiki/Zara_Si_Zindagi
Chatpati,1983,https://en.wikipedia.org/wiki/Chatpati
Mangal Pandey,1983,https://en.wikipedia.org/wiki/Mangal_Pandey_(1983_film)
Taqdeer,1983,https://en.wikipedia.org/wiki/Taqdeer_(1983_film)
Nishaan,1983,https://en.wikipedia.org/wiki/Nishaan_(film)
Nastik,1983,https://en.wikipedia.org/wiki/Nastik_(1983_film)
Himmatwala,1983,https://en.wikipedia.org/wiki/Himmatwala_(1983_film)
Avtaar,1983,
Ganga Meri Maa,1983,https://en.wikipedia.org/wiki/Meri_Maa
Durdesh,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Arpan,1983,https://en.wikipedia.org/wiki/Arpan
Andhaa Kaanoon,1983,https://en.wikipedia.org/wiki/Andhaa_Kaanoon
Prem Tapasya,1983,https://en.wikipedia.org/wiki/Prem_Tapasya
Rachna,1983,https://en.wikipedia.org/wiki/Rachna
Love in Goa,1983,https://en.wikipedia.org/wiki/Love_in_Goa
Sun Meri Laila,1983,https://en.wikipedia.org/wiki/Dipika_Chikhlia
Rang Birangi,1983,https://en.wikipedia.org/wiki/Rang_Birangi
Mahaan,1983,https://en.wikipedia.org/wiki/Mahaan_(1983_film)
Painter Babu,1983,https://en.wikipedia.org/wiki/Painter_Babu
Film Hi Film,1983,https://en.wikipedia.org/wiki/Qayamat_(1983_film)
Kaun? Kaisey?,1983,https://en.wikipedia.org/wiki/Kaun
Lovers,1983,https://en.wikipedia.org/wiki/Lovers_(1983_film)
Jaani Dost,1983,https://en.wikipedia.org/wiki/Jaani_Dost
Jeet Hamaari,1983,https://en.wikipedia.org/wiki/Jeet_Hamaari
Souten,1983,https://en.wikipedia.org/wiki/Souten
Woh 7 Din,1983,https://en.wikipedia.org/wiki/Woh_Saat_Din
Woh Jo Hasina,1983,https://en.wikipedia.org/wiki/Woh_Jo_Hasina
Sadma,1983,https://en.wikipedia.org/wiki/Sadma
Naukar Biwi Ka,1983,https://en.wikipedia.org/wiki/Naukar_Biwi_Ka
Justice Chaudhury,1983,https://en.wikipedia.org/wiki/Justice_Chaudhury
Ghungroo,1983,https://en.wikipedia.org/wiki/Kalaakaar
Shubh Kaamna,2h 18m,
Betaab,1983,https://en.wikipedia.org/wiki/Betaab
Jaane Bhi Do Yaaro,1983,https://en.wikipedia.org/wiki/Jaane_Bhi_Do_Yaaro
Bekaraar,1983,https://en.wikipedia.org/wiki/Bekaraar
Dard-E-Dil,1983,https://en.wikipedia.org/wiki/Dil_Diya_Dard_Liya
Bandhan Kuchchey Dhaagon Ka,1983,https://en.wikipedia.org/wiki/Bandhan_Kuchchey_Dhaagon_Ka
Ek Jaan Hain Hum,1983,https://en.wikipedia.org/wiki/Mangal_Pandey_(1983_film)
Achha Bura,1983,https://en.wikipedia.org/wiki/Achha_Bura
Mujhe Insaaf Chahiye,1983,https://en.wikipedia.org/wiki/Mujhe_Insaaf_Chahiye
Hum Se Hai Zamana,1983,https://en.wikipedia.org/wiki/Hum_Se_Hai_Zamana
Bade Dil Wala,1983,
Haadsaa,1983,https://en.wikipedia.org/wiki/Haadsa
Sweekar Kiya Maine,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Mazdoor,1983,https://en.wikipedia.org/wiki/Mazdoor
Doosri Dulhan,1983,https://en.wikipedia.org/wiki/Doosri_Dulhan
Masoom,1983,https://en.wikipedia.org/wiki/Masoom_(1983_film)
Qayamat,1983,https://en.wikipedia.org/wiki/Qayamat_(1983_film)
Agar Tum Na Hote,1983,https://en.wikipedia.org/wiki/Agar_Tum_Na_Hote
Mawaali,1983,https://en.wikipedia.org/wiki/Mawaali
Ardh Satya,1983,https://en.wikipedia.org/wiki/Sadashiv_Amrapurkar
Pukar,1983,https://en.wikipedia.org/wiki/Pukar_(1983_film)
Mandi,1983,https://en.wikipedia.org/wiki/Mandi_(1983_film)
Coolie,1983,https://en.wikipedia.org/wiki/Coolie_(1983_Hindi_film)
Karate,1983,https://en.wikipedia.org/wiki/Karate_(film)
Kalaakaar,1983,https://en.wikipedia.org/wiki/Kalaakaar
Hero,1983,https://en.wikipedia.org/wiki/Hero_(1983_film)
Katha,1983,https://en.wikipedia.org/wiki/Katha_(1983_film)
Chor Police,1983,https://en.wikipedia.org/wiki/Chor_Police
Kissise Na Kehna,1983,https://en.wikipedia.org/wiki/Kissi_Se_Na_Kehna
Pasand Apni Apni,1983,https://en.wikipedia.org/wiki/Pasand_Apni_Apni
Do Gulaab,1983,https://en.wikipedia.org/wiki/Roland_TB-303
Kaya Palat,1983,https://en.wikipedia.org/wiki/Kaya_Palat
Daulat Ke Dushman,1983,https://en.wikipedia.org/wiki/Daulat_Ke_Dushman
Dhat Tere... Ki,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Lal Chunariyaa,1983,
Jai Baba Amarnath,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Faraib,1983,https://en.wikipedia.org/wiki/Faraib
Main Awara Hoon,1983,https://en.wikipedia.org/wiki/Main_Awara_Hoon
Godam,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Bekhabar,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Kalka,1983,https://en.wikipedia.org/wiki/Kalka_(disambiguation)
Rishta Kagaz Ka,1983,https://en.wikipedia.org/wiki/Rishta_Kagaz_Ka
Romance,1983,https://en.wikipedia.org/wiki/Romance_(1983_film)
Tum Laut Aao,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Mehndi,1983,https://en.wikipedia.org/wiki/Mehndi_(1983_film)
Ek Baar Chale Aao,1983,https://en.wikipedia.org/wiki/Abdul_Sattar_Khan
Kaise Kaise Log,1983,https://en.wikipedia.org/wiki/Oonche_Log_(1985_film)
Sant Ravidas Ki Amar Kahani,1983,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1983
Bad Aur Badnaam,1984,
Pakhandi,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Divorce,1984,
Sasural,1984,https://en.wikipedia.org/wiki/Sasural_(1984_film)
Seepeeyan,1984,https://en.wikipedia.org/wiki/Seepeeyan
Aan Aur Shaan,1984,https://en.wikipedia.org/wiki/Aan_Aur_Shaan
Yeh Raaste Hai Pyar Ke,1984,
Wanted: Dead or Alive,1984,https://en.wikipedia.org/wiki/Wanted:_Dead_or_Alive_(1984_film)
Meri Adaalat,1984,https://en.wikipedia.org/wiki/Meri_Adalat
Bindiya Chamkegi,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Tohfa,1984,https://en.wikipedia.org/wiki/Tohfa
Mashaal,1984,https://en.wikipedia.org/wiki/Mashaal
Boxer,1984,https://en.wikipedia.org/wiki/Boxer_(1984_film)
Yeh Desh,1984,https://en.wikipedia.org/wiki/Yeh_Desh
Ghar Ek Mandir,1984,https://en.wikipedia.org/wiki/Ghar_Ek_Mandir_(film)
Hip Hip Hurray,1984,https://en.wikipedia.org/wiki/Hip_Hip_Hurray_(film)
Farishta,1984,https://en.wikipedia.org/wiki/Farishta_(1984_film)
Aaj Kaa M.L.A. Ram Avtar,1984,https://en.wikipedia.org/wiki/Deven_Verma
Maati Maangey Khoon,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Aasmaan,1984,https://en.wikipedia.org/wiki/Zameen_Aasmaan_(1984_film)
Maqsad,1984,https://en.wikipedia.org/wiki/Maqsad
Baazi,1984,https://en.wikipedia.org/wiki/Baazi_(1984_film)
Bhemaa,1984,https://en.wikipedia.org/wiki/Bhemaa
Sharaabi,1984,https://en.wikipedia.org/wiki/Sharaabi
Qaidi,1984,https://en.wikipedia.org/wiki/Qaidi_(1984_film)
Saaransh,1984,https://en.wikipedia.org/wiki/Saaransh
Asha Jyoti,1984,https://en.wikipedia.org/wiki/Asha_Jyoti
Khandhar,1984,https://en.wikipedia.org/wiki/Khandhar
Zameen Aasmaan,1984,https://en.wikipedia.org/wiki/Zameen_Aasmaan_(1984_film)
Lorie,1984,https://en.wikipedia.org/wiki/Lorie_(film)
Teri Baahon Mein,1984,https://en.wikipedia.org/wiki/Teri_Baahon_Mein
Ek Nai Paheli,1984,https://en.wikipedia.org/wiki/Ek_Nai_Paheli
Lakhon Ki Baat,1984,https://en.wikipedia.org/wiki/Lakhon_Ki_Baat
Main Hoon Kunwari Dulhan,1984,
Yaadgaar,1984,
Hum Do Hamare Do,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Ram Tera Desh,1984,https://en.wikipedia.org/wiki/Love_Marriage_(1984_film)
Dharm Aur Qanoon,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Abodh,1984,https://en.wikipedia.org/wiki/Abodh
Pyasa Shaitan,1984,
Holi,1984,https://en.wikipedia.org/wiki/Holi_(1984_film)
Haisiyat,1984,https://en.wikipedia.org/wiki/Haisiyat
Hum Hain Lajawaab,1984,https://en.wikipedia.org/wiki/Hum_Hain_Lajawab
Utsav,1984,https://en.wikipedia.org/wiki/Utsav
Paar,1984,https://en.wikipedia.org/wiki/Paar_(film)
Raaj Tilak,1984,https://en.wikipedia.org/wiki/Raaj_Tilak
Phulwari,1984,https://en.wikipedia.org/wiki/Phulwari_(1984_film)
Laila,1984,https://en.wikipedia.org/wiki/Laila_(1984_film)
Andar Baahar,1984,https://en.wikipedia.org/wiki/Andar_Baahar
Aaj Ki Awaz,1984,https://en.wikipedia.org/wiki/Aaj_Ki_Awaaz
Gangvaa,1984,https://en.wikipedia.org/wiki/Gangvaa
Duniya,1984,https://en.wikipedia.org/wiki/Duniya_(1984_film)
Sunny,1984,https://en.wikipedia.org/wiki/Sunny_(1984_film)
Raavan,1984,https://en.wikipedia.org/wiki/Raavan_(1984_film)
Naya Kadam,1984,https://en.wikipedia.org/wiki/Naya_Kadam
Bhavna,1984,https://en.wikipedia.org/wiki/Kavita_Paudwal
Purana mandir,1984,https://en.wikipedia.org/wiki/Purana_Mandir
Jagir,1984,
Jeene Nahi Doonga,1984,https://en.wikipedia.org/wiki/Jeene_Nahi_Doonga
John Jani Janardhan,1984,https://en.wikipedia.org/wiki/John_Jani_Janardhan_(1984_film)
Awaaz,1984,https://en.wikipedia.org/wiki/Awaaz
Ram Ki Ganga,1984,
Jhutha Sach,1984,https://en.wikipedia.org/wiki/Jhutha_Sach_(film)
Kasam Paida Karne Wale Ki,1984,https://en.wikipedia.org/wiki/Kasam_Paida_Karne_Wale_Ki
Pet Pyaar Aur Paap,1984,https://en.wikipedia.org/wiki/Pasi_(film)
Main Hoon Beauty Queen,1984,
Karishmaa,1984,https://en.wikipedia.org/wiki/Karishmaa
Bhooka Sher,1984,
Jawaani,1984,https://en.wikipedia.org/wiki/Jawaani
Love Marriage,1984,https://en.wikipedia.org/wiki/Love_Marriage_(1984_film)
Yeh Ishq Nahin Aasaan,1984,https://en.wikipedia.org/wiki/Yeh_Ishq_Nahin_Aasaan
Kanoon Kya Karega,1984,https://en.wikipedia.org/wiki/Rajendra_Kumar
Tere Mere Beech Mein,1984,https://en.wikipedia.org/wiki/N._S._Vaidya
Insaaf Kaun Karega,1984,https://en.wikipedia.org/wiki/Insaaf_Kaun_Karega
Sharara,1984,https://en.wikipedia.org/wiki/Sharara
Ab Ayega Mazaa,1984,https://en.wikipedia.org/wiki/Ab_Ayega_Mazaa
All Rounder,1984,https://en.wikipedia.org/wiki/All_Rounder_(1984_film)
Kaamyaab,1984,
Shapath,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Jaag Utha Insan,1984,https://en.wikipedia.org/wiki/Jaag_Utha_Insan_(1984_film)
Giddh: The Vulture,1984,https://en.wikipedia.org/wiki/Giddh
Zakhmi Sher,1984,https://en.wikipedia.org/wiki/Zakhmi_Sher
Meraa Dost Meraa Dushman,1984,https://en.wikipedia.org/wiki/Meraa_Dost_Meraa_Dushman
Yahan Wahan,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Mohan Joshi Hazir Ho!,1984,https://en.wikipedia.org/wiki/Mohan_Joshi_Hazir_Ho!
Paapi Pet Ka Sawaal Hai,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
The Gold Medal,1984,https://en.wikipedia.org/wiki/The_Gold_Medal_(film)
Rakta Bandhan,1984,https://en.wikipedia.org/wiki/Rakta_Bandhan
Tarkeeb,1984,https://en.wikipedia.org/wiki/Tarkeeb
Shravan Kumar,1984,https://en.wikipedia.org/wiki/Kishore_Kumar_filmography
Tarang,1984,https://en.wikipedia.org/wiki/Tarang_(film)
Raja Aur Rana,1984,
Hanste Khelte,1984,https://en.wikipedia.org/wiki/Hanste_Khelte_(1984_film)
Waqt Ki Pukar,1984,https://en.wikipedia.org/wiki/Waqt_Ki_Pukar
Kamla,1984,https://en.wikipedia.org/wiki/Marc_Zuber
Anand Aur Anand,1984,https://en.wikipedia.org/wiki/Anand_Aur_Anand
Akalmand,1984,https://en.wikipedia.org/wiki/Akalmand
Hum Rahe Na Hum,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Mera Faisla,1984,https://en.wikipedia.org/wiki/Mera_Faisla
Kanoon Meri Mutthi Mein,1984,https://en.wikipedia.org/wiki/Kanoon_Meri_Mutthi_Mein
Yaadon Ki Zanjeer,1984,https://en.wikipedia.org/wiki/Ashalata_Wabgaonkar
Dilavar,1984,
Maan Maryada,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Bandh Honth,1984,https://en.wikipedia.org/wiki/Jalal_Agha
Andhi Gali,1984,https://en.wikipedia.org/wiki/Andhi_Gali
Grahasthi,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Sheeshay Ka Ghar,1984,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1984
Paththar,1985,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1985
Daamad Chaahiye,1985,
Aaj Ka Daur,1985,https://en.wikipedia.org/wiki/Aaj_Ka_Daur
Karmyudh,1985,https://en.wikipedia.org/wiki/Karm_Yudh
Murde Ki Jaan Khatre Mein,1985,https://en.wikipedia.org/wiki/List_of_Hindi_films_of_1985
